gene,category,rest_engagement,stim48_axis_proj,stim8_axis_proj
ADAT3,resting_sparing_suppressor,0.030552251264452934,-0.6721786856651306,0.1740836799144745
ADCK5,inflammatory,0.0819811299443245,0.3417232632637024,0.4512312710285187
ADCY1,other,0.046617813408374786,-0.47887155413627625,-0.19748850166797638
ADCY3,inflammatory,0.24065221846103668,0.4079709053039551,0.22150424122810364
ADCY9,other,0.2035626769065857,0.006647885777056217,0.22198161482810974
ADGRA3,other,0.3056495785713196,0.06464787572622299,-0.08479678630828857
ADGRE5,other,0.2233106791973114,-0.5553958415985107,-0.15335842967033386
ADGRG1,other,0.30991852283477783,-0.5505480766296387,-0.562663733959198
ADH5,other,0.0008315840386785567,-0.20448410511016846,-0.08037353307008743
ADI1,other,0.06002284958958626,-0.4332175850868225,0.12956783175468445
ADIPOR1,other,0.1223335787653923,-0.33697181940078735,-0.6427774429321289
ADIRF,other,0.2265518605709076,-0.3536791205406189,0.2638963460922241
ADK,resting_sparing_suppressor,0.04451249912381172,-0.6369181275367737,0.21092860400676727
ADM,damaging,0.36135756969451904,0.3192675709724426,-0.3587838411331177
ADNP2,other,0.029185984283685684,0.07187807559967041,0.19964133203029633
ADPGK,damaging,0.3863453269004822,-0.42737025022506714,0.087577685713768
ADRB2,other,0.05686580762267113,0.052187711000442505,-0.49714967608451843
AEBP2,inflammatory,0.26653772592544556,0.20226536691188812,-0.002004803391173482
AEN,damaging,0.36284205317497253,-0.5420464873313904,-0.5174465775489807
AFAP1,other,0.04373132809996605,-0.43947166204452515,-0.10929682850837708
AFDN,inflammatory,0.2423289567232132,0.27065783739089966,0.4021989405155182
AFF2,damaging,0.3241526186466217,-0.38739290833473206,-0.4251825511455536
AFF3,inflammatory,0.00279607973061502,0.3220663368701935,0.07444631308317184
AGA,other,0.2751520574092865,-0.651926577091217,-0.42649737000465393
AGGF1,resting_sparing_suppressor,0.05358821526169777,-0.5158416628837585,0.2935760021209717
AGK,other,0.2897673547267914,-0.5919452905654907,-0.07645018398761749
AGL,inflammatory,0.0941743552684784,0.4694523513317108,-0.16670534014701843
AGMAT,other,0.2305767685174942,-0.524490475654602,0.17721770703792572
AGO3,damaging,0.41408994793891907,-0.005452039651572704,0.14381162822246552
AGPAT2,other,0.1395295411348343,0.11539892852306366,-0.15359744429588318
AGPAT5,other,0.2146049290895462,-0.44486379623413086,-0.3324654698371887
AGPS,resting_sparing_suppressor,0.1444576233625412,-0.6204507350921631,-0.43559715151786804
AGTPBP1,other,0.23538143932819366,-0.641663670539856,-0.43113231658935547
AHDC1,resting_sparing_suppressor,0.0834955945611,-0.5672751665115356,-0.17623452842235565
AHI1,other,0.2963736057281494,-0.4128398001194,-0.15620361268520355
AHNAK,other,0.12585780024528503,-0.07694752514362335,-0.013252604752779007
AHSP,damaging,0.44365087151527405,-0.5169094800949097,-0.40137800574302673
AIDA,damaging,0.46267542243003845,0.2511705756187439,-0.20717617869377136
AIG1,resting_sparing_suppressor,0.12185549736022949,-0.5521897077560425,0.0005013576592318714
AIRE,resting_sparing_suppressor,0.17572492361068726,-0.7104642391204834,-0.5808205008506775
AJAP1,other,0.2703087031841278,0.13518737256526947,-0.05838793143630028
AK3,inflammatory,0.08658341318368912,0.28364935517311096,-0.30262380838394165
