gene,condition,EN_D1,EN_D4
ATP7A,Rest,4.436385154724121,5.870935440063477
ATP8A1,Rest,7.471778392791748,4.594195365905762
ATP8B2,Rest,5.253443241119385,5.650058269500732
ATP8B3,Rest,6.471986770629883,5.235899925231934
ATP8B4,Rest,7.290520668029785,5.699147701263428
ATP9B,Rest,4.027374744415283,5.67893123626709
ATPAF1,Rest,7.208277225494385,5.7299981117248535
ATRAID,Rest,7.043368339538574,5.466638565063477
ATRN,Rest,7.2509050369262695,5.353567600250244
ATRX,Rest,7.7094926834106445,6.223836898803711
ATXN2,Rest,5.078001499176025,5.3387017250061035
ATXN7L3B,Rest,7.10230016708374,4.520503997802734
AUH,Rest,7.007253170013428,5.430518627166748
AVEN,Rest,6.652398109436035,4.267565727233887
AVL9,Rest,5.256726264953613,5.656773567199707
AVPI1,Rest,7.115752696990967,5.253685474395752
AVPR2,Rest,7.589975357055664,4.725156307220459
AXIN2,Rest,7.0239458084106445,5.556443691253662
AXL,Rest,7.1100358963012695,5.407712936401367
AZIN1,Rest,7.12645959854126,4.817904949188232
AZIN2,Rest,7.429609298706055,5.3896484375
B3GALT2,Rest,6.939544200897217,5.676193714141846
B3GAT1,Rest,6.972315788269043,4.954685211181641
B3GLCT,Rest,7.39262580871582,5.1078200340271
B3GNT2,Rest,7.311760902404785,5.076047420501709
B4GALNT1,Rest,7.140999794006348,5.246774196624756
B4GALNT4,Rest,5.774197578430176,5.36099910736084
B4GALT2,Rest,6.7526655197143555,5.924173355102539
B4GALT3,Rest,7.916628837585449,4.972119331359863
B4GALT4,Rest,5.524610996246338,5.187546730041504
B4GALT5,Rest,6.8422441482543945,4.78599739074707
B4GALT7,Rest,2.805253028869629,5.679920673370361
B4GAT1,Rest,7.208367347717285,6.175901412963867
BABAM1,Rest,7.316707134246826,5.928012847900391
BABAM2,Rest,7.785556793212891,5.607559680938721
BAD,Rest,5.809870719909668,5.51175594329834
BAG3,Rest,6.998233795166016,5.590011119842529
BAHD1,Rest,6.967658996582031,5.687464714050293
BAIAP2L1,Rest,7.047986030578613,5.223292827606201
BAIAP2L2,Rest,7.278968811035156,5.217141628265381
BAIAP3,Rest,7.016946792602539,5.598351001739502
BAK1,Rest,7.546233654022217,4.90513801574707
BANK1,Rest,6.996247291564941,5.296641826629639
BARHL1,Rest,7.009017467498779,5.636561870574951
BASP1,Rest,7.014302730560303,5.448097229003906
BATF2,Rest,7.606551647186279,6.068462371826172
BATF3,Rest,4.718537330627441,5.521049499511719
BAX,Rest,6.479547023773193,5.378844738006592
BAZ1A,Rest,7.006841659545898,5.250585556030273
BBC3,Rest,7.387361526489258,5.749136924743652
BBIP1,Rest,7.108516216278076,5.376074314117432
BBS10,Rest,7.369041919708252,4.702633857727051
BBS2,Rest,7.075180530548096,5.455143451690674
BBS7,Rest,7.402434349060059,4.8217997550964355
BBX,Rest,6.6349921226501465,5.821865081787109
BCAP29,Rest,7.31262731552124,5.671351909637451
BCAP31,Rest,7.237037658691406,4.278242111206055
BCAS3,Rest,6.195245742797852,5.85364294052124
BCAS4,Rest,7.000580310821533,5.636685848236084
BCAT2,Rest,7.010378360748291,5.121922016143799
BCDIN3D,Rest,6.93325662612915,5.495184898376465
BCL10,Rest,7.442908763885498,5.217342853546143
BCL2L11,Rest,3.945220947265625,5.766853332519531
BCL2L12,Rest,5.593085289001465,5.622813701629639
BCL3,Rest,6.50543212890625,5.235105514526367
BCL6B,Rest,5.138398170471191,5.446508407592773
BCL7A,Rest,4.304367542266846,5.033020496368408
BCL9L,Rest,7.7865681648254395,5.904942512512207
BCLAF1,Rest,6.705174922943115,4.764409065246582
BCORL1,Rest,6.762307643890381,4.132404804229736
BCS1L,Rest,7.161861419677734,5.48369026184082
BDH1,Rest,7.962656497955322,5.0457000732421875
BDH2,Rest,7.438586235046387,5.946909427642822
BEND2,Rest,5.79780387878418,5.9787068367004395
BEND3,Rest,4.965576648712158,5.332422256469727
BEND4,Rest,3.449087381362915,5.555867671966553
BEND5,Rest,5.566887378692627,6.0359320640563965
BEST1,Rest,6.991318225860596,5.237069606781006
BET1L,Rest,5.374488353729248,4.957221508026123
BEX1,Rest,4.681161403656006,5.708719730377197
BEX2,Rest,7.402845859527588,5.4713215827941895
BEX3,Rest,5.659093379974365,5.435880184173584
BEX4,Rest,6.967184543609619,5.183337211608887
BEX5,Rest,7.016137599945068,5.311804294586182
BFAR,Rest,7.503732204437256,5.355537414550781
BHLHE22,Rest,7.002808094024658,5.756165027618408
BHLHE23,Rest,7.711284637451172,4.99348783493042
BHLHE40,Rest,6.6190338134765625,5.452908515930176
BHLHE41,Rest,7.1280903816223145,5.831140041351318
BICD1,Rest,7.015473365783691,5.331686019897461
BICD2,Rest,7.828605651855469,5.164601802825928
BIN2,Rest,4.668805122375488,5.5877509117126465
BIN3,Rest,7.2684855461120605,5.3862152099609375
BLCAP,Rest,7.2851338386535645,5.8713226318359375
BLK,Rest,7.034325122833252,5.094608783721924
BLMH,Rest,5.103065013885498,5.7821455001831055
BLOC1S3,Rest,7.160921573638916,5.166527271270752
BLOC1S5,Rest,6.22029447555542,5.461858749389648
BLOC1S6,Rest,6.914386749267578,5.302456378936768
BLVRB,Rest,7.275820255279541,5.741564750671387
BMP2K,Rest,7.242465972900391,5.472361087799072
BMP6,Rest,7.810129165649414,5.598085403442383
BMP8B,Rest,7.617441654205322,5.253922462463379
BMPR1A,Rest,7.094549179077148,4.541276931762695
BMT2,Rest,7.027711391448975,6.138143062591553
BNIP2,Rest,4.919878959655762,6.090012550354004
BNIP3L,Rest,6.679571628570557,5.768324851989746
BOD1,Rest,4.525006294250488,5.780006408691406
BOK,Rest,7.411573886871338,4.86326789855957
BOLA1,Rest,7.975572109222412,4.728650093078613
BOLA3,Rest,6.563464641571045,5.581189155578613
BORCS6,Rest,7.471861362457275,5.782052516937256
BORCS7,Rest,7.964946746826172,4.252044677734375
BPGM,Rest,5.862278461456299,5.451961517333984
BPNT1,Rest,7.095094680786133,4.886384963989258
BPTF,Rest,5.472289085388184,5.112401962280273
BRAF,Rest,5.489495754241943,5.43475866317749
BRAT1,Rest,7.440767765045166,4.452442646026611
BRCC3,Rest,7.092487335205078,5.631032943725586
BRD3,Rest,6.986193656921387,5.104826927185059
BRD9,Rest,5.9716362953186035,5.09929084777832
BRI3BP,Rest,7.227183818817139,5.545720100402832
BRK1,Rest,6.924811363220215,5.562480449676514
BRMS1,Rest,3.7450289726257324,5.441767692565918
BRMS1L,Rest,6.996967792510986,5.253179550170898
BRPF1,Rest,6.680157661437988,5.932538032531738
BRWD3,Rest,7.1029205322265625,5.39762544631958
BSDC1,Rest,5.807785511016846,5.748093128204346
BSPRY,Rest,5.207302093505859,5.845335960388184
BST2,Rest,6.941669940948486,4.846827030181885
BSX,Rest,6.083677291870117,5.554824352264404
BTBD10,Rest,7.212270736694336,5.119210243225098
BTBD3,Rest,7.023149490356445,5.765037536621094
BTBD6,Rest,7.676781177520752,5.8621320724487305
BTF3L4,Rest,7.053674697875977,5.689045429229736
BTG2,Rest,4.299734115600586,5.925821781158447
BTG3,Rest,7.007910251617432,5.1067795753479
BTLA,Rest,4.521673679351807,5.726815700531006
BTN3A1,Rest,6.985451698303223,5.625945091247559
