gene,condition,EN_D1,EN_D4
LAMA2,Rest,7.23783540725708,5.464141368865967
LAMA3,Rest,7.458474636077881,5.037898540496826
LAMA5,Rest,6.823156833648682,5.249848365783691
LAMB1,Rest,5.885969638824463,5.863630294799805
LAMB3,Rest,6.419245719909668,5.37545108795166
LAMP1,Rest,5.832695484161377,5.54373836517334
LAMP2,Rest,7.026618957519531,5.762953758239746
LAMP3,Rest,7.349784851074219,5.837578773498535
LAMTOR4,Rest,7.036756992340088,4.972216606140137
LANCL1,Rest,5.847569942474365,5.363611221313477
LANCL2,Rest,7.522396087646484,5.164258003234863
LAP3,Rest,7.044585227966309,4.475327491760254
LAPTM4A,Rest,7.0953803062438965,5.885988712310791
LAPTM4B,Rest,7.005815505981445,5.021117687225342
LAPTM5,Rest,6.8484787940979,5.8245320320129395
LARGE2,Rest,6.961709499359131,5.335920810699463
LARP1B,Rest,7.370662689208984,3.654136896133423
LARP4,Rest,5.1895036697387695,5.456442832946777
LASP1,Rest,7.429749488830566,6.080324172973633
LAT,Rest,6.771317958831787,5.716902256011963
LAX1,Rest,4.7847466468811035,5.182199954986572
LAYN,Rest,7.022744178771973,5.192371845245361
LBR,Rest,5.620912075042725,5.61702299118042
LBX2,Rest,7.0064592361450195,5.083585262298584
LCLAT1,Rest,5.815776824951172,5.840137481689453
LCMT1,Rest,6.386385440826416,4.828596591949463
LCMT2,Rest,7.1507110595703125,5.39302396774292
LCN1,Rest,7.246443748474121,4.6981964111328125
LCN2,Rest,7.4728240966796875,5.860464096069336
LCOR,Rest,7.207012176513672,5.676721096038818
LCORL,Rest,5.854323387145996,4.303680419921875
LDAH,Rest,7.121379852294922,5.0433430671691895
LDHB,Rest,5.798151016235352,5.158754348754883
LDLRAP1,Rest,7.0815510749816895,4.140821933746338
LDOC1,Rest,5.770716667175293,5.480685710906982
LEMD2,Rest,5.228193283081055,5.758393287658691
LEMD3,Rest,7.051730632781982,5.034368991851807
LEO1,Rest,6.894965648651123,5.554388046264648
LEPR,Rest,7.687243461608887,4.848751544952393
LETMD1,Rest,7.959349632263184,5.108739852905273
LEUTX,Rest,7.755903244018555,5.372334957122803
LFNG,Rest,7.000985145568848,5.312606334686279
LGALS2,Rest,5.8123016357421875,5.334644317626953
LGALS3,Rest,6.982723236083984,4.740711688995361
LGALS3BP,Rest,5.542961597442627,5.224599838256836
LGALS4,Rest,7.047041416168213,5.269879341125488
LGALS9,Rest,6.643295764923096,4.6843156814575195
LGMN,Rest,6.992825984954834,5.328104496002197
LHPP,Rest,4.415132522583008,5.5049872398376465
LHX2,Rest,4.8359694480896,5.350940227508545
LHX3,Rest,4.019569396972656,5.339095592498779
LHX4,Rest,7.120162487030029,4.962580680847168
LHX5,Rest,6.634334564208984,5.481243133544922
LHX6,Rest,7.110565185546875,5.521955490112305
LIFR,Rest,7.127494812011719,5.099709510803223
LIG3,Rest,7.015891075134277,5.56968355178833
LIG4,Rest,5.67652702331543,5.2025041580200195
LIMA1,Rest,7.434995651245117,5.4100728034973145
LIMD1,Rest,7.984494686126709,5.467044353485107
LIMD2,Rest,7.430922985076904,6.209564685821533
LIME1,Rest,5.934347629547119,5.264092922210693
LIMK1,Rest,7.123106956481934,5.82634973526001
LIN28A,Rest,7.840656757354736,4.365047454833984
LIN28B,Rest,6.97280740737915,4.177381992340088
LIN37,Rest,7.271467685699463,5.5771331787109375
LIN7B,Rest,7.045247554779053,5.4596452713012695
LIN7C,Rest,4.016891956329346,5.563268661499023
LINS1,Rest,6.688411235809326,5.063177108764648
LIPA,Rest,7.574782371520996,5.6432294845581055
LITAF,Rest,4.821413040161133,5.473299980163574
LIX1L,Rest,7.345014572143555,5.818925380706787
LMAN2L,Rest,7.304234504699707,4.916440963745117
LMBR1,Rest,7.9873366355896,5.283195495605469
LMF2,Rest,6.1834940910339355,5.256966590881348
LMLN,Rest,4.023077964782715,5.732753753662109
LMNA,Rest,7.250858783721924,5.056656360626221
LMNB1,Rest,5.762810707092285,5.622873783111572
LMNB2,Rest,4.381742477416992,5.937821865081787
LMNTD2,Rest,7.09637975692749,5.227597713470459
LMO2,Rest,6.752369403839111,5.558579444885254
LMO7,Rest,7.063922882080078,5.288121223449707
LMX1B,Rest,5.4482808113098145,5.860888957977295
LNP1,Rest,7.191283702850342,5.2420830726623535
LNPK,Rest,5.840658187866211,5.2828264236450195
LNX2,Rest,5.484532833099365,5.8173828125
LONP2,Rest,7.488445281982422,5.13496732711792
LONRF2,Rest,5.922678470611572,4.928863525390625
LONRF3,Rest,6.44575834274292,5.347922325134277
LOXL4,Rest,7.024528503417969,5.360775470733643
LPAR3,Rest,7.015103340148926,4.93148136138916
LPAR5,Rest,6.975621700286865,5.298750400543213
LPAR6,Rest,6.587059497833252,5.9518280029296875
LPCAT1,Rest,6.589876174926758,5.866319179534912
LPCAT2,Rest,7.015793800354004,5.539965629577637
LPGAT1,Rest,7.517678260803223,6.224086284637451
LPL,Rest,7.0224480628967285,5.372000694274902
LPXN,Rest,4.6327362060546875,5.528841972351074
LRBA,Rest,6.730544567108154,5.942714214324951
LRCH1,Rest,6.130109786987305,5.310844898223877
LRCH3,Rest,5.198038578033447,5.667050361633301
LRFN3,Rest,7.019658088684082,4.407544136047363
LRFN4,Rest,7.3359808921813965,4.826815128326416
LRG1,Rest,7.012485027313232,5.3658366203308105
LRIF1,Rest,7.174966335296631,4.481412410736084
LRIG2,Rest,5.268393516540527,5.430926322937012
LRP1,Rest,7.3433756828308105,3.6946239471435547
LRP10,Rest,6.855887413024902,4.8778181076049805
LRP11,Rest,7.258730411529541,4.12971830368042
LRP2,Rest,7.8683929443359375,5.691039562225342
LRP5,Rest,7.242413520812988,5.589914798736572
LRP6,Rest,6.999776840209961,5.7863593101501465
LRPAP1,Rest,7.250638961791992,5.638631820678711
LRPPRC,Rest,6.156590461730957,5.415407180786133
LRRC1,Rest,7.409069061279297,4.9856438636779785
LRRC2,Rest,6.977152347564697,5.577123165130615
LRRC20,Rest,6.113781929016113,5.871097564697266
LRRC25,Rest,7.023693561553955,5.0023040771484375
LRRC27,Rest,7.501429080963135,5.03449821472168
LRRC28,Rest,7.060837268829346,5.918015480041504
LRRC32,Rest,7.068062782287598,5.460953235626221
LRRC37A3,Rest,7.52882719039917,4.3449506759643555
LRRC37B,Rest,5.8902668952941895,5.027616500854492
LRRC4,Rest,7.9763360023498535,5.279396057128906
LRRC41,Rest,6.595272064208984,5.5506134033203125
LRRC42,Rest,7.651724815368652,3.7794976234436035
LRRC46,Rest,7.140130043029785,5.808395862579346
LRRC47,Rest,6.986030578613281,5.6198577880859375
LRRC57,Rest,6.039520740509033,5.126855850219727
LRRC58,Rest,7.351120948791504,5.771462440490723
LRRC7,Rest,7.05366849899292,5.213962078094482
LRRC70,Rest,7.8325114250183105,4.9337263107299805
LRRC75A,Rest,7.512406826019287,4.122490882873535
LRRC8B,Rest,6.9600324630737305,5.688518524169922
LRRC8D,Rest,7.717103958129883,5.977965831756592
LRRCC1,Rest,6.520938396453857,5.341209411621094
LRRFIP2,Rest,6.808900833129883,5.684380054473877
LRRK2,Rest,7.383109092712402,5.76255989074707
LRRN2,Rest,7.326858997344971,5.091251850128174
LRWD1,Rest,7.009130954742432,5.38780403137207
LSM12,Rest,6.9642767906188965,5.684361457824707
LSM14A,Rest,6.330580234527588,4.878888130187988
LSM14B,Rest,7.388777732849121,5.3669114112854
LST1,Rest,7.307525157928467,5.276691436767578
LTA4H,Rest,7.219071388244629,5.5839056968688965
LTB,Rest,5.758304119110107,5.5435991287231445
LTB4R2,Rest,6.9987993240356445,5.4375901222229
LTBP4,Rest,6.908178329467773,5.476242542266846
LTK,Rest,7.014239311218262,5.813072681427002
LTN1,Rest,5.765598773956299,5.390501022338867
LUC7L,Rest,7.118710994720459,5.054392337799072
LXN,Rest,7.213123321533203,5.849541187286377
LY6E,Rest,4.820587635040283,5.119323253631592
LY6G5C,Rest,7.74285888671875,5.077340126037598
LY6G6F,Rest,6.493109226226807,5.386048316955566
LY75,Rest,6.588257789611816,5.925595760345459
LY86,Rest,7.030546188354492,5.355355739593506
LY9,Rest,6.9893083572387695,5.571932315826416
LY96,Rest,5.922942161560059,4.579781532287598
LYL1,Rest,6.706142425537109,5.4738359451293945
LYPLA1,Rest,6.996263027191162,5.443653106689453
LYPLAL1,Rest,5.5682525634765625,5.437952041625977
LYRM7,Rest,6.879855155944824,5.498298168182373
LYRM9,Rest,7.861771106719971,5.261237144470215
LYSMD1,Rest,6.776587009429932,5.782813549041748
LYSMD3,Rest,6.227532386779785,5.75537633895874
LYSMD4,Rest,7.365324020385742,5.590424537658691
LYST,Rest,6.614599704742432,5.448277473449707
LYZ,Rest,7.385551929473877,5.141824245452881
LZTFL1,Rest,7.085790634155273,5.679701805114746
LZTS1,Rest,7.103976249694824,4.545094013214111
LZTS3,Rest,7.583589553833008,5.118277072906494
M6PR,Rest,6.779605865478516,4.904085159301758
MACC1,Rest,7.1027302742004395,5.85184383392334
MACROD1,Rest,6.512271881103516,4.636724472045898
MAD2L1BP,Rest,3.366671562194824,5.073118209838867
MADD,Rest,5.141480922698975,5.485145092010498
MAEA,Rest,3.788498878479004,5.559169769287109
MAFA,Rest,6.424636363983154,5.1904168128967285
MAFB,Rest,6.23651123046875,5.454751014709473
MAFG,Rest,6.2436909675598145,5.05481481552124
MAFK,Rest,6.835608005523682,5.989833831787109
MAGEF1,Rest,7.105072021484375,5.345415115356445
MAGI1,Rest,4.877437591552734,5.212976455688477
MAGI3,Rest,7.006621360778809,5.240218639373779
MAGOHB,Rest,6.743380069732666,4.149236679077148
MAGT1,Rest,6.883535861968994,5.353123664855957
MAIP1,Rest,7.3485426902771,5.705014228820801
MAK,Rest,7.0928778648376465,5.377381324768066
MAL,Rest,7.793946266174316,5.735672473907471
MALT1,Rest,7.44849157333374,5.06854772567749
MAML2,Rest,7.581602096557617,5.80783748626709
MAMLD1,Rest,7.062351703643799,5.589796543121338
MAN1A1,Rest,7.420513153076172,4.696643352508545
MAN1B1,Rest,5.04475212097168,5.335426330566406
MAN2A1,Rest,7.60009241104126,5.137345314025879
MAN2A2,Rest,6.83544397354126,5.247552871704102
MAN2B1,Rest,6.5233025550842285,6.037815093994141
MAN2B2,Rest,6.866038799285889,5.883901119232178
MANBAL,Rest,5.649513244628906,5.174098968505859
MANF,Rest,5.927699089050293,5.4351091384887695
MANSC1,Rest,5.672073841094971,5.618649005889893
MAOA,Rest,5.790253162384033,4.869101047515869
MAP1LC3B,Rest,7.653077602386475,5.61490535736084
MAP2K1,Rest,7.902994632720947,4.1431884765625
MAP2K2,Rest,5.52527379989624,5.3023529052734375
MAP2K3,Rest,7.295356750488281,5.1026411056518555
MAP2K4,Rest,5.668715476989746,5.641613483428955
MAP2K6,Rest,7.123624801635742,5.485593795776367
MAP3K14,Rest,5.452574253082275,5.85170841217041
MAP3K2,Rest,7.7585649490356445,5.397710800170898
MAP3K21,Rest,7.147130966186523,4.879319667816162
MAP3K3,Rest,7.724987983703613,5.52319860458374
MAP3K4,Rest,5.913555145263672,5.576430797576904
MAP3K6,Rest,7.324073314666748,5.023030757904053
MAP3K8,Rest,6.665169715881348,5.717777729034424
MAP3K9,Rest,7.499825477600098,5.437842845916748
MAP4K1,Rest,7.140181541442871,6.000862121582031
MAP4K2,Rest,6.903436660766602,5.0207743644714355
MAP4K3,Rest,6.257357597351074,4.581634521484375
MAP4K5,Rest,5.142578125,5.423548698425293
MAP7D1,Rest,7.8141984939575195,5.157842636108398
MAP7D3,Rest,7.375953674316406,4.752007484436035
MAP9,Rest,6.812030792236328,5.686408996582031
MAPK10,Rest,7.017092227935791,4.559060573577881
MAPK12,Rest,7.474282741546631,6.006202220916748
MAPK13,Rest,6.993132591247559,5.735261917114258
MAPK3,Rest,3.383289337158203,5.036306858062744
MAPK6,Rest,6.927656650543213,5.519833564758301
MAPK8,Rest,6.218062400817871,4.918751239776611
MAPK8IP3,Rest,6.925615310668945,5.456846714019775
MAPK9,Rest,7.164418697357178,5.387137413024902
MAPKAP1,Rest,6.359948635101318,4.6611151695251465
MAPKAPK2,Rest,5.479406833648682,5.430989742279053
MAPKAPK3,Rest,7.022356033325195,5.587734222412109
MAPKBP1,Rest,6.515466213226318,5.0070061683654785
MAPRE2,Rest,6.34025764465332,5.109679222106934
MARCKS,Rest,6.460565090179443,4.646266937255859
MARK3,Rest,6.482554912567139,5.332850933074951
MARS2,Rest,7.103708744049072,5.3345794677734375
MASP2,Rest,7.644100666046143,5.040327548980713
MATK,Rest,6.848645210266113,5.761958122253418
MATN2,Rest,5.551703453063965,5.328629016876221
MAVS,Rest,7.347911357879639,5.718606948852539
MBD3,Rest,6.917571544647217,5.931159496307373
MBD4,Rest,6.833113670349121,5.1852593421936035
MBIP,Rest,4.464409828186035,5.411777496337891
MBLAC2,Rest,7.6082763671875,4.789450645446777
MBOAT1,Rest,7.027090549468994,5.034340858459473
MBOAT2,Rest,5.5288519859313965,5.520925521850586
MCAM,Rest,7.184601783752441,5.250766754150391
MCAT,Rest,7.107401371002197,5.4161057472229
MCCC1,Rest,7.002534866333008,5.430366516113281
MCCC2,Rest,6.320545196533203,5.271666526794434
MCF2L,Rest,7.004932880401611,4.716920852661133
MCHR1,Rest,6.874587059020996,5.3256354331970215
MCM8,Rest,6.45994234085083,4.800985336303711
MCOLN3,Rest,7.089111804962158,5.090325355529785
MCPH1,Rest,7.471299648284912,5.047366619110107
MCTP1,Rest,4.948189735412598,5.5830583572387695
MCTS1,Rest,4.282652854919434,5.181565761566162
MCUB,Rest,5.8102126121521,5.808872222900391
MCUR1,Rest,7.716797828674316,5.027500152587891
MDH1,Rest,7.031167030334473,5.752290725708008
MDH2,Rest,6.545770168304443,5.6914849281311035
MDM1,Rest,7.498631477355957,6.114529132843018
MDP1,Rest,5.269131660461426,5.68524169921875
ME1,Rest,7.361623287200928,5.457510471343994
ME2,Rest,7.2357988357543945,4.4530134201049805
ME3,Rest,5.971977233886719,5.634894847869873
MECR,Rest,4.575948715209961,5.395446300506592
MED1,Rest,5.7083659172058105,5.481405735015869
MED12,Rest,5.292419910430908,5.134797096252441
MED13,Rest,7.245937347412109,6.138758659362793
MED15,Rest,6.345408916473389,5.168138027191162
MED23,Rest,7.344078540802002,4.822807312011719
MED24,Rest,4.223259449005127,4.951678276062012
MED25,Rest,6.246816158294678,5.398707866668701
MEF2C,Rest,5.811849594116211,5.897188663482666
MEF2D,Rest,7.198624610900879,5.716251373291016
MEFV,Rest,7.003952503204346,5.233994483947754
MEGF8,Rest,5.150127410888672,6.025965690612793
MEI1,Rest,6.931910037994385,5.205081462860107
MEIS1,Rest,5.224961280822754,5.171308517456055
MEIS3,Rest,7.213447093963623,5.1303791999816895
MEN1,Rest,5.79006814956665,5.815907001495361
MESP2,Rest,6.578273296356201,5.040884971618652
METAP1D,Rest,7.184299468994141,5.161187648773193
METRNL,Rest,7.494431972503662,4.893183708190918
METTL17,Rest,7.748176097869873,5.264262676239014
METTL18,Rest,6.893120765686035,5.087975025177002
METTL22,Rest,5.511319637298584,5.670743465423584
METTL23,Rest,7.222934722900391,5.989694118499756
METTL25,Rest,6.995361328125,5.578588008880615
METTL26,Rest,7.210012912750244,5.2654924392700195
METTL5,Rest,5.694729804992676,5.582932472229004
METTL7A,Rest,6.117408275604248,4.77065896987915
METTL8,Rest,7.035957336425781,5.483371257781982
MEX3D,Rest,7.010659694671631,5.362183570861816
MFAP3,Rest,7.687396049499512,4.775630950927734
MFAP3L,Rest,6.106395721435547,5.32545804977417
MFF,Rest,7.77256965637207,5.510322093963623
MFGE8,Rest,6.508224010467529,5.046257495880127
MFN1,Rest,7.604689598083496,5.585873603820801
MFNG,Rest,7.184969425201416,5.207916259765625
MFSD1,Rest,5.6205525398254395,5.888520240783691
MFSD12,Rest,7.031579494476318,5.771207809448242
MFSD13A,Rest,7.991332530975342,5.439639091491699
MFSD14B,Rest,7.281288146972656,5.305611610412598
MFSD3,Rest,6.620016574859619,5.5631232261657715
MFSD4B,Rest,7.005929946899414,5.4078450202941895
MFSD9,Rest,7.034132957458496,5.587706565856934
MGAM,Rest,6.790266990661621,5.087161064147949
MGAT4B,Rest,6.925910472869873,4.748624324798584
MGAT5,Rest,6.218070983886719,5.357323169708252
MGLL,Rest,7.110458850860596,5.686304092407227
MGME1,Rest,5.1349687576293945,5.481724262237549
MGMT,Rest,7.176965236663818,5.167324066162109
MGP,Rest,7.00936222076416,5.447998523712158
MGST1,Rest,6.489919662475586,5.230309009552002
MGST2,Rest,5.222336769104004,5.401429176330566
MGST3,Rest,5.132648944854736,5.461238861083984
MIA,Rest,7.534688949584961,5.572578430175781
MIA2,Rest,6.589972972869873,5.490041732788086
MIB1,Rest,7.101437568664551,5.1608381271362305
MICA,Rest,5.49702262878418,4.926302909851074
MICAL1,Rest,5.999461650848389,5.454479217529297
MICAL3,Rest,6.9878716468811035,4.79140567779541
MICALL1,Rest,4.43929386138916,5.3452653884887695
MICU1,Rest,7.688022136688232,5.921869277954102
MIDN,Rest,7.735029220581055,4.487844467163086
MIEF1,Rest,6.37345552444458,5.673786640167236
MIEF2,Rest,5.6836724281311035,5.877502918243408
MIEN1,Rest,4.621878623962402,5.542569637298584
MIER2,Rest,5.512594699859619,5.506605625152588
MIER3,Rest,6.263393878936768,4.986588001251221
MIF,Rest,5.084706783294678,5.516482830047607
MIF4GD,Rest,6.368476390838623,5.431169033050537
MIGA2,Rest,7.279550075531006,5.1884565353393555
MIIP,Rest,6.213891506195068,5.251528263092041
MINDY1,Rest,7.095282077789307,5.193657398223877
MINDY2,Rest,6.836524486541748,5.082394123077393
MINDY3,Rest,7.085486888885498,5.723000526428223
MINK1,Rest,6.146817207336426,4.663908004760742
MIPEP,Rest,6.971041679382324,5.105776786804199
MITD1,Rest,4.89396333694458,5.999392032623291
MITF,Rest,7.004810333251953,6.114975929260254
MIXL1,Rest,6.620354175567627,4.77212381362915
MKLN1,Rest,7.694906234741211,4.597892761230469
MKNK1,Rest,5.435454368591309,5.778820991516113
MKNK2,Rest,7.014978885650635,5.3690385818481445
MKRN2,Rest,7.607672214508057,5.185312271118164
MKRN3,Rest,7.002430438995361,5.4789886474609375
MKS1,Rest,3.946181535720825,5.452360153198242
MKX,Rest,7.09535026550293,5.365115165710449
MLEC,Rest,4.1945013999938965,5.48903751373291
MLF1,Rest,7.0015482902526855,5.661767482757568
MLH1,Rest,4.8343915939331055,5.437667369842529
MLH3,Rest,7.161957263946533,5.88076114654541
MLKL,Rest,7.102993965148926,5.559630393981934
MLLT11,Rest,4.367974281311035,5.405869483947754
MLST8,Rest,7.11113166809082,4.890531539916992
MLX,Rest,4.472452163696289,5.6273651123046875
MLYCD,Rest,5.957481384277344,5.168559551239014
MMAA,Rest,6.964329719543457,5.595785140991211
MMADHC,Rest,7.254215717315674,4.8221588134765625
MME,Rest,5.298741340637207,5.885783672332764
MMP17,Rest,7.021212577819824,6.158026218414307
MMP25,Rest,5.834735870361328,5.768552303314209
MMP28,Rest,7.063498020172119,5.6108293533325195
MMP9,Rest,7.001897811889648,5.791539192199707
MMRN1,Rest,7.023344039916992,5.369634628295898
MND1,Rest,7.532483100891113,4.855582237243652
MNX1,Rest,6.038238525390625,5.588522911071777
MOB1B,Rest,7.032540798187256,5.082763671875
MOB3B,Rest,7.006374835968018,6.034975528717041
MOCS1,Rest,7.047335147857666,5.4408769607543945
MOCS2,Rest,6.176339149475098,5.256684303283691
MON1B,Rest,6.713279724121094,5.736096382141113
MORC3,Rest,5.973447799682617,5.812601566314697
MORC4,Rest,6.65648078918457,5.6578192710876465
MORF4L2,Rest,5.819784164428711,5.735664367675781
MORN2,Rest,7.5674285888671875,5.003385066986084
MORN4,Rest,7.513849258422852,4.493190288543701
MOSMO,Rest,6.896812915802002,5.0307793617248535
MOSPD1,Rest,5.58700704574585,5.420899391174316
MOSPD2,Rest,7.088263511657715,4.620357036590576
MOSPD3,Rest,7.091359615325928,5.547926902770996
MPC1,Rest,6.3339667320251465,5.332022190093994
MPI,Rest,6.3172607421875,5.505190849304199
MPIG6B,Rest,6.898921489715576,5.6719770431518555
MPLKIP,Rest,5.658074855804443,5.478061199188232
MPP2,Rest,7.013991355895996,5.335744380950928
MPP7,Rest,7.766011714935303,6.035768508911133
MPPE1,Rest,6.367903232574463,4.443793773651123
MPRIP,Rest,3.4569642543792725,5.874147891998291
MPST,Rest,4.429545879364014,5.36756706237793
MPV17,Rest,7.005412578582764,5.608218193054199
MPV17L2,Rest,7.0783796310424805,5.066504001617432
MPZ,Rest,6.968508243560791,5.564167499542236
MPZL1,Rest,7.023201942443848,5.172082424163818
MPZL2,Rest,7.260395526885986,5.451051712036133
MPZL3,Rest,7.0009284019470215,5.473228454589844
MRC2,Rest,6.696569442749023,5.462348461151123
MREG,Rest,5.842260837554932,5.200832366943359
MRFAP1,Rest,7.451719284057617,5.467564582824707
MRFAP1L1,Rest,7.720889091491699,4.775252342224121
MRGPRD,Rest,7.000860214233398,5.237623691558838
MRI1,Rest,7.04207181930542,5.425010681152344
MRM2,Rest,6.946857929229736,5.313820838928223
MRNIP,Rest,7.004404544830322,5.713671684265137
MRRF,Rest,7.078055381774902,5.264859199523926
MRS2,Rest,6.944015026092529,4.909692287445068
MS4A1,Rest,7.2650675773620605,5.737478256225586
MS4A6A,Rest,7.106791973114014,4.9776387214660645
MSANTD2,Rest,4.1893181800842285,5.360514163970947
MSANTD3,Rest,7.508297443389893,5.873960494995117
MSANTD4,Rest,7.417496204376221,6.098440647125244
MSGN1,Rest,7.089347839355469,4.796055793762207
MSH2,Rest,7.252939224243164,5.055198669433594
MSH5,Rest,7.111451625823975,4.652799606323242
MSH6,Rest,5.88081169128418,5.244103908538818
MSRA,Rest,5.834517478942871,5.302791595458984
MSRB1,Rest,6.783890724182129,5.281674385070801
MSRB2,Rest,6.530667304992676,5.586391925811768
MSX1,Rest,7.055625915527344,5.830862045288086
MSX2,Rest,7.609528541564941,5.727687835693359
MT1E,Rest,6.9987993240356445,4.90424108505249
MT1F,Rest,7.0384135246276855,5.349305629730225
MT1H,Rest,6.9372711181640625,5.5104756355285645
MT1M,Rest,7.21253776550293,4.953601360321045
MT1X,Rest,7.017899513244629,5.7114763259887695
MT2A,Rest,5.024881362915039,5.736904144287109
MT3,Rest,7.951563358306885,5.155071258544922
MTA2,Rest,5.294887542724609,5.858274459838867
MTA3,Rest,5.5099287033081055,5.191169261932373
MTAP,Rest,7.13374662399292,5.860710144042969
MTDH,Rest,6.787858963012695,4.869488716125488
MTERF1,Rest,7.775419235229492,4.662749290466309
MTERF2,Rest,7.0190229415893555,5.215220928192139
MTERF4,Rest,6.5354838371276855,5.057621002197266
MTF2,Rest,5.4239678382873535,5.221261501312256
MTFMT,Rest,7.014778137207031,5.00737190246582
MTFP1,Rest,7.2684855461120605,5.708531379699707
MTFR1,Rest,4.48377799987793,5.419379234313965
MTFR1L,Rest,6.980696678161621,5.95217227935791
MTG1,Rest,7.161519527435303,5.549238204956055
MTHFD1L,Rest,7.021114826202393,5.197404384613037
MTHFD2,Rest,7.434872627258301,6.009963035583496
MTHFD2L,Rest,7.335124969482422,5.425833225250244
MTHFSD,Rest,7.314740180969238,5.253154754638672
MTIF2,Rest,7.184457778930664,4.713127613067627
MTM1,Rest,7.3141326904296875,5.585043907165527
MTMR1,Rest,7.003975868225098,4.920302391052246
MTMR10,Rest,5.394165515899658,5.504105567932129
MTMR11,Rest,6.877197265625,4.966583728790283
MTMR12,Rest,7.28466796875,5.074646949768066
MTMR14,Rest,7.393455982208252,5.682938575744629
MTMR7,Rest,6.976274490356445,4.770525932312012
MTMR9,Rest,7.024114608764648,5.5989813804626465
MTO1,Rest,7.0660858154296875,5.077008247375488
MTRF1,Rest,4.912108421325684,5.630281448364258
MTRF1L,Rest,6.492610454559326,5.858170032501221
MTURN,Rest,7.29397439956665,5.721850395202637
MTUS1,Rest,7.206329822540283,4.810725688934326
MTX3,Rest,7.933659553527832,5.974335193634033
MUC1,Rest,6.972133159637451,5.347793102264404
MUC13,Rest,5.28176212310791,4.955236434936523
MUC19,Rest,7.2377119064331055,4.498439311981201
MUC3A,Rest,7.015134334564209,5.367215156555176
MUCL1,Rest,6.717351913452148,5.492307662963867
MVB12A,Rest,4.816689968109131,5.669203758239746
MVP,Rest,7.017591953277588,5.16453742980957
MX1,Rest,7.850857257843018,5.390357971191406
MXD1,Rest,6.646610260009766,5.072760105133057
MXD3,Rest,7.277479648590088,4.61655855178833
MYADM,Rest,7.9489970207214355,5.926679611206055
MYCBP,Rest,6.261629104614258,4.984701633453369
MYCBP2,Rest,6.4756760597229,5.342119216918945
MYCBPAP,Rest,5.514042854309082,5.37704610824585
MYCL,Rest,6.894423007965088,5.693640232086182
MYCN,Rest,7.100539207458496,5.923250675201416
MYD88,Rest,7.211606502532959,5.68477201461792
MYDGF,Rest,5.41599178314209,6.018254280090332
MYH10,Rest,7.656713008880615,5.67961311340332
MYH11,Rest,7.669044017791748,4.703240394592285
MYL12A,Rest,7.104693412780762,5.455228805541992
MYL5,Rest,7.005565166473389,5.526163101196289
MYL6,Rest,7.435355186462402,5.346983909606934
MYL6B,Rest,7.046858310699463,5.449573516845703
MYL9,Rest,6.03165864944458,5.352151393890381
MYLIP,Rest,7.015445232391357,4.924249172210693
MYLK,Rest,7.049559593200684,4.073434829711914
MYO15B,Rest,5.725412845611572,5.516592979431152
MYO19,Rest,5.632776260375977,5.79434061050415
MYO1C,Rest,7.5680999755859375,5.016630172729492
MYO1D,Rest,7.677536487579346,6.145625591278076
MYO1E,Rest,7.183812141418457,5.366678714752197
MYO1F,Rest,6.375837326049805,5.254434585571289
MYO6,Rest,7.008245468139648,5.541872024536133
MYO9A,Rest,4.197554588317871,5.602283477783203
MYOG,Rest,6.779497146606445,5.143404006958008
MYSM1,Rest,6.317215442657471,5.230968952178955
MYT1,Rest,7.00673770904541,4.742879390716553
N4BP2,Rest,6.151909351348877,5.103703498840332
N4BP2L1,Rest,5.867563247680664,5.378836631774902
NAA16,Rest,7.0254292488098145,4.864624977111816
NAA60,Rest,7.164669036865234,4.796163082122803
NAAA,Rest,6.9960761070251465,5.065647125244141
NAALADL1,Rest,7.038148880004883,4.936854362487793
NAB1,Rest,7.619422912597656,5.808755397796631
NAB2,Rest,7.21273136138916,5.083950996398926
NABP1,Rest,5.4141845703125,5.015393257141113
NADK,Rest,6.51242733001709,5.209173202514648
NAGK,Rest,7.415018081665039,5.757120132446289
NANOS1,Rest,7.035173416137695,5.115235805511475
NANS,Rest,7.115112781524658,5.56467342376709
NAP1L2,Rest,7.92695951461792,5.51434326171875
NAP1L3,Rest,7.023794174194336,5.638169288635254
NAP1L5,Rest,4.166713237762451,5.4783549308776855
NAPRT,Rest,7.54927921295166,5.72824239730835
NAPSA,Rest,6.984169960021973,4.960923671722412
NARS2,Rest,7.0949788093566895,6.1311774253845215
NAT1,Rest,7.2639312744140625,5.388831615447998
NAT9,Rest,7.539358139038086,4.762738227844238
NATD1,Rest,7.00886344909668,4.68941068649292
NBEA,Rest,4.959257125854492,5.616925239562988
NBEAL1,Rest,5.731433868408203,5.341261863708496
NBL1,Rest,7.12093448638916,5.347686767578125
NBPF3,Rest,5.96415376663208,5.834427833557129
NCAM1,Rest,7.226444721221924,5.673720836639404
NCBP3,Rest,6.923496246337891,5.531107425689697
NCDN,Rest,5.065040588378906,5.6883864402771
NCEH1,Rest,7.0596137046813965,5.786228179931641
NCF1,Rest,7.014050483703613,4.8122148513793945
NCF2,Rest,7.552794456481934,5.754063606262207
NCF4,Rest,6.947938919067383,5.563105583190918
NCK1,Rest,7.0078959465026855,5.393299102783203
NCKAP1L,Rest,6.857051372528076,4.870982646942139
NCKAP5L,Rest,6.718663215637207,5.374845504760742
