perturbation,line,state,EN_mean,EN_lo,EN_hi,argmin_mean,argmin_lo,argmin_hi,rstar_mean,rstar_lo,rstar_hi,splithalf_rho_EN,splithalf_rho_argmin,occ_entropy,state_div,cell_disp,effect_size,n_de,n_cells
FGFR1OP,k562,G1,7.0332,6.9799,7.0697,7.667,7.0,8.0,7.467,7.0,8.0,0.9692,0.8496,0.829,0.00075,0.13693,1.7321,47,115
FGFR1OP,k562,S,7.0111,6.8476,7.0566,7.0,7.0,7.0,7.0,7.0,7.0,0.9481,0.831,0.829,0.00075,0.13693,1.7321,47,115
FGFR1OP,k562,G2M,6.9789,6.676,7.048,7.0,7.0,7.0,7.0,7.0,7.0,0.9554,0.8305,0.829,0.00075,0.13693,1.7321,47,115
FNBP4,k562,G1,6.8611,6.7766,6.9012,4.8,3.0,6.0,3.933,2.35,6.0,0.9692,0.8496,0.8987,0.00133,0.13405,1.8704,59,141
FNBP4,k562,S,6.8993,6.8237,6.9455,4.4,3.0,6.0,4.133,2.0,6.0,0.9481,0.831,0.8987,0.00133,0.13405,1.8704,59,141
FNBP4,k562,G2M,6.9102,6.8689,6.9598,4.2,3.0,6.0,3.6,2.0,6.0,0.9554,0.8305,0.8987,0.00133,0.13405,1.8704,59,141
FNTA,k562,G1,2.9017,2.7981,3.0701,1.0,1.0,1.0,1.0,1.0,1.0,0.9692,0.8496,1.0418,0.01985,0.14609,2.9818,198,69
FNTA,k562,S,2.9739,2.8278,3.2965,1.0,1.0,1.0,1.0,1.0,1.0,0.9481,0.831,1.0418,0.01985,0.14609,2.9818,198,69
FNTA,k562,G2M,3.0355,2.8118,3.5927,1.0,1.0,1.0,1.0,1.0,1.0,0.9554,0.8305,1.0418,0.01985,0.14609,2.9818,198,69
FXN,k562,G1,6.803,6.7371,6.8748,7.0,7.0,7.0,7.0,7.0,7.0,0.9692,0.8496,0.8763,0.00167,0.12883,1.4763,18,169
FXN,k562,S,6.7315,6.3677,6.8993,7.0,7.0,7.0,7.0,7.0,7.0,0.9481,0.831,0.8763,0.00167,0.12883,1.4763,18,169
FXN,k562,G2M,6.8089,6.4606,7.0256,7.0,7.0,7.0,7.0,7.0,7.0,0.9554,0.8305,0.8763,0.00167,0.12883,1.4763,18,169
GAR1,k562,G1,6.7278,6.167,7.2252,4.133,2.0,8.0,4.133,2.0,8.0,0.9692,0.8496,0.8775,0.00011,0.14327,2.1016,76,121
GAR1,k562,S,6.6055,6.1974,6.9862,5.2,2.0,8.0,5.2,2.0,8.0,0.9481,0.831,0.8775,0.00011,0.14327,2.1016,76,121
GAR1,k562,G2M,6.8089,6.3804,7.1294,3.067,1.0,8.0,3.067,1.0,8.0,0.9554,0.8305,0.8775,0.00011,0.14327,2.1016,76,121
GEMIN4,k562,G1,4.9074,4.4762,5.0969,1.0,1.0,1.0,1.0,1.0,1.0,0.9692,0.8496,0.9595,0.00434,0.13071,2.5697,111,81
GEMIN4,k562,S,4.9372,4.6855,5.2397,1.0,1.0,1.0,1.0,1.0,1.0,0.9481,0.831,0.9595,0.00434,0.13071,2.5697,111,81
GEMIN4,k562,G2M,4.9106,4.5479,5.2609,1.0,1.0,1.0,1.0,1.0,1.0,0.9554,0.8305,0.9595,0.00434,0.13071,2.5697,111,81
GEMIN5,k562,G1,4.6657,4.5602,4.7585,3.867,2.7,4.0,3.333,2.0,4.0,0.9692,0.8496,0.9522,0.02546,0.14076,2.946,165,128
GEMIN5,k562,S,4.705,4.5473,4.8645,4.0,4.0,4.0,3.6,2.0,4.0,0.9481,0.831,0.9522,0.02546,0.14076,2.946,165,128
GEMIN5,k562,G2M,4.6672,4.3524,4.7962,4.0,4.0,4.0,4.0,4.0,4.0,0.9554,0.8305,0.9522,0.02546,0.14076,2.946,165,128
GEMIN7,k562,G1,5.1461,4.8678,5.504,4.267,4.0,6.6,4.267,4.0,6.6,0.9692,0.8496,0.9356,0.00321,0.13352,1.5364,25,127
GEMIN7,k562,S,5.1544,4.8685,5.4411,4.8,4.0,8.0,4.533,4.0,7.3,0.9481,0.831,0.9356,0.00321,0.13352,1.5364,25,127
GEMIN7,k562,G2M,5.1556,4.8995,5.4785,4.133,4.0,5.3,4.133,4.0,5.3,0.9554,0.8305,0.9356,0.00321,0.13352,1.5364,25,127
GEMIN8,k562,G1,6.2753,5.9793,6.3755,8.0,8.0,8.0,8.0,8.0,8.0,0.9692,0.8496,0.9202,0.00273,0.13085,1.7825,27,85
GEMIN8,k562,S,6.269,6.1746,6.3841,8.0,8.0,8.0,8.0,8.0,8.0,0.9481,0.831,0.9202,0.00273,0.13085,1.7825,27,85
GEMIN8,k562,G2M,6.3286,6.2515,6.4091,8.0,8.0,8.0,8.0,8.0,8.0,0.9554,0.8305,0.9202,0.00273,0.13085,1.7825,27,85
GFER,k562,G1,4.9016,4.6491,5.0538,6.533,3.05,7.0,6.533,3.05,7.0,0.9692,0.8496,0.9554,0.00415,0.13369,2.1732,92,198
GFER,k562,S,4.9918,4.8209,5.2891,5.6,2.0,7.0,5.533,2.0,7.0,0.9481,0.831,0.9554,0.00415,0.13369,2.1732,92,198
GFER,k562,G2M,4.9076,4.2625,5.2408,6.2,2.0,7.0,6.0,2.0,7.0,0.9554,0.8305,0.9554,0.00415,0.13369,2.1732,92,198
GFM1,k562,G1,3.2038,2.7545,3.6736,3.067,2.0,4.0,2.533,2.0,4.0,0.9692,0.8496,0.9324,0.00227,0.13014,2.048,84,230
GFM1,k562,S,3.2225,2.8254,4.285,3.333,2.0,4.0,2.667,2.0,4.0,0.9481,0.831,0.9324,0.00227,0.13014,2.048,84,230
GFM1,k562,G2M,3.2656,2.8155,4.2538,3.2,2.0,4.0,2.667,2.0,4.0,0.9554,0.8305,0.9324,0.00227,0.13014,2.048,84,230
GINS1,k562,G1,3.5036,3.2693,3.6613,5.0,5.0,5.0,2.0,2.0,2.0,0.9692,0.8496,0.5803,0.05598,0.13774,4.7688,413,181
GINS1,k562,S,3.5914,3.1652,4.0587,4.8,3.05,5.0,2.0,2.0,2.0,0.9481,0.831,0.5803,0.05598,0.13774,4.7688,413,181
GINS1,k562,G2M,3.4936,3.2123,3.7405,4.8,3.05,5.0,2.0,2.0,2.0,0.9554,0.8305,0.5803,0.05598,0.13774,4.7688,413,181
GINS2,k562,G1,4.8104,4.083,5.574,4.4,2.0,6.0,2.0,2.0,2.0,0.9692,0.8496,0.7043,0.03104,0.12311,3.7341,312,130
GINS2,k562,S,4.7322,4.0344,5.3245,4.133,2.0,6.0,2.0,2.0,2.0,0.9481,0.831,0.7043,0.03104,0.12311,3.7341,312,130
GINS2,k562,G2M,4.7593,4.2942,5.1967,4.667,2.0,6.0,2.0,2.0,2.0,0.9554,0.8305,0.7043,0.03104,0.12311,3.7341,312,130
GINS3,k562,G1,5.1523,4.7617,5.6147,2.0,2.0,2.0,2.0,2.0,2.0,0.9692,0.8496,0.7709,0.01807,0.1249,2.8179,190,98
GINS3,k562,S,5.1477,4.6853,5.5955,2.0,2.0,2.0,2.0,2.0,2.0,0.9481,0.831,0.7709,0.01807,0.1249,2.8179,190,98
GINS3,k562,G2M,5.223,4.975,5.6851,2.4,2.0,5.9,2.0,2.0,2.0,0.9554,0.8305,0.7709,0.01807,0.1249,2.8179,190,98
GINS4,k562,G1,3.1565,2.7691,3.4297,2.0,2.0,2.0,2.0,2.0,2.0,0.9692,0.8496,0.7825,0.02228,0.12494,3.9297,382,58
GINS4,k562,S,3.1833,2.9091,3.5667,2.267,2.0,4.6,2.0,2.0,2.0,0.9481,0.831,0.7825,0.02228,0.12494,3.9297,382,58
GINS4,k562,G2M,3.1866,2.9272,3.5572,2.0,2.0,2.0,2.0,2.0,2.0,0.9554,0.8305,0.7825,0.02228,0.12494,3.9297,382,58
GLE1,k562,G1,5.9979,5.9174,6.0795,6.0,6.0,6.0,6.0,6.0,6.0,0.9692,0.8496,1.0311,0.02478,0.14626,3.5108,317,54
GLE1,k562,S,6.0355,5.9737,6.1455,6.0,6.0,6.0,6.0,6.0,6.0,0.9481,0.831,1.0311,0.02478,0.14626,3.5108,317,54
GLE1,k562,G2M,6.012,5.898,6.1293,6.0,6.0,6.0,6.0,6.0,6.0,0.9554,0.8305,1.0311,0.02478,0.14626,3.5108,317,54
GLRX3,k562,G1,6.3346,6.0536,6.4935,6.0,6.0,6.0,6.0,6.0,6.0,0.9692,0.8496,0.7973,0.0042,0.13081,1.9114,33,110
GLRX3,k562,S,6.2636,5.9303,6.7341,6.0,6.0,6.0,6.0,6.0,6.0,0.9481,0.831,0.7973,0.0042,0.13081,1.9114,33,110
GLRX3,k562,G2M,6.3515,6.024,6.615,6.0,6.0,6.0,6.0,6.0,6.0,0.9554,0.8305,0.7973,0.0042,0.13081,1.9114,33,110
GLRX5,k562,G1,5.568,5.2987,5.8083,3.333,1.0,8.0,3.333,1.0,8.0,0.9692,0.8496,0.7957,0.00355,0.13768,1.8026,47,95
GLRX5,k562,S,5.7365,5.516,5.9445,1.933,1.0,8.0,1.933,1.0,8.0,0.9481,0.831,0.7957,0.00355,0.13768,1.8026,47,95
GLRX5,k562,G2M,5.5486,4.8809,5.9071,1.4,1.0,4.9,1.4,1.0,4.9,0.9554,0.8305,0.7957,0.00355,0.13768,1.8026,47,95
GMPPB,k562,G1,6.2928,6.15,6.428,6.0,6.0,6.0,5.667,5.0,6.0,0.9692,0.8496,0.8791,0.0006,0.13085,1.8026,23,162
GMPPB,k562,S,6.2977,5.9771,6.5072,6.0,6.0,6.0,5.533,5.0,6.0,0.9481,0.831,0.8791,0.0006,0.13085,1.8026,23,162
GMPPB,k562,G2M,6.2998,6.0893,6.5632,5.933,5.35,6.0,5.533,5.0,6.0,0.9554,0.8305,0.8791,0.0006,0.13085,1.8026,23,162
GMPS,k562,G1,5.227,4.7411,5.6491,7.0,7.0,7.0,7.0,7.0,7.0,0.9692,0.8496,0.8969,0.00869,0.13196,2.2107,107,110
GMPS,k562,S,5.1767,4.9268,5.5291,7.0,7.0,7.0,7.0,7.0,7.0,0.9481,0.831,0.8969,0.00869,0.13196,2.2107,107,110
GMPS,k562,G2M,5.2189,4.636,5.6246,7.0,7.0,7.0,7.0,7.0,7.0,0.9554,0.8305,0.8969,0.00869,0.13196,2.2107,107,110
GNB1L,k562,G1,6.5282,6.2573,6.7359,5.667,5.0,6.0,5.133,5.0,6.0,0.9692,0.8496,0.7972,0.00372,0.12645,2.0175,73,72
GNB1L,k562,S,6.4811,6.0887,6.7742,5.8,5.0,6.0,5.267,5.0,6.0,0.9481,0.831,0.7972,0.00372,0.12645,2.0175,73,72
GNB1L,k562,G2M,6.5507,6.4695,6.6616,5.4,5.0,6.0,5.2,5.0,6.0,0.9554,0.8305,0.7972,0.00372,0.12645,2.0175,73,72
GNL2,k562,G1,4.5606,4.4944,4.6689,2.0,2.0,2.0,2.0,2.0,2.0,0.9692,0.8496,1.0658,0.03025,0.1354,3.8914,299,324
GNL2,k562,S,4.5776,4.4865,4.7413,2.0,2.0,2.0,2.0,2.0,2.0,0.9481,0.831,1.0658,0.03025,0.1354,3.8914,299,324
GNL2,k562,G2M,4.5718,4.5012,4.689,2.0,2.0,2.0,2.0,2.0,2.0,0.9554,0.8305,1.0658,0.03025,0.1354,3.8914,299,324
GNL3L,k562,G1,6.4163,5.7971,6.701,7.0,7.0,7.0,7.0,7.0,7.0,0.9692,0.8496,0.8833,0.00582,0.12687,3.0769,236,66
GNL3L,k562,S,6.4513,5.8668,6.741,7.0,7.0,7.0,7.0,7.0,7.0,0.9481,0.831,0.8833,0.00582,0.12687,3.0769,236,66
GNL3L,k562,G2M,6.4841,6.0381,6.7699,7.0,7.0,7.0,7.0,7.0,7.0,0.9554,0.8305,0.8833,0.00582,0.12687,3.0769,236,66
GNPNAT1,k562,G1,6.8762,6.8254,6.9293,1.0,1.0,1.0,1.0,1.0,1.0,0.9692,0.8496,0.8485,0.00098,0.13222,1.7673,28,105
GNPNAT1,k562,S,6.8195,6.4829,6.9168,1.0,1.0,1.0,1.0,1.0,1.0,0.9481,0.831,0.8485,0.00098,0.13222,1.7673,28,105
GNPNAT1,k562,G2M,6.8403,6.6843,6.9502,1.0,1.0,1.0,1.0,1.0,1.0,0.9554,0.8305,0.8485,0.00098,0.13222,1.7673,28,105
GOLT1B,k562,G1,6.8881,6.7869,6.9272,7.0,7.0,7.0,7.0,7.0,7.0,0.9692,0.8496,0.9824,0.00727,0.13989,1.7247,53,269
GOLT1B,k562,S,6.898,6.8578,6.9285,7.0,7.0,7.0,7.0,7.0,7.0,0.9481,0.831,0.9824,0.00727,0.13989,1.7247,53,269
GOLT1B,k562,G2M,6.9048,6.831,6.934,7.0,7.0,7.0,7.0,7.0,7.0,0.9554,0.8305,0.9824,0.00727,0.13989,1.7247,53,269
GPKOW,k562,G1,4.4335,3.9684,4.6734,2.0,2.0,2.0,2.0,2.0,2.0,0.9692,0.8496,1.0263,0.01799,0.14676,3.0407,233,105
GPKOW,k562,S,4.4165,3.9644,4.5829,2.0,2.0,2.0,2.0,2.0,2.0,0.9481,0.831,1.0263,0.01799,0.14676,3.0407,233,105
GPKOW,k562,G2M,4.4078,3.6959,4.6539,2.0,2.0,2.0,2.0,2.0,2.0,0.9554,0.8305,1.0263,0.01799,0.14676,3.0407,233,105
GPN1,k562,G1,3.7133,3.6145,3.8825,2.0,2.0,2.0,2.0,2.0,2.0,0.9692,0.8496,0.7781,0.03854,0.18495,4.9968,494,76
GPN1,k562,S,3.6532,3.5363,3.8012,2.0,2.0,2.0,2.0,2.0,2.0,0.9481,0.831,0.7781,0.03854,0.18495,4.9968,494,76
GPN1,k562,G2M,3.6139,3.5336,3.7727,2.0,2.0,2.0,2.0,2.0,2.0,0.9554,0.8305,0.7781,0.03854,0.18495,4.9968,494,76
GPN2,k562,G1,2.7708,2.5539,3.0039,4.0,4.0,4.0,2.6,2.0,3.65,0.9692,0.8496,0.9011,0.01343,0.15703,4.4497,441,42
GPN2,k562,S,2.787,2.6984,2.8942,4.0,4.0,4.0,2.667,2.0,3.65,0.9481,0.831,0.9011,0.01343,0.15703,4.4497,441,42
GPN2,k562,G2M,2.793,2.5805,3.0449,4.0,4.0,4.0,2.4,2.0,3.0,0.9554,0.8305,0.9011,0.01343,0.15703,4.4497,441,42
GPS1,k562,G1,5.9711,5.8653,6.0341,6.0,6.0,6.0,6.0,6.0,6.0,0.9692,0.8496,0.8997,0.00047,0.15116,2.0315,95,372
GPS1,k562,S,5.9726,5.8122,6.1275,6.0,6.0,6.0,6.0,6.0,6.0,0.9481,0.831,0.8997,0.00047,0.15116,2.0315,95,372
GPS1,k562,G2M,5.9813,5.9038,6.066,6.0,6.0,6.0,6.0,6.0,6.0,0.9554,0.8305,0.8997,0.00047,0.15116,2.0315,95,372
GRPEL1,k562,G1,2.2532,2.1756,2.4694,2.0,2.0,2.0,2.0,2.0,2.0,0.9692,0.8496,1.0373,0.01901,0.16288,4.2404,340,96
GRPEL1,k562,S,2.2766,2.1679,2.655,2.0,2.0,2.0,2.0,2.0,2.0,0.9481,0.831,1.0373,0.01901,0.16288,4.2404,340,96
GRPEL1,k562,G2M,2.2715,2.1688,2.7153,2.0,2.0,2.0,2.0,2.0,2.0,0.9554,0.8305,1.0373,0.01901,0.16288,4.2404,340,96
GRWD1,k562,G1,7.0952,7.0544,7.2142,7.0,7.0,7.0,7.0,7.0,7.0,0.9692,0.8496,0.8704,0.00216,0.133,1.5576,8,163
GRWD1,k562,S,7.0607,6.9839,7.1049,7.0,7.0,7.0,7.0,7.0,7.0,0.9481,0.831,0.8704,0.00216,0.133,1.5576,8,163
GRWD1,k562,G2M,7.0846,7.0462,7.1852,7.0,7.0,7.0,7.0,7.0,7.0,0.9554,0.8305,0.8704,0.00216,0.133,1.5576,8,163
GSPT1,k562,G1,4.6778,4.5743,4.7639,4.8,4.0,5.0,4.0,4.0,4.0,0.9692,0.8496,1.0977,0.07329,0.15544,5.9152,526,99
GSPT1,k562,S,4.6504,4.4545,4.8187,4.933,4.35,5.0,4.0,4.0,4.0,0.9481,0.831,1.0977,0.07329,0.15544,5.9152,526,99
GSPT1,k562,G2M,4.6704,4.3987,4.8573,5.0,5.0,5.0,4.0,4.0,4.0,0.9554,0.8305,1.0977,0.07329,0.15544,5.9152,526,99
GTF2A1,k562,G1,4.8756,4.4031,5.4836,5.933,5.35,6.0,4.8,3.0,5.65,0.9692,0.8496,0.9652,0.0116,0.15938,3.9564,300,105
GTF2A1,k562,S,4.7318,4.3845,5.4672,6.0,6.0,6.0,4.8,3.35,5.0,0.9481,0.831,0.9652,0.0116,0.15938,3.9564,300,105
GTF2A1,k562,G2M,4.6319,4.4014,4.9667,6.0,6.0,6.0,4.8,3.0,5.65,0.9554,0.8305,0.9652,0.0116,0.15938,3.9564,300,105
GTF2A2,k562,G1,5.0243,4.9065,5.1598,6.0,6.0,6.0,4.4,3.0,6.0,0.9692,0.8496,0.9742,0.00828,0.15724,3.1125,145,161
GTF2A2,k562,S,4.9324,4.6172,5.2133,6.0,6.0,6.0,4.8,3.0,6.0,0.9481,0.831,0.9742,0.00828,0.15724,3.1125,145,161
GTF2A2,k562,G2M,4.9745,4.8071,5.0894,6.0,6.0,6.0,4.333,3.0,6.0,0.9554,0.8305,0.9742,0.00828,0.15724,3.1125,145,161
GTF2E1,k562,G1,4.8727,4.6429,5.0659,3.6,2.0,4.0,2.2,2.0,3.65,0.9692,0.8496,0.9314,0.00348,0.14993,2.3336,124,176
GTF2E1,k562,S,5.0518,4.5683,5.5724,3.8,2.35,4.0,2.467,2.0,4.0,0.9481,0.831,0.9314,0.00348,0.14993,2.3336,124,176
GTF2E1,k562,G2M,4.8541,3.4228,5.425,4.0,4.0,4.0,2.733,2.0,4.0,0.9554,0.8305,0.9314,0.00348,0.14993,2.3336,124,176
GTF2E2,k562,G1,3.9005,3.6935,4.6962,3.8,3.0,4.0,2.133,2.0,3.0,0.9692,0.8496,0.9135,0.02171,0.15768,3.0626,238,69
GTF2E2,k562,S,3.8388,3.2511,4.3522,3.733,3.0,4.0,2.2,2.0,3.0,0.9481,0.831,0.9135,0.02171,0.15768,3.0626,238,69
GTF2E2,k562,G2M,3.8478,3.7081,4.1252,3.867,2.7,4.0,2.0,2.0,2.0,0.9554,0.8305,0.9135,0.02171,0.15768,3.0626,238,69
GTF2F2,k562,G1,3.3603,3.2774,3.4865,2.0,2.0,2.0,2.0,2.0,2.0,0.9692,0.8496,0.801,0.00721,0.15898,4.1211,391,52
GTF2F2,k562,S,3.3666,3.1664,3.6415,2.0,2.0,2.0,2.0,2.0,2.0,0.9481,0.831,0.801,0.00721,0.15898,4.1211,391,52
GTF2F2,k562,G2M,3.405,3.2439,3.5856,2.0,2.0,2.0,2.0,2.0,2.0,0.9554,0.8305,0.801,0.00721,0.15898,4.1211,391,52
GTF2H1,k562,G1,3.4676,3.355,3.664,2.0,2.0,2.0,2.0,2.0,2.0,0.9692,0.8496,1.0098,0.0171,0.16994,3.5737,262,409
GTF2H1,k562,S,3.4319,3.3105,3.5979,2.0,2.0,2.0,2.0,2.0,2.0,0.9481,0.831,1.0098,0.0171,0.16994,3.5737,262,409
GTF2H1,k562,G2M,3.4383,3.2702,3.6544,2.0,2.0,2.0,2.0,2.0,2.0,0.9554,0.8305,1.0098,0.0171,0.16994,3.5737,262,409
GTF2H2,k562,G1,3.7238,3.5339,3.987,4.6,4.0,5.0,4.0,4.0,4.0,0.9692,0.8496,0.866,0.00385,0.13878,1.5901,25,142
GTF2H2,k562,S,3.7059,3.2726,4.0278,4.733,4.0,5.0,4.0,4.0,4.0,0.9481,0.831,0.866,0.00385,0.13878,1.5901,25,142
GTF2H2,k562,G2M,3.7851,3.5394,4.0994,4.533,4.0,5.0,4.0,4.0,4.0,0.9554,0.8305,0.866,0.00385,0.13878,1.5901,25,142
GTF2H2C,k562,G1,3.0186,2.6415,3.2456,4.0,4.0,4.0,4.0,4.0,4.0,0.9692,0.8496,0.9332,0.00398,0.1377,1.7908,49,124
GTF2H2C,k562,S,3.1448,2.8609,3.638,4.0,4.0,4.0,4.0,4.0,4.0,0.9481,0.831,0.9332,0.00398,0.1377,1.7908,49,124
GTF2H2C,k562,G2M,3.1264,2.9389,3.625,4.0,4.0,4.0,4.0,4.0,4.0,0.9554,0.8305,0.9332,0.00398,0.1377,1.7908,49,124
GTF2H3,k562,G1,4.0179,3.5161,4.6873,1.0,1.0,1.0,1.0,1.0,1.0,0.9692,0.8496,1.0092,0.0117,0.15351,2.4618,143,72
GTF2H3,k562,S,4.2254,3.8065,4.9044,1.867,1.0,6.0,1.867,1.0,6.0,0.9481,0.831,1.0092,0.0117,0.15351,2.4618,143,72
GTF2H3,k562,G2M,4.1365,2.8482,4.7599,1.867,1.0,5.65,1.733,1.0,5.0,0.9554,0.8305,1.0092,0.0117,0.15351,2.4618,143,72
GTF3A,k562,G1,5.7203,5.6177,5.9666,7.0,7.0,7.0,7.0,7.0,7.0,0.9692,0.8496,0.9171,0.00173,0.13596,2.3826,65,86
GTF3A,k562,S,5.6595,5.4788,5.8618,7.0,7.0,7.0,7.0,7.0,7.0,0.9481,0.831,0.9171,0.00173,0.13596,2.3826,65,86
GTF3A,k562,G2M,5.6795,5.3751,5.985,7.0,7.0,7.0,7.0,7.0,7.0,0.9554,0.8305,0.9171,0.00173,0.13596,2.3826,65,86
GTF3C1,k562,G1,5.6608,5.5129,5.8127,8.0,8.0,8.0,8.0,8.0,8.0,0.9692,0.8496,0.8959,0.00044,0.13525,1.5889,32,153
GTF3C1,k562,S,5.5924,5.2893,5.7387,8.0,8.0,8.0,8.0,8.0,8.0,0.9481,0.831,0.8959,0.00044,0.13525,1.5889,32,153
GTF3C1,k562,G2M,5.659,5.479,5.768,8.0,8.0,8.0,8.0,8.0,8.0,0.9554,0.8305,0.8959,0.00044,0.13525,1.5889,32,153
GTF3C2,k562,G1,5.7871,5.5928,5.8889,2.933,2.35,3.0,2.933,2.35,3.0,0.9692,0.8496,0.8032,0.00198,0.13067,1.953,58,110
GTF3C2,k562,S,5.7313,5.5318,5.9014,2.933,2.35,3.0,2.933,2.35,3.0,0.9481,0.831,0.8032,0.00198,0.13067,1.953,58,110
GTF3C2,k562,G2M,5.7865,5.6168,5.8938,2.933,2.35,3.0,2.933,2.35,3.0,0.9554,0.8305,0.8032,0.00198,0.13067,1.953,58,110
GTF3C3,k562,G1,5.9717,5.8526,6.0796,8.0,8.0,8.0,8.0,8.0,8.0,0.9692,0.8496,0.9255,0.00378,0.13778,2.086,90,129
GTF3C3,k562,S,5.9119,5.4543,6.0446,7.533,3.45,8.0,7.533,3.45,8.0,0.9481,0.831,0.9255,0.00378,0.13778,2.086,90,129
GTF3C3,k562,G2M,5.9538,5.7905,6.0661,5.533,1.0,8.0,5.533,1.0,8.0,0.9554,0.8305,0.9255,0.00378,0.13778,2.086,90,129
GTF3C5,k562,G1,6.2065,6.1012,6.2849,6.0,6.0,6.0,6.0,6.0,6.0,0.9692,0.8496,0.8841,0.00014,0.14055,1.4287,14,150
GTF3C5,k562,S,6.2218,6.122,6.3199,6.0,6.0,6.0,6.0,6.0,6.0,0.9481,0.831,0.8841,0.00014,0.14055,1.4287,14,150
GTF3C5,k562,G2M,6.2535,6.1289,6.3602,6.0,6.0,6.0,6.0,6.0,6.0,0.9554,0.8305,0.8841,0.00014,0.14055,1.4287,14,150
GTF3C6,k562,G1,6.0962,5.763,6.3339,5.0,5.0,5.0,5.0,5.0,5.0,0.9692,0.8496,0.8905,0.00062,0.13266,1.1549,3,227
GTF3C6,k562,S,6.2275,6.0285,6.4277,5.0,5.0,5.0,5.0,5.0,5.0,0.9481,0.831,0.8905,0.00062,0.13266,1.1549,3,227
GTF3C6,k562,G2M,6.1876,5.9612,6.4017,5.0,5.0,5.0,5.0,5.0,5.0,0.9554,0.8305,0.8905,0.00062,0.13266,1.1549,3,227
GUK1,k562,G1,6.8573,6.7759,6.8882,7.0,7.0,7.0,7.0,7.0,7.0,0.9692,0.8496,0.8569,8e-05,0.13331,1.8939,19,107
GUK1,k562,S,6.8773,6.834,6.9329,6.8,5.05,7.0,6.8,5.05,7.0,0.9481,0.831,0.8569,8e-05,0.13331,1.8939,19,107
GUK1,k562,G2M,6.8724,6.799,6.9204,6.8,5.05,7.0,6.8,5.05,7.0,0.9554,0.8305,0.8569,8e-05,0.13331,1.8939,19,107
H2AFX,k562,G1,6.7817,6.6311,6.8847,7.467,4.0,8.0,7.467,4.0,8.0,0.9692,0.8496,0.8699,0.00317,0.12419,1.5746,17,117
H2AFX,k562,S,6.8072,6.7444,6.8412,7.467,4.0,8.0,7.2,4.0,8.0,0.9481,0.831,0.8699,0.00317,0.12419,1.5746,17,117
H2AFX,k562,G2M,6.797,6.6873,6.8803,7.2,4.0,8.0,7.2,4.0,8.0,0.9554,0.8305,0.8699,0.00317,0.12419,1.5746,17,117
H2AFZ,k562,G1,6.5972,5.6932,6.9025,7.867,6.7,8.0,7.867,6.7,8.0,0.9692,0.8496,0.7834,0.01859,0.13739,2.9236,71,102
H2AFZ,k562,S,6.6592,6.3129,6.8566,7.867,6.7,8.0,7.867,6.7,8.0,0.9481,0.831,0.7834,0.01859,0.13739,2.9236,71,102
H2AFZ,k562,G2M,6.721,6.4607,6.8992,7.867,6.7,8.0,7.867,6.7,8.0,0.9554,0.8305,0.7834,0.01859,0.13739,2.9236,71,102
HARS,k562,G1,4.5473,4.4021,4.7069,4.0,4.0,4.0,4.0,4.0,4.0,0.9692,0.8496,1.0744,0.03674,0.17439,5.6764,435,263
HARS,k562,S,4.5399,4.4466,4.6321,4.0,4.0,4.0,4.0,4.0,4.0,0.9481,0.831,1.0744,0.03674,0.17439,5.6764,435,263
HARS,k562,G2M,4.5366,4.1988,4.7518,4.0,4.0,4.0,4.0,4.0,4.0,0.9554,0.8305,1.0744,0.03674,0.17439,5.6764,435,263
HAUS1,k562,G1,6.5998,6.4803,6.7881,6.667,3.75,7.0,6.667,3.75,7.0,0.9692,0.8496,0.8673,0.00502,0.1404,2.9157,201,49
HAUS1,k562,S,6.5147,6.1566,6.6872,6.867,5.7,7.0,6.6,3.7,7.0,0.9481,0.831,0.8673,0.00502,0.1404,2.9157,201,49
HAUS1,k562,G2M,6.5904,6.3964,6.7161,7.0,7.0,7.0,7.0,7.0,7.0,0.9554,0.8305,0.8673,0.00502,0.1404,2.9157,201,49
HAUS4,k562,G1,6.8539,6.6869,6.9584,3.8,2.0,5.0,3.4,2.0,5.0,0.9692,0.8496,0.9026,0.01583,0.15242,2.5839,153,183
HAUS4,k562,S,6.847,6.6661,6.937,3.8,2.0,5.0,3.8,2.0,5.0,0.9481,0.831,0.9026,0.01583,0.15242,2.5839,153,183
HAUS4,k562,G2M,6.847,6.7195,6.9321,4.6,2.0,5.0,4.6,2.0,5.0,0.9554,0.8305,0.9026,0.01583,0.15242,2.5839,153,183
HAUS8,k562,G1,6.5592,6.4584,6.7228,4.0,4.0,4.0,3.933,3.35,4.0,0.9692,0.8496,0.7741,0.00998,0.13558,1.9197,66,114
HAUS8,k562,S,6.5611,6.4361,6.6737,4.0,4.0,4.0,4.0,4.0,4.0,0.9481,0.831,0.7741,0.00998,0.13558,1.9197,66,114
HAUS8,k562,G2M,6.5748,6.4128,6.7284,3.933,3.35,4.0,3.933,3.35,4.0,0.9554,0.8305,0.7741,0.00998,0.13558,1.9197,66,114
HDAC3,k562,G1,6.6857,6.5552,6.8115,7.4,7.0,8.0,7.333,7.0,8.0,0.9692,0.8496,0.8216,0.00119,0.12698,2.7281,171,51
HDAC3,k562,S,6.7119,6.5134,6.9931,7.4,7.0,8.0,7.333,7.0,8.0,0.9481,0.831,0.8216,0.00119,0.12698,2.7281,171,51
