rank,candidate,nearest_approved_anchor,anchor_target_class,anchor_pathway,anchor_moa,anchor_drugs,anchor_specificity,anchor_specificity_note,nearest_anchor_any,nearest_anchor_status,resp_cos_to_anchor_any,resp_cos_to_approved,string_adjacent_to_anchor,string_score_to_approved_anchor,string_max_to_any_anchor,string_best_anchor,shared_cluster_with_anchor,cluster,n_approved_in_cluster,n_anchors_in_cluster,EN,halt_confidence,effect_size,n_de,oracle_rstar,argmin_depth,is_val,anchor_EN,dEN_to_anchor,act_consistent_with_anchor,user_pharos_tdl,tc_2level,pathway_primary,target_class,user_tractability_modality,user_nearest_string_neighbors,user_function,user_annotation_present,depmap_geneEffect_k562,depmap_essential_k562,depmap_depleting_k562,k562_essential_toxflag,gnomad_pli,gnomad_loeuf,lof_constraint_flag,lof_tolerant,ot_safety_liabilities,n_safety_events,low_ot_liability,fda_boxed_warning_flag,fda_boxed,safety_flag_v2,user_immune_disease_assoc,user_depmap_essentiality,safety_pass,z_resp,z_string,proximity_score,safety_bonus,act_bonus,composite_score,composite_score_v2,rationale
51,PDCD11,RPS12,Other cytosolic protein,Metabolism of proteins,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,ATALUREN,complex_level,"ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically",RPS12,approved_target,0.9122,0.9122,True,0.714,0.997,RPS11,True,5,12,12,5.568,0.1298,5.1466,499,7.0,7.0,0,2.086,3.482,False,Tbio,,Metabolism of RNA,Unclassified protein,PROTAC_degrader,BMS1(0.999); CEBPZ(0.999); HEATR1(0.999); KRR1(0.999); NAT10(0.999),"PDCD11 is a NF-kappa-B (NFKB1; 164011)-binding protein that colocalizes with U3 RNA (MIM 180710) in the nucleolus and is required for rRNA maturation and generation of 18S rRNA (Sweet et al., 2003 [PubMed 14624448]; Sweet et al., 2008 [PubMed 17654514]).[supplied by OMIM, Oct 2008].",True,-0.924,False,True,False,0.0,0.573,tolerant,False,NOT_FOUND,0,True,False,False,rpe1-essential(DepMap -1.2),Back pain(0.319); insomnia(0.264); systemic lupus erythematosus(0.106); colorectal carcinoma(0.093); neoplasm(0.092),see per-line columns,False,0.9467,0.7147,0.8851,0.7,0.0,0.7946,0.6039,"Undrugged (Pharos Tbio); response cosine 0.91; STRING-adjacent (score 0.71); same Leiden cluster (cl5, 12 approved targets) to approved target RPS12 | → HYPOTHESIS: same class as RPS12 (Other cytosolic protein; drug: ATALUREN) | CAVEAT: complex_level anchor — ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically | K562 DepMap geneEffect -0.92 (not strongly essential) | immune/disease: Back pain(0.319); insomnia(0.264); systemic lupus erythemato | ACT E[N]=5.57 (|Δ|=3.48 vs anchor; ACT axis redundant to response+effect_size)"
52,UTP18,RPS12,Other cytosolic protein,Metabolism of proteins,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,ATALUREN,complex_level,"ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically",RPS12,approved_target,0.6039,0.6039,True,0.938,0.993,RPS23,True,5,12,12,3.294,0.1144,3.6147,282,6.75,6.75,0,2.086,1.208,False,Tbio,,Metabolism of RNA,Unclassified protein,PROTAC_degrader; small_molecule,BYSL(0.999); KRR1(0.999); MPHOSPH10(0.999); NOL6(0.999); PWP2(0.999),"Enables RNA binding activity. Predicted to be involved in rRNA processing. Located in nuclear membrane; nucleolus; and nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]",True,-0.947,False,True,False,0.0,0.838,tolerant,True,NOT_FOUND,0,True,False,False,rpe1-essential(DepMap -1.4),ovarian neoplasm(0.253); smoking initiation(0.217); Dermatochalasis(0.211); ovarian dysfunction(0.183); eye disorder(0.183),see per-line columns,True,0.6181,0.9389,0.7716,1.0,0.0,0.7901,0.6005,"Undrugged (Pharos Tbio); response cosine 0.60; STRING-adjacent (score 0.94); same Leiden cluster (cl5, 12 approved targets) to approved target RPS12 | → HYPOTHESIS: same class as RPS12 (Other cytosolic protein; drug: ATALUREN) | CAVEAT: complex_level anchor — ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically | K562 DepMap geneEffect -0.95 (not strongly essential) | immune/disease: ovarian neoplasm(0.253); smoking initiation(0.217); Dermatoc | ACT E[N]=3.29 (|Δ|=1.21 vs anchor; ACT axis redundant to response+effect_size)"
53,RPP30,RPS12,Other cytosolic protein,Metabolism of proteins,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,ATALUREN,complex_level,"ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically",RPS12,approved_target,0.7956,0.7956,True,0.563,0.845,RPS6,True,5,12,12,5.233,0.0973,3.7474,263,6.0,6.0,0,2.086,3.147,False,Tbio,,Metabolism of RNA,Unclassified protein,PROTAC_degrader,POP1(0.999); POP4(0.999); POP5(0.999); POP7(0.999); RPP14(0.999),"Enables ribonuclease P RNA binding activity. Contributes to ribonuclease P activity. Involved in tRNA 5'-leader removal. Part of multimeric ribonuclease P complex and ribonuclease MRP complex. [provided by Alliance of Genome Resources, Apr 2022]",True,-0.6834,False,True,False,0.0002,1.37,tolerant,True,NOT_FOUND,0,True,False,False,no strong safety flag,neurodegenerative disease(0.512); ovarian dysfunction(0.293); alcohol drinking(0.29); Irritability(0.144); Chest pain(0.082),see per-line columns,True,0.8224,0.5636,0.7714,1.0,0.0,0.79,0.6004,"Undrugged (Pharos Tbio); response cosine 0.80; STRING-adjacent (score 0.56); same Leiden cluster (cl5, 12 approved targets) to approved target RPS12 | → HYPOTHESIS: same class as RPS12 (Other cytosolic protein; drug: ATALUREN) | CAVEAT: complex_level anchor — ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically | K562 DepMap geneEffect -0.68 (not strongly essential) | immune/disease: neurodegenerative disease(0.512); ovarian dysfunction(0.293) | ACT E[N]=5.23 (|Δ|=3.15 vs anchor; ACT axis redundant to response+effect_size)"
54,BYSL,RPS12,Other cytosolic protein,Metabolism of proteins,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,ATALUREN,complex_level,"ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically",RPS12,approved_target,0.8088,0.8088,True,0.995,0.999,RPS6,True,5,12,12,5.499,0.0965,3.7532,289,8.0,8.0,0,2.086,3.413,False,Tbio,,Metabolism of RNA,Unclassified protein,PROTAC_degrader; small_molecule,DIMT1(0.999); IMP4(0.999); KRR1(0.999); NAT10(0.999); PNO1(0.999),"Bystin is expressed as a 2-kb major transcript and a 3.6-kb minor transcript in SNG-M cells and in human trophoblastic teratocarcinoma HT-H cells. Protein binding assays determined that bystin binds directly to trophinin and tastin, and that binding is enhanced when cytokeratins 8 and 18 are present. Immunocytochemistry of HT-H cells showed that bystin colocalizes with trophinin, tastin, and the cytokeratins, suggesting that these molecules form a complex in trophectoderm cells at the time of implantation. Using immunohistochemistry it was determined that trophinin and bystin are found in the placenta from the sixth week of pregnancy. Both proteins were localized in the cytoplasm of the syncytiotrophoblast in the chorionic villi and in endometrial decidual cells at the uteroplacental interface. After week 10, the levels of trophinin, tastin, and bystin decreased and then disappeared from placental villi. [provided by RefSeq, Jul 2008].",True,-1.4727,True,False,True,0.0714,0.632,tolerant,True,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.5); rpe1-essential(DepMap -1.6),neurodegenerative disease(0.393); glioma(0.084); central nervous system cancer(0.084); cancer(0.081); glioblastoma(0.078),see per-line columns,False,0.8365,0.996,0.9089,0.6,0.0,0.7862,0.5975,"Undrugged (Pharos Tbio); response cosine 0.81; STRING-adjacent (score 1.00); same Leiden cluster (cl5, 12 approved targets) to approved target RPS12 | → HYPOTHESIS: same class as RPS12 (Other cytosolic protein; drug: ATALUREN) | CAVEAT: complex_level anchor — ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically | ⚠ K562-essential (DepMap geneEffect -1.47 < -1.0): likely toxic to inhibit in this line | immune/disease: neurodegenerative disease(0.393); glioma(0.084); central ner | ACT E[N]=5.50 (|Δ|=3.41 vs anchor; ACT axis redundant to response+effect_size)"
55,GLE1,SEM1,,Cell Cycle,26S proteasome inhibitor,BORTEZOMIB; BORTEZOMIB D-MANNITOL; CARFILZOMIB; IXAZOMIB; IXAZOMIB CITRATE,specific,,SEM1,approved_target,0.4928,0.4928,False,0.0,0.766,NCBP1,True,1,6,15,5.636,0.7807,3.5108,317,6.0,6.0,0,5.654,0.018,True,Tbio,,Metabolism of RNA,NOT_FOUND,PROTAC_degrader; small_molecule,NUP214(0.998); NUP42(0.998); RAE1(0.992); NUP155(0.988); DDX19B(0.950),"This gene encodes a predicted 75-kDa polypeptide with high sequence and structure homology to yeast Gle1p, which is nuclear protein with a leucine-rich nuclear export sequence essential for poly(A)+RNA export. Inhibition of human GLE1L by microinjection of antibodies against GLE1L in HeLa cells resulted in inhibition of poly(A)+RNA export. Immunoflourescence studies show that GLE1L is localized at the nuclear pore complexes. This localization suggests that GLE1L may act at a terminal step in the export of mature RNA messages to the cytoplasm. Two alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008].",True,-0.6162,False,True,False,0.0,1.103,tolerant,True,NOT_FOUND,0,True,False,False,no strong safety flag,lethal arthrogryposis-anterior horn cell disease syndrome(0.745); lethal congenital contracture syndrome 1(0.704); Lethal arthrogryposis - anterior horn cell disease(0.637); Lethal congenital contracture syndrome type 1(0.464); amyotrophic lateral sclerosis(0.413),see per-line columns,True,0.4997,0.0,0.4248,1.0,1.0,0.5974,0.5974,"Undrugged (Pharos Tbio); response cosine 0.49; same Leiden cluster (cl1, 6 approved targets) to approved target SEM1 | → HYPOTHESIS: same class as SEM1 (unclassified; drug: BORTEZOMIB; BORTEZOMIB D-MANNITOL; CARFI) | K562 DepMap geneEffect -0.62 (not strongly essential) | immune/disease: lethal arthrogryposis-anterior horn cell disease syndrome(0. | ACT E[N]=5.64 (|Δ|=0.02 vs anchor; ACT axis redundant to response+effect_size)"
56,NMD3,RPL24,Other cytosolic protein,Metabolism of proteins,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,ATALUREN,complex_level,"ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically",RPL24,approved_target,0.6917,0.6917,True,0.975,0.975,RPL24,True,4,16,17,2.131,0.7985,3.3892,268,2.0,2.0,0,1.653,0.478,True,Tbio,,,NOT_FOUND,PROTAC_degrader,LSG1(0.999); GTPBP4(0.998); PA2G4(0.998); RSL24D1(0.998); EIF6(0.997),"Ribosomal 40S and 60S subunits associate in the nucleolus and are exported to the cytoplasm. The protein encoded by this gene is involved in the passage of the 60S subunit through the nuclear pore complex and into the cytoplasm. Several transcript variants exist for this gene, but the full-length natures of only two have been described to date. [provided by RefSeq, Feb 2016].",True,-1.2567,True,False,True,0.0125,0.876,tolerant,True,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.3); rpe1-essential(DepMap -1.1),neurodegenerative disease(0.479); prostate cancer(0.111); Familial prostate cancer(0.111); familial long QT syndrome(0.084); Romano-Ward syndrome(0.083),see per-line columns,False,0.7117,0.976,0.8342,0.6,1.0,0.7839,0.5958,"Undrugged (Pharos Tbio); response cosine 0.69; STRING-adjacent (score 0.98); same Leiden cluster (cl4, 16 approved targets) to approved target RPL24 | → HYPOTHESIS: same class as RPL24 (Other cytosolic protein; drug: ATALUREN) | CAVEAT: complex_level anchor — ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically | ⚠ K562-essential (DepMap geneEffect -1.26 < -1.0): likely toxic to inhibit in this line | immune/disease: neurodegenerative disease(0.479); prostate cancer(0.111); Fa | ACT E[N]=2.13 (|Δ|=0.48 vs anchor; ACT axis redundant to response+effect_size)"
57,TOPBP1,POLE,,DNA Repair,DNA polymerase (alpha/delta/epsilon) inhibitor,CLOFARABINE; CYTARABINE; FLUDARABINE PHOSPHATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE,specific,,POLE,approved_target,0.3606,0.3606,True,0.827,0.996,ATR,True,7,8,13,2.653,0.439,3.2581,310,2.0,3.5,0,4.782,2.129,False,Tbio,Enzyme,Cell Cycle,Enzyme,PROTAC_degrader; antibody,ATRIP(0.999); RAD9A(0.999); TP53BP1(0.999); CDC45(0.999); BRIP1(0.999),Scaffold protein that acts as a key protein-protein adapter in DNA replication and DNA repair .,True,-0.8847,False,True,False,1.0,0.225,constrained,False,NOT_FOUND,0,True,False,False,rpe1-essential(DepMap -1.3); LoF-constrained,NOT_FOUND,common_essential; mean_geneEffect=-1.17,False,0.3587,0.8278,0.5957,0.7,0.0,0.592,0.592,"Undrugged (Pharos Tbio); response cosine 0.36; STRING-adjacent (score 0.83); same Leiden cluster (cl7, 8 approved targets) to approved target POLE | → HYPOTHESIS: same class as POLE (unclassified; drug: CLOFARABINE; CYTARABINE; FLUDARABINE PHO) | K562 DepMap geneEffect -0.88 (not strongly essential) | ACT E[N]=2.65 (|Δ|=2.13 vs anchor; ACT axis redundant to response+effect_size)"
58,TWISTNB,RPL7,Other cytosolic protein,Metabolism of proteins,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,ATALUREN,complex_level,"ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically",POLR1A,clinical_target,0.8552,0.8058,True,0.414,0.999,POLR1A,True,4,16,17,4.455,0.1419,5.9423,554,2.0,2.0,0,1.689,2.766,False,,,,NOT_FOUND,,,,False,,False,False,False,0.0,1.36,tolerant,True,NOT_FOUND,0,True,False,False,no strong safety flag,,,True,0.8333,0.4144,0.7326,1.0,0.0,0.7628,0.5798,"Undrugged (Pharos nan); response cosine 0.81; STRING-adjacent (score 0.41); same Leiden cluster (cl4, 16 approved targets) to approved target RPL7 | → HYPOTHESIS: same class as RPL7 (Other cytosolic protein; drug: ATALUREN) | CAVEAT: complex_level anchor — ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically | ACT E[N]=4.46 (|Δ|=2.77 vs anchor; ACT axis redundant to response+effect_size)"
59,NIP7,RPL26,Other cytosolic protein,Metabolism of proteins,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,ATALUREN,complex_level,"ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically",RPL26,approved_target,0.8339,0.8339,True,0.832,0.95,RPL30,True,4,16,17,6.707,0.4038,3.217,219,7.0,7.0,0,2.018,4.689,False,Tbio,,Metabolism of RNA,NOT_FOUND,PROTAC_degrader; small_molecule,BRIX1(0.999); WDR12(0.999); EBNA1BP2(0.999); NIFK(0.999); MRTO4(0.999),Required for proper 34S pre-rRNA processing and 60S ribosome subunit assembly.,True,-1.9039,True,False,True,0.0083,0.91,tolerant,True,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.9); rpe1-essential(DepMap -2.4),NOT_FOUND,common_essential; mean_geneEffect=-2.197,False,0.8633,0.8328,0.8747,0.6,0.0,0.7623,0.5793,"Undrugged (Pharos Tbio); response cosine 0.83; STRING-adjacent (score 0.83); same Leiden cluster (cl4, 16 approved targets) to approved target RPL26 | → HYPOTHESIS: same class as RPL26 (Other cytosolic protein; drug: ATALUREN) | CAVEAT: complex_level anchor — ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically | ⚠ K562-essential (DepMap geneEffect -1.90 < -1.0): likely toxic to inhibit in this line | ACT E[N]=6.71 (|Δ|=4.69 vs anchor; ACT axis redundant to response+effect_size)"
60,EIF6,RPL24,Other cytosolic protein,Metabolism of proteins,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,ATALUREN,complex_level,"ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically",RPL24,approved_target,0.7491,0.7491,True,0.995,0.999,RPL31,True,4,16,17,5.86,0.3152,3.5669,258,2.0,2.0,0,1.653,4.207,False,Tbio,,,Unclassified protein,PROTAC_degrader; small_molecule,RPL18A(0.999); RPL31(0.999); GTPBP4(0.998); RPL30(0.998); NMD3(0.997),"Hemidesmosomes are structures which link the basal lamina to the intermediate filament cytoskeleton. An important functional component of hemidesmosomes is the integrin beta-4 subunit (ITGB4), a protein containing two fibronectin type III domains. The protein encoded by this gene binds to the fibronectin type III domains of ITGB4 and may help link ITGB4 to the intermediate filament cytoskeleton. The encoded protein, which is insoluble and found both in the nucleus and in the cytoplasm, can function as a translation initiation factor and prevent the association of the 40S and 60S ribosomal subunits. Multiple non-protein coding transcript variants and variants encoding two different isoforms have been found for this gene. [provided by RefSeq, Jun 2012].",True,-1.4223,True,False,True,0.6512,0.623,tolerant,True,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.4); rpe1-essential(DepMap -1.1),urolithiasis(0.234); alcohol drinking(0.234); neurodegenerative disease(0.153); exstrophy-epispadias complex(0.118); cancer(0.118),see per-line columns,False,0.7728,0.996,0.8738,0.6,0.0,0.7617,0.5789,"Undrugged (Pharos Tbio); response cosine 0.75; STRING-adjacent (score 1.00); same Leiden cluster (cl4, 16 approved targets) to approved target RPL24 | → HYPOTHESIS: same class as RPL24 (Other cytosolic protein; drug: ATALUREN) | CAVEAT: complex_level anchor — ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically | ⚠ K562-essential (DepMap geneEffect -1.42 < -1.0): likely toxic to inhibit in this line | immune/disease: urolithiasis(0.234); alcohol drinking(0.234); neurodegenerat | ACT E[N]=5.86 (|Δ|=4.21 vs anchor; ACT axis redundant to response+effect_size)"
61,NOP10,RPS12,Other cytosolic protein,Metabolism of proteins,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,ATALUREN,complex_level,"ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically",RPS12,approved_target,0.6188,0.6188,True,0.77,0.772,RPL29,True,5,12,12,6.18,0.2115,2.4749,120,8.0,8.0,0,2.086,4.094,False,Tbio,,Cell Cycle,Unclassified protein,PROTAC_degrader,DKC1(0.999); GAR1(0.999); NHP2(0.999); TERT(0.999); WRAP53(0.999),"This gene is a member of the H/ACA snoRNPs (small nucleolar ribonucleoproteins) gene family. snoRNPs are involved in various aspects of rRNA processing and modification and have been classified into two families: C/D and H/ACA. The H/ACA snoRNPs also include the DKC1, NOLA1 and NOLA2 proteins. These four H/ACA snoRNP proteins localize to the dense fibrillar components of nucleoli and to coiled (Cajal) bodies in the nucleus. Both 18S rRNA production and rRNA pseudouridylation are impaired if any one of the four proteins is depleted. The four H/ACA snoRNP proteins are also components of the telomerase complex. This gene encodes a protein related to Saccharomyces cerevisiae Nop10p. [provided by RefSeq, Jul 2008].",True,-0.9464,False,True,False,0.0353,1.215,tolerant,True,NOT_FOUND,0,True,False,False,rpe1-essential(DepMap -1.0),"dyskeratosis congenita, autosomal recessive 1(0.684); dyskeratosis congenita(0.68); neurodegenerative disease(0.511); acute myeloid leukemia with minimal differentiation(0.462); cataracts, hearing impairment, nephrotic syndrome, and enterocolitis 2(0.454)",see per-line columns,True,0.634,0.7708,0.7299,1.0,0.0,0.761,0.5783,"Undrugged (Pharos Tbio); response cosine 0.62; STRING-adjacent (score 0.77); same Leiden cluster (cl5, 12 approved targets) to approved target RPS12 | → HYPOTHESIS: same class as RPS12 (Other cytosolic protein; drug: ATALUREN) | CAVEAT: complex_level anchor — ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically | K562 DepMap geneEffect -0.95 (not strongly essential) | immune/disease: dyskeratosis congenita, autosomal recessive 1(0.684); dysker | ACT E[N]=6.18 (|Δ|=4.09 vs anchor; ACT axis redundant to response+effect_size)"
