rank,candidate,composite_score,nearest_approved_anchor,anchor_specificity,anchor_target_class,anchor_moa,anchor_pathway,anchor_EN,response_cosine,string_weight,string_adjacent,shared_cluster,proximity_score,nearest_anchor_inclClinical,nearest_anchor_inclClinical_cos,cand_EN,cand_halt_confidence,cand_effect_size,cand_n_de,cand_argmin_depth,cand_is_val,delta_EN_to_anchor,act_consistent_with_anchor,cand_pharos_tdl,cand_target_class,cand_protein_family,cand_pathway_family,cand_function,cand_tractability_modality,cand_ot_tractability_sm,cand_immune_disease_assoc,depmap_geneEffect_k562,depmap_geneEffect_rpe1,depmap_geneEffect_THP1,depmap_essential_k562,depmap_essential_rpe1,lof_constraint_flag,gnomad_pli,gnomad_loeuf,n_safety_events,fda_boxed_warning,ot_safety_liabilities,safety_flag_v2,user_annotation_present,strongly_essential_thisline,lof_tolerant,low_liability,safety_pass,rationale,cluster
379,EFR3A,0.3762,DNMT1,specific,Epigenetic regulator; Writer; DNA methyltransferase,DNA (cytosine-5)-methyltransferase 1 inhibitor,Gene expression (Transcription),4.809,0.3762,0.0,False,False,0.3762,ATP2A2,0.3906,6.369,0.2052,2.6467,168,6.0,1,1.56,False,Tbio,,EFR3 Homologs,,Component of a complex required to localize phosphatidylinositol 4-kinase (PI4K) to the plasma membrane .,PROTAC_degrader; antibody,,drug allergy(0.241),-0.831,-0.0703,-0.1493,False,False,tolerant,0.0,0.967,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.38 to nearest approved anchor DNMT1 [specific drug target], class Epigenetic regulator; Writer; DNA methyltransferase. HYPOTHESIS: same class as DNMT1 (DNA (cytosine-5)-methyltransferase 1 inhibitor) — candidate target, unverified. Safety OK: K562 geneEffect -0.831, LoF-tolerant, no OT liability/boxed warning. Immune/disease assoc: drug allergy(0.241). E[N]=6.369 (|Δ|anchor 1.56; E[N] non-discriminative for class — see stats).",8
380,SNAPC5,0.376,TYK2,specific,Enzyme; Kinase; Protein Kinase; TK protein kinase group; Tyrosine protein kinase JakA family,Tyrosine-protein kinase TYK2 inhibitor; Tyrosine-protein kinase TYK2 negative allosteric modulator,Cell-Cell communication,6.18,0.276,0.0,False,True,0.426,CDK12,0.3129,6.908,0.7274,3.1163,245,7.0,0,0.728,False,Tdark,,snRNA-activating protein complex subunit 5,Gene expression (Transcription),"This gene encodes a subunit of the small nuclear RNA (snRNA)-activating protein complex that plays a role in the transcription of snRNA genes. This complex binds to the promoters of snRNA genes transcribed by either RNA polymerase II or III and recruits other regulatory factors to activate snRNA gene transcription. The encoded protein may play a role in stabilizing this complex. A pseudogene of this gene has been identified on chromosome 6. [provided by RefSeq, Jul 2016].",PROTAC_degrader,,RASopathy(0.19); cardiofaciocutaneous syndrome 3(0.177); Abnormality of the cardiovascular system(0.174); melorheostosis(0.169); Noonan syndrome and Noonan-related syndrome(0.149),-0.9136,-1.1353,-1.692,False,True,tolerant,0.0094,1.812,0,False,,rpe1-essential(DepMap -1.1),True,False,True,True,True,"Undrugged (TDL=Tdark). Response-cosine 0.28 to nearest approved anchor TYK2 [specific drug target], class Enzyme; Kinase; Protein Kinase; TK protein kinase group; Tyrosine protein kinase JakA family. same cluster #2. HYPOTHESIS: same class as TYK2 (Tyrosine-protein kinase TYK2 inhibitor; Tyrosine-protein kinase TYK2 negative allosteric modulator) — candidate target, unverified. Safety OK: K562 geneEffect -0.9136, LoF-tolerant, no OT liability/boxed warning. Immune/disease assoc: RASopathy(0.19); cardiofaciocutaneous syndrome 3(0.177); Abnormality o. E[N]=6.908 (|Δ|anchor 0.728; E[N] non-discriminative for class — see stats).",2
381,ARPC4,0.3744,DNMT1,specific,Epigenetic regulator; Writer; DNA methyltransferase,DNA (cytosine-5)-methyltransferase 1 inhibitor,Gene expression (Transcription),4.809,0.3348,0.0,False,True,0.4848,DNMT1,0.3348,5.212,0.1572,3.3684,227,1.25,1,0.403,True,Tbio,Unclassified protein,Actin-related protein 2/3 complex subunit 4,Immune System,"This gene encodes one of seven subunits of the human Arp2/3 protein complex. This complex controls actin polymerization in cells and has been conserved throughout eukaryotic evolution. This gene encodes the p20 subunit, which is necessary for actin nucleation and high-affinity binding to F-actin. Alternative splicing results in multiple transcript variants. Naturally occurring read-through transcription exists between this gene and the downstream tubulin tyrosine ligase-like family, member 3 (TTLL3), which results in the production of a fusion protein. [provided by RefSeq, Nov 2010].",PROTAC_degrader; small_molecule,Structure with Ligand,"neurodegenerative disease(0.556); developmental delay, language impairment, and ocular abnormalities(0.551); microcephaly(0.373); cutaneous leishmaniasis(0.37); Alzheimer disease(0.348)",-0.4557,-1.0436,-0.6168,False,True,constrained,0.9982,0.362,0,False,,rpe1-essential(DepMap -1.0); LoF-constrained,True,False,False,True,False,"Undrugged (TDL=Tbio). Response-cosine 0.33 to nearest approved anchor DNMT1 [specific drug target], class Epigenetic regulator; Writer; DNA methyltransferase. same cluster #2. HYPOTHESIS: same class as DNMT1 (DNA (cytosine-5)-methyltransferase 1 inhibitor) — candidate target, unverified. Safety mixed: LoF-constrained (K562 geneEffect -0.4557). Immune/disease assoc: neurodegenerative disease(0.556); developmental delay, language impair. E[N]=5.212 (|Δ|anchor 0.403; E[N] non-discriminative for class — see stats).",2
382,DNAJC19,0.3731,NDUFV2,complex_level,Enzyme; Oxidoreductase,Mitochondrial complex I (NADH dehydrogenase) inhibitor; Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,Metabolism,6.844,0.1164,0.476,True,True,0.5044,NDUFV2,0.1164,6.325,0.3937,1.8799,45,2.0,0,0.519,False,Tbio,,Chaperone J-domain superfamily,Protein localization,Mitochondrial co-chaperone which forms a complex with prohibitins to regulate cardiolipin remodeling .,PROTAC_degrader; antibody,,alopecia areata(0.215),-0.7096,-0.5722,-0.1666,False,False,tolerant,0.0001,1.547,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.12 to nearest approved anchor NDUFV2 [complex-level anchor (drug hits whole machine, not this gene)], class Enzyme; Oxidoreductase. STRING-adjacent+same cluster #4. HYPOTHESIS: same class as NDUFV2 (Mitochondrial complex I (NADH dehydrogenase) inhibitor; Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor) — candidate target, unverified. Safety OK: K562 geneEffect -0.7096, LoF-tolerant, no OT liability/boxed warning. Immune/disease assoc: alopecia areata(0.215). E[N]=6.325 (|Δ|anchor 0.519; E[N] non-discriminative for class — see stats).",4
383,ZNHIT3,0.3726,FAU,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Metabolism of proteins,5.469,0.3657,0.0,False,True,0.5157,FAU,0.3657,6.154,0.2038,1.3295,18,7.0,0,0.685,False,Tbio,,Box C/D snoRNA,,"Predicted to enable thyroid hormone receptor binding activity. Predicted to be involved in box C/D snoRNP assembly; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA); and snoRNA localization. Located in cytoplasm and nucleus. Implicated in PEHO syndrome. [provi",PROTAC_degrader,,multiple sclerosis(0.316),-0.9718,-1.1413,-0.6979,False,True,tolerant,0.0,1.869,0,False,,rpe1-essential(DepMap -1.1),True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.37 to nearest approved anchor FAU [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. same cluster #5. HYPOTHESIS: same class as FAU (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. Safety OK: K562 geneEffect -0.9718, LoF-tolerant, no OT liability/boxed warning. Immune/disease assoc: multiple sclerosis(0.316). E[N]=6.154 (|Δ|anchor 0.685; E[N] non-discriminative for class — see stats).",5
384,WDR43,0.3718,RPS13,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Metabolism of proteins,6.934,0.7277,0.992,True,True,1.3737,RPS13,0.7277,7.056,0.8704,6.5179,585,7.0,0,0.122,True,Tbio,,U3 small nucleolar RNA-associated WD repeat-containing protein,Metabolism of RNA,"Enables RNA binding activity. Involved in positive regulation of rRNA processing and positive regulation of transcription by RNA polymerase I. Located in fibrillar center. [provided by Alliance of Genome Resources, Apr 2022]",PROTAC_degrader; small_molecule,Structure with Ligand,breast carcinoma(0.282); triple-negative breast carcinoma(0.279); mood disorder(0.241); gout(0.237); luminal A breast carcinoma(0.231),-2.14,-2.7479,-2.014,True,True,constrained,1.0,0.24,0,False,,k562-essential(DepMap -2.1); rpe1-essential(DepMap -2.7); LoF-constrained,True,True,False,True,False,"Undrugged (TDL=Tbio). Response-cosine 0.73 to nearest approved anchor RPS13 [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. STRING-adjacent+same cluster #5. HYPOTHESIS: same class as RPS13 (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. CAUTION likely-toxic-to-inhibit: K562 geneEffect -2.14 (essential in hematopoietic proxy). Immune/disease assoc: breast carcinoma(0.282); triple-negative breast carcinoma(0.279); mood. E[N]=7.056 (|Δ|anchor 0.122; E[N] non-discriminative for class — see stats).",5
385,RFC5,0.3702,POLD3,specific,Enzyme,DNA polymerase (alpha/delta/epsilon) inhibitor; Ribonucleoside-diphosphate reductase RR1 inhibitor,DNA Repair,4.707,0.565,0.818,True,True,1.124,POLD3,0.565,6.096,0.3622,3.5406,369,7.0,0,1.389,False,Tbio,Unclassified protein,DNA Replication and Repair Clamp Loader Complex,DNA Repair,"This gene encodes the smallest subunit of the replication factor C complex, which consists of five distinct subunits (140, 40, 38, 37, and 36 kDa) and is required for DNA replication. This subunit interacts with the C-terminal region of proliferating cell nuclear antigen and is required to open and load proliferating cell nuclear antigen onto DNA during S phase. It is a member of the AAA+ (ATPases associated with various cellular activities) ATPase family and forms a core complex with the 38 and 40 kDa subunits that possesses DNA-dependent ATPase activity. A related pseudogene has been identified on chromosome 9. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Nov 2016].",PROTAC_degrader; small_molecule,Structure with Ligand,prostate carcinoma(0.307); poisoning(0.244); neurodegenerative disease(0.154); Romano-Ward syndrome(0.085); familial long QT syndrome(0.083),-1.4566,-1.1665,-1.465,True,True,tolerant,0.2585,0.761,0,False,,k562-essential(DepMap -1.5); rpe1-essential(DepMap -1.2),True,True,True,True,False,"Undrugged (TDL=Tbio). Response-cosine 0.56 to nearest approved anchor POLD3 [specific drug target], class Enzyme. STRING-adjacent+same cluster #1. HYPOTHESIS: same class as POLD3 (DNA polymerase (alpha/delta/epsilon) inhibitor; Ribonucleoside-diphosphate reductase RR1 inhibitor) — candidate target, unverified. CAUTION likely-toxic-to-inhibit: K562 geneEffect -1.4566 (essential in hematopoietic proxy). Immune/disease assoc: prostate carcinoma(0.307); poisoning(0.244); neurodegenerative disease. E[N]=6.096 (|Δ|anchor 1.389; E[N] non-discriminative for class — see stats).",1
386,TFB2M,0.37,CCDC6,specific,,Coiled-coil domain-containing protein 6/Tyrosine-protein kinase receptor RET inhibitor,,6.245,0.25,0.0,False,True,0.4,CCDC6,0.25,6.176,0.1798,2.8742,166,8.0,1,0.069,True,Tbio,Enzyme; Transferase,Ribosomal RNA adenine methyltransferase KsgA/Erm,Gene expression (Transcription),S-adenosyl-L-methionine-dependent rRNA methyltransferase which may methylate two specific adjacent adenosines in the loop of a conserved hairpin near the 3'-end of 12S mitochondrial rRNA (Probable).,PROTAC_degrader,,,-0.9174,-0.2576,-0.4872,False,False,tolerant,0.0,1.156,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.25 to nearest approved anchor CCDC6 [specific drug target]. same cluster #4. HYPOTHESIS: same class as CCDC6 (Coiled-coil domain-containing protein 6/Tyrosine-protein kinase receptor RET inhibitor) — candidate target, unverified. Safety OK: K562 geneEffect -0.9174, LoF-tolerant, no OT liability/boxed warning. E[N]=6.176 (|Δ|anchor 0.069; E[N] non-discriminative for class — see stats).",4
387,SUDS3,0.37,HDAC3,specific,Epigenetic regulator; Eraser; Histone deacetylase; HDAC class I,Histone deacetylase 3 inhibitor,Cellular responses to stimuli,6.557,-0.0245,0.889,True,True,0.57,HDAC3,-0.0245,6.702,0.6656,4.9621,572,7.0,1,0.145,True,Tbio,Unclassified protein,Sds3-like,Gene expression (Transcription),"SDS3 is a subunit of the histone deacetylase (see HDAC1; MIM 601241)-dependent SIN3A (MIM 607776) corepressor complex (Fleischer et al., 2003 [PubMed 12724404]).[supplied by OMIM, Mar 2008].",PROTAC_degrader,,neurodegenerative disease(0.498); benign prostatic hyperplasia(0.251); neurotic disorder(0.25); post-traumatic stress disorder(0.202); Abnormality of the skeletal system(0.195),-0.2,-0.3424,-0.4392,False,False,tolerant,0.0029,0.732,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine -0.02 to nearest approved anchor HDAC3 [specific drug target], class Epigenetic regulator; Eraser; Histone deacetylase; HDAC class I. STRING-adjacent+same cluster #2. HYPOTHESIS: same class as HDAC3 (Histone deacetylase 3 inhibitor) — candidate target, unverified. Safety OK: K562 geneEffect -0.2, LoF-tolerant, no OT liability/boxed warning. Immune/disease assoc: neurodegenerative disease(0.498); benign prostatic hyperplasia(0.251);. E[N]=6.702 (|Δ|anchor 0.145; E[N] non-discriminative for class — see stats).",2
388,DCAF6,0.37,RBX1,specific,Enzyme; Aminoacyltransferase,CRL4(CRBN) E3 ubiquitin ligase inhibitor; CRL4(CRBN) E3 ubiquitin ligase modulator,Signal Transduction,5.526,-0.05,0.92,True,True,0.56,RBX1,-0.05,5.995,0.2162,2.011,49,4.0,0,0.469,True,Tbio,,DDB1- and CUL4-associated factor 8-like,Metabolism of proteins,Ligand-dependent coactivator of nuclear receptors.,PROTAC_degrader,,myasthenia gravis(0.077); amyotrophic lateral sclerosis(0.064),-0.2589,-0.273,-0.1885,False,False,tolerant,0.0579,0.567,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine -0.05 to nearest approved anchor RBX1 [specific drug target], class Enzyme; Aminoacyltransferase. STRING-adjacent+same cluster #1. HYPOTHESIS: same class as RBX1 (CRL4(CRBN) E3 ubiquitin ligase inhibitor; CRL4(CRBN) E3 ubiquitin ligase modulator) — candidate target, unverified. Safety OK: K562 geneEffect -0.2589, LoF-tolerant, no OT liability/boxed warning. Immune/disease assoc: myasthenia gravis(0.077); amyotrophic lateral sclerosis(0.064). E[N]=5.995 (|Δ|anchor 0.469; E[N] non-discriminative for class — see stats).",1
389,TMEM127,0.37,MEN1,specific,Unclassified protein,Menin inhibitor,Developmental Biology,6.046,-0.1192,0.597,True,True,0.3293,MEN1,-0.1192,6.201,0.3273,2.0236,81,3.5,0,0.155,True,Tbio,,Transmembrane protein 127,,Controls cell proliferation acting as a negative regulator of TOR signaling pathway mediated by mTORC1.,PROTAC_degrader; antibody,,,-0.0626,-0.3318,-0.1073,False,False,tolerant,0.0,1.587,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine -0.12 to nearest approved anchor MEN1 [specific drug target], class Unclassified protein. STRING-adjacent+same cluster #2. HYPOTHESIS: same class as MEN1 (Menin inhibitor) — candidate target, unverified. Safety OK: K562 geneEffect -0.0626, LoF-tolerant, no OT liability/boxed warning. E[N]=6.201 (|Δ|anchor 0.155; E[N] non-discriminative for class — see stats).",2
390,NOB1,0.3689,RPS13,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Metabolism of proteins,6.934,0.7175,0.992,True,True,1.3635,RPS13,0.7175,7.165,0.6031,3.7577,303,7.0,0,0.231,True,Tbio,,"Ribonuclease Nob1, eukaryote; RNA-binding protein NOB1",Metabolism of RNA,"In yeast, over 200 protein and RNA cofactors are required for ribosome assembly, and these are generally conserved in eukaryotes. These factors orchestrate modification and cleavage of the initial 35S precursor rRNA transcript into the mature 18S, 5.8S, and 25S rRNAs, folding of the rRNA, and binding of ribosomal proteins and 5S RNA. Nob1 is involved in pre-rRNA processing. In a late cytoplasmic processing step, Nob1 cleaves a 20S rRNA intermediate at cleavage site D to produce the mature 18S rRNA (Lamanna and Karbstein, 2009 [PubMed 19706509]).[supplied by OMIM, Nov 2010].",PROTAC_degrader; small_molecule,Structure with Ligand,corneal dystrophy(0.361); neurodegenerative disease(0.188); smoking behavior(0.15); Alzheimer disease(0.114); risk-taking behaviour(0.113),-1.0198,-1.2839,-1.0228,True,True,tolerant,0.0,1.233,0,False,,k562-essential(DepMap -1.0); rpe1-essential(DepMap -1.3),True,True,True,True,False,"Undrugged (TDL=Tbio). Response-cosine 0.72 to nearest approved anchor RPS13 [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. STRING-adjacent+same cluster #5. HYPOTHESIS: same class as RPS13 (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. CAUTION likely-toxic-to-inhibit: K562 geneEffect -1.0198 (essential in hematopoietic proxy). Immune/disease assoc: corneal dystrophy(0.361); neurodegenerative disease(0.188); smoking be. E[N]=7.165 (|Δ|anchor 0.231; E[N] non-discriminative for class — see stats).",5
391,DDX21,0.3682,RPS24,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Metabolism of proteins,6.98,0.7149,0.567,True,True,1.1484,RPS24,0.7149,7.114,0.8302,3.9055,310,7.0,0,0.134,True,Tbio,Enzyme; Hydrolase,,Gene expression (Transcription),"DEAD box proteins, characterized by the conserved motif Asp-Glu-Ala-Asp (DEAD), are putative RNA helicases. They are implicated in a number of cellular processes involving alteration of RNA secondary structure such as translation initiation, nuclear and mitochondrial splicing, and ribosome and spliceosome assembly. Based on their distribution patterns, some members of this family are believed to be involved in embryogenesis, spermatogenesis, and cellular growth and division. This gene encodes a DEAD box protein, which is an antigen recognized by autoimmune antibodies from a patient with watermelon stomach disease. This protein unwinds double-stranded RNA, folds single-stranded RNA, and may play important roles in ribosomal RNA biogenesis, RNA editing, RNA transport, and general transcription. [provided by RefSeq, Jul 2008].",PROTAC_degrader; small_molecule,Structure with Ligand,neurodegenerative disease(0.396); colorectal carcinoma(0.112); cancer(0.099); gastric cancer(0.098); hepatocellular carcinoma(0.095),-1.429,-1.6864,-0.7824,True,True,constrained,1.0,0.29,0,False,,k562-essential(DepMap -1.4); rpe1-essential(DepMap -1.7); LoF-constrained,True,True,False,True,False,"Undrugged (TDL=Tbio). Response-cosine 0.71 to nearest approved anchor RPS24 [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. STRING-adjacent+same cluster #5. HYPOTHESIS: same class as RPS24 (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. CAUTION likely-toxic-to-inhibit: K562 geneEffect -1.429 (essential in hematopoietic proxy). Immune/disease assoc: neurodegenerative disease(0.396); colorectal carcinoma(0.112); cancer(. E[N]=7.114 (|Δ|anchor 0.134; E[N] non-discriminative for class — see stats).",5
392,N6AMT1,0.3677,DNMT1,specific,Epigenetic regulator; Writer; DNA methyltransferase,DNA (cytosine-5)-methyltransferase 1 inhibitor,Gene expression (Transcription),4.809,0.0677,0.433,True,False,0.2842,DNMT1,0.0677,6.31,0.2114,2.2719,108,8.0,0,1.501,False,,,,,,,Structure with Ligand,,,,,False,False,tolerant,0.0,1.915,0,False,,no strong safety flag,False,False,True,True,True,"Undrugged (TDL=NA). Response-cosine 0.07 to nearest approved anchor DNMT1 [specific drug target], class Epigenetic regulator; Writer; DNA methyltransferase. STRING-adjacent. HYPOTHESIS: same class as DNMT1 (DNA (cytosine-5)-methyltransferase 1 inhibitor) — candidate target, unverified. Safety OK: K562 geneEffect nan, LoF-tolerant, no OT liability/boxed warning. E[N]=6.31 (|Δ|anchor 1.501; E[N] non-discriminative for class — see stats).",3
393,QRSL1,0.3667,UMPS,specific,Enzyme,Uridine 5'-monophosphate synthase inhibitor,Metabolism,6.036,0.0967,0.569,True,False,0.3812,UMPS,0.0967,5.923,0.2178,2.1487,98,7.0,1,0.113,True,Tbio,,Amidase; Glutamyl-tRNA(Gln) amidotransferase A subunit,,Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in the mitochondria.,PROTAC_degrader,,,-0.6828,-0.0498,-0.2923,False,False,tolerant,0.0,1.105,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.10 to nearest approved anchor UMPS [specific drug target], class Enzyme. STRING-adjacent. HYPOTHESIS: same class as UMPS (Uridine 5'-monophosphate synthase inhibitor) — candidate target, unverified. Safety OK: K562 geneEffect -0.6828, LoF-tolerant, no OT liability/boxed warning. E[N]=5.923 (|Δ|anchor 0.113; E[N] non-discriminative for class — see stats).",7
394,TRMT112,0.3661,FAU,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Metabolism of proteins,5.469,0.7788,0.884,True,True,1.3708,FAU,0.7788,7.139,0.7859,3.9069,302,7.0,0,1.67,False,Tbio,Unclassified protein,Trm112-like; Multifunctional methyltransferase subunit Trm112,Metabolism of RNA,"Enables protein heterodimerization activity and protein methyltransferase activity. Involved in macromolecule methylation and positive regulation of rRNA processing. Located in nucleoplasm and perinuclear region of cytoplasm. Part of protein-containing complex. [provided by Alliance of Genome Resources, Apr 2022]",PROTAC_degrader; small_molecule,Structure with Ligand,neurodegenerative disease(0.174); multiple sclerosis(0.136); neoplasm(0.052); head and neck squamous cell carcinoma(0.035); cancer(0.033),-2.1864,-1.9827,-1.9199,True,True,tolerant,0.0078,1.123,0,False,,k562-essential(DepMap -2.2); rpe1-essential(DepMap -2.0),True,True,True,True,False,"Undrugged (TDL=Tbio). Response-cosine 0.78 to nearest approved anchor FAU [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. STRING-adjacent+same cluster #5. HYPOTHESIS: same class as FAU (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. CAUTION likely-toxic-to-inhibit: K562 geneEffect -2.1864 (essential in hematopoietic proxy). Immune/disease assoc: neurodegenerative disease(0.174); multiple sclerosis(0.136); neoplasm(. E[N]=7.139 (|Δ|anchor 1.67; E[N] non-discriminative for class — see stats).",5
395,RSL24D1,0.3661,RPL8,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Metabolism of proteins,7.862,0.7074,0.994,True,True,1.3544,RPL8,0.7074,7.878,0.8654,5.3387,572,8.0,0,0.016,True,Tbio,,"Large ribosomal subunit protein eL24-like, archaea; Large ribosomal subunit protein eL24",,"This gene encodes a protein sharing a low level of sequence similarity with human ribosomal protein L24. Although this gene has been referred to as RPL24, L30, and 60S ribosomal protein L30 isolog in the sequence databases, it is distinct from the human genes officially named RPL24 (which itself has been referred to as ribosomal protein L30) and RPL30. The protein encoded by this gene localizes to the nucleolus and is thought to play a role in the biogenesis of the 60S ribosomal subunit. The precise function of this gene is currently unknown. This gene utilizes alternative polyadenylation signals and has multiple pseudogenes. [provided by RefSeq, Jul 2012].",PROTAC_degrader; small_molecule,Structure with Ligand,neurodegenerative disease(0.502); Alzheimer disease(0.455); multiple sclerosis(0.455); Parkinson disease(0.455); lysosomal storage disease(0.455),-1.9436,-2.4004,-2.3661,True,True,constrained,0.916,0.546,0,False,,k562-essential(DepMap -1.9); rpe1-essential(DepMap -2.4); LoF-constrained,True,True,False,True,False,"Undrugged (TDL=Tbio). Response-cosine 0.71 to nearest approved anchor RPL8 [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. STRING-adjacent+same cluster #6. HYPOTHESIS: same class as RPL8 (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. CAUTION likely-toxic-to-inhibit: K562 geneEffect -1.9436 (essential in hematopoietic proxy). Immune/disease assoc: neurodegenerative disease(0.502); Alzheimer disease(0.455); multiple s. E[N]=7.878 (|Δ|anchor 0.016; E[N] non-discriminative for class — see stats).",6
396,DRG1,0.3654,RPL8,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Metabolism of proteins,7.862,0.1068,0.844,True,True,0.6788,RPL8,0.1068,6.351,0.1997,2.269,114,6.5,1,1.511,False,Tbio,Enzyme; Hydrolase,Developmentally regulated GTP-binding protein,Metabolism of proteins,Catalyzes the conversion of GTP to GDP through hydrolysis of the gamma-phosphate bond in GTP .,PROTAC_degrader,,,-0.1214,-0.3577,-0.3989,False,False,tolerant,0.0166,0.698,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.11 to nearest approved anchor RPL8 [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. STRING-adjacent+same cluster #6. HYPOTHESIS: same class as RPL8 (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. Safety OK: K562 geneEffect -0.1214, LoF-tolerant, no OT liability/boxed warning. E[N]=6.351 (|Δ|anchor 1.511; E[N] non-discriminative for class — see stats).",6
