rank,candidate,nearest_anchor,anchor_status,anchor_target_class,anchor_moa,anchor_drugs,response_cosine,string_adjacent,string_score_to_anchor,shared_cluster,cluster,n_anchors_string_adjacent,n_anchors_shared_cluster,fused_proximity,cand_EN,anchor_EN,delta_EN,abs_delta_EN,cand_halt_conf,cand_effect_size,cand_n_de,cand_argmin_depth,cand_oracle_rstar,min_geneEffect,depmap_geneEffect_k562,depmap_essential_k562,depmap_geneEffect_rpe1,depmap_essential_rpe1,user_depmap_essentiality,likely_toxic_to_inhibit,gnomad_pli,gnomad_loeuf,lof_constraint_flag,ot_safety_liabilities,n_safety_events,fda_boxed_warning_flag,safety_flag_v2,passes_safety_filter,user_immune_disease_assoc,user_pharos_tdl,user_tractability_modality,user_annotation_present,user_function,target_class,user_protein_class_family,user_pathway_family,proximity_component,safety_penalty,act_consistency_bonus,composite_score,rationale,act_note
382,RFC3,POLA1,approved_target,Enzyme; Transferase,DNA polymerase (alpha/delta/epsilon) inhibitor; Ribonucleoside-diphosphate reductase RR1 inhibitor,NOT_FETCHED,0.7211,True,0.851,True,6,9,6,1.2466,7.664,7.722,-0.058,0.058,0.7578,3.6693,281,8.0,8.0,-1.947,-1.9466,True,-1.5491,True,see per-line columns,True,0.0,1.153,tolerant,NOT_FOUND,0,False,k562-essential(DepMap -1.9); rpe1-essential(DepMap -1.5),False,neurodegenerative disease(0.481); ovarian carcinoma(0.376); pulmonary fibrosis(0.307); high grade ovarian serous adenocarcinoma(0.298); adolescent idiopathic scoliosis(0.292),Tbio,PROTAC_degrader; small_molecule,True,"The elongation of primed DNA templates by DNA polymerase delta and DNA polymerase epsilon requires the accessory proteins proliferating cell nuclear antigen (PCNA) and replication factor C (RFC). RFC, also named activator 1, is a protein complex consisting of five distinct subunits of 140, 40, 38, 37, and 36 kDa. This gene encodes the 38 kDa subunit. This subunit is essential for the interaction between the 140 kDa subunit and the core complex that consists of the 36, 37, and 40 kDa subunits. Alternatively spliced transcript variants encoding distinct isoforms have been described. [provided by RefSeq, Jul 2008].",Unclassified protein,DNA Replication and Repair Clamp Loader Complex,DNA Repair; Cell Cycle; Gene expression (Transcription); Disease; DNA Replication,1.1764,0.6,0.0493,0.6257,Undrugged; transcriptionally similar (cos=0.72); STRING-adjacent (score=0.85); same cluster 6 to approved/clinical target POLA1 [Enzyme; Transferase] → hypothesis: same target class as POLA1. CAUTION: essential in-line (min DepMap geneEffect=-1.95) → likely toxic to inhibit.,E[N]=7.66 vs anchor 7.72 (|Δ|=0.06); halt_conf=0.76. ACT axis redundant for target-class call in this line.
383,MAK16,RPL26,approved_target,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,NOT_FETCHED,0.9324,True,0.785,True,3,20,8,1.4249,7.973,7.991,-0.018,0.018,0.9611,8.6427,726,8.0,8.0,-1.98,-1.9802,True,-1.9269,True,see per-line columns,True,1.0,0.33,constrained,NOT_FOUND,0,False,k562-essential(DepMap -2.0); rpe1-essential(DepMap -1.9); LoF-constrained,False,severe intellectual disability-short stature-behavioral abnormalities-facial dysmorphism syndrome(0.434); neurodegenerative disease(0.396); alcohol drinking(0.239); inborn disorder of amino acid metabolism(0.239); stroke disorder(0.239),Tdark,PROTAC_degrader; small_molecule,True,"Enables RNA binding activity. Predicted to be involved in maturation of 5.8S rRNA and maturation of LSU-rRNA. Located in nucleolus. [provided by Alliance of Genome Resources, Apr 2022]",NOT_FOUND,Mak16 protein,NOT_FOUND,1.3679,0.8,0.0498,0.6177,Undrugged; transcriptionally similar (cos=0.93); STRING-adjacent (score=0.79); same cluster 3 to approved/clinical target RPL26 [Other cytosolic protein] → hypothesis: same target class as RPL26. CAUTION: essential in-line (min DepMap geneEffect=-1.98) → likely toxic to inhibit. LoF-constrained (systemic-inhibition risk).,E[N]=7.97 vs anchor 7.99 (|Δ|=0.02); halt_conf=0.96. ACT axis redundant for target-class call in this line.
384,GINS4,POLA1,approved_target,Enzyme; Transferase,DNA polymerase (alpha/delta/epsilon) inhibitor; Ribonucleoside-diphosphate reductase RR1 inhibitor,NOT_FETCHED,0.6505,True,0.942,True,6,4,6,1.2215,7.693,7.722,-0.029,0.029,0.7775,2.9766,200,8.0,8.0,-1.106,-0.8892,False,-1.1057,True,see per-line columns,True,0.0061,0.993,tolerant,NOT_FOUND,0,False,rpe1-essential(DepMap -1.1),False,benign thyroid gland neoplasm(0.335); type 2 diabetes mellitus(0.25); ovarian dysfunction(0.228); neurodegenerative disease(0.165); Wheezing(0.122),Tbio,PROTAC_degrader; small_molecule,True,"The yeast heterotetrameric GINS complex is made up of Sld5, Psf1 (GINS1; MIM 610608), Psf2 (GINS2; MIM 610609), and Psf3 (GINS3; MIM 610610). The formation of the GINS complex is essential for the initiation of DNA replication in yeast and Xenopus egg extracts (Ueno et al., 2005 [PubMed 16287864]). See GINS1 for additional information about the GINS complex.[supplied by OMIM, Mar 2008].",NOT_FOUND,GINS complex subunit Sld5,DNA Replication,1.1331,0.6,0.0497,0.5828,Undrugged; transcriptionally similar (cos=0.65); STRING-adjacent (score=0.94); same cluster 6 to approved/clinical target POLA1 [Enzyme; Transferase] → hypothesis: same target class as POLA1. CAUTION: essential in-line (min DepMap geneEffect=-1.11) → likely toxic to inhibit.,E[N]=7.69 vs anchor 7.72 (|Δ|=0.03); halt_conf=0.78. ACT axis redundant for target-class call in this line.
385,RPP40,RPS7,approved_target,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,NOT_FETCHED,0.7886,True,0.812,False,4,5,7,1.1946,7.806,7.983,-0.177,0.177,0.8183,5.8909,539,8.0,8.0,-1.375,-1.3746,True,-1.3725,True,see per-line columns,True,0.0,1.089,tolerant,NOT_FOUND,0,False,k562-essential(DepMap -1.4); rpe1-essential(DepMap -1.4),False,neurodegenerative disease(0.48); squamous cell carcinoma(0.114); basal cell carcinoma(0.114); keratinocyte carcinoma(0.114); neoplasm(0.076),Tbio,PROTAC_degrader,True,"Enables ribonuclease P RNA binding activity. Contributes to ribonuclease P activity. Involved in tRNA 5'-leader removal. Part of multimeric ribonuclease P complex. [provided by Alliance of Genome Resources, Apr 2022]",NOT_FOUND,Ribonuclease P protein subunit Rpp40,Metabolism of RNA,1.1322,0.6,0.048,0.5802,Undrugged; transcriptionally similar (cos=0.79); STRING-adjacent (score=0.81) to approved/clinical target RPS7 [Other cytosolic protein] → hypothesis: same target class as RPS7. CAUTION: essential in-line (min DepMap geneEffect=-1.38) → likely toxic to inhibit.,E[N]=7.81 vs anchor 7.98 (|Δ|=0.18); halt_conf=0.82. ACT axis redundant for target-class call in this line.
386,UTP15,RPS4X,approved_target,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,NOT_FETCHED,0.849,True,0.923,True,4,11,7,1.4105,7.971,7.981,-0.01,0.01,0.9438,8.5282,706,8.0,8.0,-2.277,-1.7132,True,-2.2772,True,see per-line columns,True,1.0,0.194,constrained,NOT_FOUND,0,False,k562-essential(DepMap -1.7); rpe1-essential(DepMap -2.3); LoF-constrained,False,neurodegenerative disease(0.354); Alzheimer disease(0.251); Parkinson disease(0.251); multiple sclerosis(0.251); lysosomal storage disease(0.251),Tbio,PROTAC_degrader; small_molecule,True,"Enables RNA binding activity. Involved in positive regulation of rRNA processing and positive regulation of transcription by RNA polymerase I. Located in endoplasmic reticulum and fibrillar center. [provided by Alliance of Genome Resources, Apr 2022]",NOT_FOUND,NOT_FOUND,Metabolism of RNA,1.3259,0.8,0.0499,0.5758,Undrugged; transcriptionally similar (cos=0.85); STRING-adjacent (score=0.92); same cluster 4 to approved/clinical target RPS4X [Other cytosolic protein] → hypothesis: same target class as RPS4X. CAUTION: essential in-line (min DepMap geneEffect=-2.28) → likely toxic to inhibit. LoF-constrained (systemic-inhibition risk).,E[N]=7.97 vs anchor 7.98 (|Δ|=0.01); halt_conf=0.94. ACT axis redundant for target-class call in this line.
387,CDT1,CHEK1,clinical_target,Enzyme; Kinase; Protein Kinase; CAMK protein kinase group; CAMK protein kinase CAMK1 family; CAMK protein kinase CHK1 subfamily,Serine/threonine-protein kinase Chk1 inhibitor,NOT_FETCHED,0.7589,True,0.934,True,6,9,6,1.3259,7.765,6.569,1.196,1.196,0.7415,5.1145,437,8.0,8.0,-2.66,-2.66,True,-2.0218,True,see per-line columns,True,0.0,1.737,tolerant,NOT_FOUND,0,False,k562-essential(DepMap -2.7); rpe1-essential(DepMap -2.0),False,Ear-patella-short stature syndrome(0.794); neurodegenerative disease(0.451); Meier-Gorlin syndrome(0.437); microcephalic primordial dwarfism(0.37); hereditary disease(0.194),Tbio,PROTAC_degrader; small_molecule,True,"The protein encoded by this gene is involved in the formation of the pre-replication complex that is necessary for DNA replication. The encoded protein can bind geminin, which prevents replication and may function to prevent this protein from initiating replication at inappropriate origins. Phosphorylation of this protein by cyclin A-dependent kinases results in degradation of the protein. [provided by RefSeq, Mar 2011].",NOT_FOUND,DNA replication factor Cdt1,DNA Replication; Cell Cycle,1.1391,0.6,0.0365,0.5756,Undrugged; transcriptionally similar (cos=0.76); STRING-adjacent (score=0.93); same cluster 6 to approved/clinical target CHEK1 [Enzyme; Kinase; Protein Kinase; CAMK protein kinase group; CAMK protein kinase CAMK1 family; CAMK protein kinase CHK1 subfamily] → hypothesis: same target class as CHEK1. CAUTION: essential in-line (min DepMap geneEffect=-2.66) → likely toxic to inhibit.,E[N]=7.76 vs anchor 6.57 (|Δ|=1.20); halt_conf=0.74. ACT axis redundant for target-class call in this line.
388,WDR43,RPS4X,approved_target,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,NOT_FETCHED,0.8298,True,0.954,True,4,12,7,1.4068,7.927,7.981,-0.054,0.054,0.8805,8.2126,688,8.0,8.0,-2.748,-2.14,True,-2.7479,True,see per-line columns,True,1.0,0.24,constrained,NOT_FOUND,0,False,k562-essential(DepMap -2.1); rpe1-essential(DepMap -2.7); LoF-constrained,False,breast carcinoma(0.282); triple-negative breast carcinoma(0.279); mood disorder(0.241); gout(0.237); luminal A breast carcinoma(0.231),Tbio,PROTAC_degrader; small_molecule,True,"Enables RNA binding activity. Involved in positive regulation of rRNA processing and positive regulation of transcription by RNA polymerase I. Located in fibrillar center. [provided by Alliance of Genome Resources, Apr 2022]",NOT_FOUND,U3 small nucleolar RNA-associated WD repeat-containing protein,Metabolism of RNA,1.316,0.8,0.0494,0.5654,Undrugged; transcriptionally similar (cos=0.83); STRING-adjacent (score=0.95); same cluster 4 to approved/clinical target RPS4X [Other cytosolic protein] → hypothesis: same target class as RPS4X. CAUTION: essential in-line (min DepMap geneEffect=-2.75) → likely toxic to inhibit. LoF-constrained (systemic-inhibition risk).,E[N]=7.93 vs anchor 7.98 (|Δ|=0.05); halt_conf=0.88. ACT axis redundant for target-class call in this line.
389,UBE3C,PSMD14,approved_target,Enzyme; Protease; Metallo protease; Metallo protease MP clan; Metallo protease M67 family; Metallo protease M67A subfamily,26S proteasome inhibitor,NOT_FETCHED,0.3617,True,0.885,False,3,5,8,0.8042,6.68,7.762,-1.082,1.082,0.3225,3.464,318,7.0,7.0,-0.039,0.1441,False,-0.0394,False,not_common_essential; mean_geneEffect=-0.022,False,1.0,0.427,constrained,NOT_FOUND,0,False,LoF-constrained,False,NOT_FOUND,Tbio,PROTAC_degrader,True,E3 ubiquitin-protein ligase that specifically catalyzes 'Lys-29'- and 'Lys-48'-linked polyubiquitin chains .,Enzyme; Transferase,Ubiquitin-protein ligase E3A/B/C-like,Immune System,0.7272,0.2,0.0378,0.565,Undrugged; moderate response similarity (cos=0.36); STRING-adjacent (score=0.89) to approved/clinical target PSMD14 [Enzyme; Protease; Metallo protease; Metallo protease MP clan; Metallo protease M67 family; Metallo protease M67A subfamily] → hypothesis: same target class as PSMD14. Not strongly essential in-line (min geneEffect=-0.04). LoF-constrained (systemic-inhibition risk).,E[N]=6.68 vs anchor 7.76 (|Δ|=1.08); halt_conf=0.32. ACT axis redundant for target-class call in this line.
390,RBM28,RPL7,approved_target,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,NOT_FETCHED,0.83,True,0.596,False,3,9,8,1.128,7.89,7.997,-0.107,0.107,0.9109,7.2685,599,8.0,8.0,-1.075,-0.5927,False,-1.0749,True,see per-line columns,True,0.0,0.904,tolerant,NOT_FOUND,0,False,rpe1-essential(DepMap -1.1),False,ANE syndrome(0.657); neurodegenerative disease(0.472); microcephaly(0.111); cancer(0.076); colorectal carcinoma(0.075),Tbio,PROTAC_degrader,True,"The protein encoded by this gene is a specific nucleolar component of the spliceosomal small nuclear ribonucleoprotein (snRNP)complexes . It specifically associates with U1, U2, U4, U5, and U6 small nuclear RNAs (snRNAs), possibly coordinating their transition through the nucleolus. Mutation in this gene causes alopecia, progressive neurological defects, and endocrinopathy (ANE syndrome), a pleiotropic and clinically heterogeneous disorder. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Oct 2009].",Unclassified protein,RRM MRD1 RNA Processing and Ribosome Biogenesis,Metabolism of RNA,1.1088,0.6,0.0488,0.5576,Undrugged; transcriptionally similar (cos=0.83); STRING-adjacent (score=0.60) to approved/clinical target RPL7 [Other cytosolic protein] → hypothesis: same target class as RPL7. CAUTION: essential in-line (min DepMap geneEffect=-1.07) → likely toxic to inhibit.,E[N]=7.89 vs anchor 8.00 (|Δ|=0.11); halt_conf=0.91. ACT axis redundant for target-class call in this line.
391,NOL6,RPS4X,approved_target,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,NOT_FETCHED,0.8212,True,0.96,True,4,16,7,1.4012,7.779,7.981,-0.202,0.202,0.7885,6.8523,576,8.0,8.0,-1.436,-1.2517,True,-1.4357,True,see per-line columns,True,1.0,0.34,constrained,NOT_FOUND,0,False,k562-essential(DepMap -1.3); rpe1-essential(DepMap -1.4); LoF-constrained,False,hidradenitis(0.122); neurodegenerative disease(0.119); response to xenobiotic stimulus(0.103); hepatocellular carcinoma(0.054); gastric cancer(0.036),Tbio,PROTAC_degrader; small_molecule,True,"The nucleolus is a dense subnuclear membraneless organelle that assembles around clusters of rRNA genes and functions in ribosome biogenesis. This gene encodes a nucleolar RNA-associated protein that is highly conserved between species. RNase treatment of permeabilized cells indicates that the nucleolar localization is RNA dependent. Further studies suggest that the protein is associated with ribosome biogenesis through an interaction with pre-rRNA primary transcripts. Alternative splicing has been observed at this locus and two splice variants encoding distinct isoforms have been identified. [provided by RefSeq, Jul 2008].",NOT_FOUND,NOL6/Upt22,Metabolism of RNA,1.3092,0.8,0.0477,0.5569,Undrugged; transcriptionally similar (cos=0.82); STRING-adjacent (score=0.96); same cluster 4 to approved/clinical target RPS4X [Other cytosolic protein] → hypothesis: same target class as RPS4X. CAUTION: essential in-line (min DepMap geneEffect=-1.44) → likely toxic to inhibit. LoF-constrained (systemic-inhibition risk).,E[N]=7.78 vs anchor 7.98 (|Δ|=0.20); halt_conf=0.79. ACT axis redundant for target-class call in this line.
392,RBM10,NDUFAB1,approved_target,Enzyme; Oxidoreductase,Mitochondrial complex I (NADH dehydrogenase) inhibitor; Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,NOT_FETCHED,0.5059,False,0.0,True,5,2,8,0.6059,6.725,6.689,0.036,0.036,0.3111,2.2409,113,8.0,8.0,0.004,0.2646,False,0.0041,False,not_common_essential; mean_geneEffect=-0.467,False,1.0,0.0559,constrained,NOT_FOUND,0,False,LoF-constrained,False,NOT_FOUND,Tbio,PROTAC_degrader,True,Binds to ssRNA containing the consensus sequence 5'-AGGUAA-3' .,NOT_FOUND,Nucleotide-binding alpha-beta plait domain superfamily; RNA-binding domain superfamily,Disease; Metabolism of RNA,0.7059,0.2,0.0496,0.5555,Undrugged; transcriptionally similar (cos=0.51); same cluster 5 to approved/clinical target NDUFAB1 [Enzyme; Oxidoreductase] → hypothesis: same target class as NDUFAB1. Not strongly essential in-line (min geneEffect=0.00). LoF-constrained (systemic-inhibition risk).,E[N]=6.72 vs anchor 6.69 (|Δ|=0.04); halt_conf=0.31. ACT axis redundant for target-class call in this line.
393,CDC45,POLA1,approved_target,Enzyme; Transferase,DNA polymerase (alpha/delta/epsilon) inhibitor; Ribonucleoside-diphosphate reductase RR1 inhibitor,NOT_FETCHED,0.6309,True,0.964,True,6,7,6,1.2129,6.399,7.722,-1.323,1.323,0.2611,3.95,388,8.0,8.0,-2.646,-2.3914,True,-2.646,True,see per-line columns,True,0.0,0.77,tolerant,NOT_FOUND,0,False,k562-essential(DepMap -2.4); rpe1-essential(DepMap -2.6),False,Ear-patella-short stature syndrome(0.804); hereditary disease(0.195); microcephaly(0.111); hepatocellular carcinoma(0.111); androgen insensitivity syndrome(0.111),Tbio,PROTAC_degrader; small_molecule,True,"The protein encoded by this gene was identified by its strong similarity with Saccharomyces cerevisiae Cdc45, an essential protein required to the initiation of DNA replication. Cdc45 is a member of the highly conserved multiprotein complex including Cdc6/Cdc18, the minichromosome maintenance proteins (MCMs) and DNA polymerase, which is important for early steps of DNA replication in eukaryotes. This protein has been shown to interact with MCM7 and DNA polymerase alpha. Studies of the similar gene in Xenopus suggested that this protein play a pivotal role in the loading of DNA polymerase alpha onto chromatin. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Jul 2013].",Other nuclear protein,CDC45,Cell Cycle; DNA Replication,1.1201,0.6,0.035,0.5551,Undrugged; transcriptionally similar (cos=0.63); STRING-adjacent (score=0.96); same cluster 6 to approved/clinical target POLA1 [Enzyme; Transferase] → hypothesis: same target class as POLA1. CAUTION: essential in-line (min DepMap geneEffect=-2.65) → likely toxic to inhibit.,E[N]=6.40 vs anchor 7.72 (|Δ|=1.32); halt_conf=0.26. ACT axis redundant for target-class call in this line.
394,TAF12,RPS27A,approved_target,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,NOT_FETCHED,0.4787,True,0.559,False,7,2,1,0.7582,4.29,7.979,-3.689,3.689,0.6652,6.9455,679,4.0,4.0,-0.834,-0.8339,False,-0.7978,False,common_essential; mean_geneEffect=-0.621,False,0.9974,0.375,constrained,NOT_FOUND,0,False,LoF-constrained,False,acute myeloid leukemia(0.009),Tbio,PROTAC_degrader; small_molecule,True,The TFIID basal transcription factor complex plays a major role in the initiation of RNA polymerase II (Pol II)-dependent transcription .,NOT_FOUND,Transcription initiation factor TFIID subunit 12,Chromatin organization; Disease; Gene expression (Transcription),0.7464,0.2,0.0083,0.5547,Undrugged; moderate response similarity (cos=0.48); STRING-adjacent (score=0.56) to approved/clinical target RPS27A [Other cytosolic protein] → hypothesis: same target class as RPS27A. Not strongly essential in-line (min geneEffect=-0.83). LoF-constrained (systemic-inhibition risk).,E[N]=4.29 vs anchor 7.98 (|Δ|=3.69); halt_conf=0.67. ACT axis redundant for target-class call in this line.
395,YTHDC1,PSMC5,approved_target,Enzyme,26S proteasome inhibitor,APPROVED: BORTEZOMIB; BORTEZOMIB D-MANNITOL; CARFILZOMIB; IXAZOMIB; IXAZOMIB CITRATE | CANDIDATES: OPROZOMIB[P2],0.505,False,0.0,True,2,0,11,0.605,7.555,7.702,-0.147,0.147,0.6587,5.7388,564,7.5,7.25,-0.366,-0.366,False,-0.3327,False,see per-line columns,False,1.0,0.184,constrained,NOT_FOUND,0,False,LoF-constrained,False,neurodegenerative disease(0.476); alcohol drinking(0.217); urinary bladder cancer(0.104); urinary bladder carcinoma(0.104); systemic lupus erythematosus(0.101),Tbio,PROTAC_degrader; antibody; small_molecule,True,"Enables N6-methyladenosine-containing RNA binding activity. Involved in mRNA export from nucleus; mRNA splice site selection; and regulation of gene expression. Located in nuclear speck and plasma membrane. [provided by Alliance of Genome Resources, Apr 2022]",Unclassified protein,YTH domain containing protein,Metabolism of RNA,0.705,0.2,0.0483,0.5533,Undrugged; transcriptionally similar (cos=0.51); same cluster 2 to approved/clinical target PSMC5 [Enzyme] → hypothesis: same target class as PSMC5. Not strongly essential in-line (min geneEffect=-0.37). LoF-constrained (systemic-inhibition risk).,E[N]=7.55 vs anchor 7.70 (|Δ|=0.15); halt_conf=0.66. ACT axis redundant for target-class call in this line.
396,MLLT6,POLA1,approved_target,Enzyme; Transferase,DNA polymerase (alpha/delta/epsilon) inhibitor; Ribonucleoside-diphosphate reductase RR1 inhibitor,NOT_FETCHED,0.5167,False,0.0,True,6,1,6,0.6167,6.158,7.722,-1.564,1.564,0.2327,2.8518,191,8.0,8.0,-0.111,-0.0645,False,-0.1109,False,not_common_essential; mean_geneEffect=-0.106,False,1.0,0.327,constrained,NOT_FOUND,0,False,LoF-constrained,False,acute myeloid leukemia(0.28); hereditary neutrophilia(0.051),Tdark,PROTAC_degrader,True,Involved in the stimulation of renal sodium reabsorption mediated by the epithelial sodium channel (ENaC) .,NOT_FOUND,Histone Modification Regulator,NOT_FOUND,0.7167,0.2,0.0323,0.549,Undrugged; transcriptionally similar (cos=0.52); same cluster 6 to approved/clinical target POLA1 [Enzyme; Transferase] → hypothesis: same target class as POLA1. Not strongly essential in-line (min geneEffect=-0.11). LoF-constrained (systemic-inhibition risk).,E[N]=6.16 vs anchor 7.72 (|Δ|=1.56); halt_conf=0.23. ACT axis redundant for target-class call in this line.
397,KIN,RPL26,approved_target,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,NOT_FETCHED,0.9187,False,0.0,True,3,0,8,1.0187,5.981,7.991,-2.01,2.01,0.2546,6.6203,567,8.0,8.0,-1.227,-1.0154,True,-1.227,True,see per-line columns,True,0.008,0.782,tolerant,NOT_FOUND,0,False,k562-essential(DepMap -1.0); rpe1-essential(DepMap -1.2),False,Parkinson disease(0.275); Alzheimer disease(0.274); multiple sclerosis(0.274); neurodegenerative disease(0.274); lysosomal storage disease(0.274),Tbio,PROTAC_degrader; small_molecule,True,"The protein encoded by this gene is a nuclear protein that forms intranuclear foci during proliferation and is redistributed in the nucleoplasm during the cell cycle. Short-wave ultraviolet light provokes the relocalization of the protein, suggesting its participation in the cellular response to DNA damage. Originally selected based on protein-binding with RecA antibodies, the mouse protein presents a limited similarity with a functional domain of the bacterial RecA protein, a characteristic shared by this human ortholog. Alternative splicing of this gene results in multiple transcript variants. [provided by RefSeq, Jan 2012].",NOT_FOUND,KIN17-like protein,Metabolism of proteins,1.1187,0.6,0.0273,0.546,Undrugged; transcriptionally similar (cos=0.92); same cluster 3 to approved/clinical target RPL26 [Other cytosolic protein] → hypothesis: same target class as RPL26. CAUTION: essential in-line (min DepMap geneEffect=-1.23) → likely toxic to inhibit.,E[N]=5.98 vs anchor 7.99 (|Δ|=2.01); halt_conf=0.25. ACT axis redundant for target-class call in this line.
398,MRPL3,NDUFAB1,approved_target,Enzyme; Oxidoreductase,Mitochondrial complex I (NADH dehydrogenase) inhibitor; Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,NOT_FETCHED,0.6088,True,0.989,True,5,35,8,1.2033,5.779,6.689,-0.91,0.91,0.4205,3.0551,196,6.5,5.75,-1.221,-1.2206,True,-0.1035,False,not_common_essential; mean_geneEffect=-0.481,True,0.0,1.403,tolerant,NOT_FOUND,0,False,k562-essential(DepMap -1.2),False,cutaneous lupus erythematosus(0.294),Tbio,PROTAC_degrader; small_molecule,True,Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes and help in protein synthesis within the mitochondrion. Mitochondrial ribosomes (mitoribosomes) consist of a small 28S subunit and a large 39S subunit. They have an estimated 75% protein to rRNA composition compared to prokaryot,NOT_FOUND,"Large ribosomal subunit protein uL3; Large ribosomal subunit protein uL3, bacteria/organella",Metabolism of proteins,1.1055,0.6,0.0397,0.5452,Undrugged; transcriptionally similar (cos=0.61); STRING-adjacent (score=0.99); same cluster 5 to approved/clinical target NDUFAB1 [Enzyme; Oxidoreductase] → hypothesis: same target class as NDUFAB1. CAUTION: essential in-line (min DepMap geneEffect=-1.22) → likely toxic to inhibit.,E[N]=5.78 vs anchor 6.69 (|Δ|=0.91); halt_conf=0.42. ACT axis redundant for target-class call in this line.
399,NVL,RPL23A,approved_target,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,APPROVED: ATALUREN | CANDIDATES: CITATUZUMAB BOGATOX[P1]; ELX-02[P2]; MT-3724[P2]; ZOLIMOMAB ARITOX[P2],0.8471,True,0.48,False,3,2,8,1.0871,7.908,7.997,-0.089,0.089,0.9122,7.5348,623,8.0,8.0,-1.55,-1.5504,True,-1.4059,True,see per-line columns,True,0.0,0.892,tolerant,NOT_FOUND,0,False,k562-essential(DepMap -1.6); rpe1-essential(DepMap -1.4),False,neurodegenerative disease(0.459); Alzheimer disease(0.37); multiple sclerosis(0.37); Parkinson disease(0.37); lysosomal storage disease(0.37),Tbio,PROTAC_degrader; small_molecule,True,"This gene encodes a member of the AAA (ATPases associated with diverse cellular activities) superfamily. Multiple transcript variants encoding different isoforms have been found for this gene. Two encoded proteins, described as major and minor isoforms, have been localized to distinct regions of the nucleus. The largest encoded protein (major isoform) has been localized to the nucleolus and shown to participate in ribosome biosynthesis (PMID: 15469983, 16782053), while the minor isoform has been localized to the nucleoplasmin. [provided by RefSeq, Aug 2011].",NOT_FOUND,AAA ATPase domain-containing protein,NOT_FOUND,1.0911,0.6,0.049,0.5401,Undrugged; transcriptionally similar (cos=0.85); STRING-adjacent (score=0.48) to approved/clinical target RPL23A [Other cytosolic protein] → hypothesis: same target class as RPL23A. CAUTION: essential in-line (min DepMap geneEffect=-1.55) → likely toxic to inhibit.,E[N]=7.91 vs anchor 8.00 (|Δ|=0.09); halt_conf=0.91. ACT axis redundant for target-class call in this line.
400,WARS,PSMC5,approved_target,Enzyme,26S proteasome inhibitor,APPROVED: BORTEZOMIB; BORTEZOMIB D-MANNITOL; CARFILZOMIB; IXAZOMIB; IXAZOMIB CITRATE | CANDIDATES: OPROZOMIB[P2],0.5055,False,0.0,True,2,0,11,0.6055,6.337,7.702,-1.365,1.365,0.2963,5.4513,534,7.0,7.0,,,False,,False,,False,0.9975,0.456,constrained,NOT_FOUND,0,False,LoF-constrained,False,,,,False,,Enzyme; Ligase,,,0.7055,0.2,0.0346,0.5401,Undrugged; transcriptionally similar (cos=0.51); same cluster 2 to approved/clinical target PSMC5 [Enzyme] → hypothesis: same target class as PSMC5. Per-line essentiality unknown. LoF-constrained (systemic-inhibition risk).,E[N]=6.34 vs anchor 7.70 (|Δ|=1.36); halt_conf=0.30. ACT axis redundant for target-class call in this line.
