candidate,n_lines,lines,mean_score_pct,best_rank,mean_response_cosine,anchor_class_mode,anchor_class_consistency,anchors,mean_delta_E_N,any_tox_essential,all_tox_essential,recurrence_note
LSG1,4,"hepg2,jurkat,k562,rpe1",0.9899537707792074,1,0.8592333333333334,Other cytosolic protein,1.0,RPL26;RPL24;RPL8,-0.0424999999999999,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
RFC4,4,"hepg2,jurkat,k562,rpe1",0.9750860715651976,1,0.6759666666666666,Enzyme,0.25,CHEK1;POLD3;POLD1;PRIM1,0.7304999999999999,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
DDX52,4,"hepg2,jurkat,k562,rpe1",0.9607786177237024,7,0.8311999999999999,Other cytosolic protein,1.0,RPS7;RPS14;RPS12;RPS6,-0.1345,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
TEX10,4,"hepg2,jurkat,k562,rpe1",0.936200631039938,31,0.8906000000000001,Other cytosolic protein,1.0,RPL26;RPL24,-0.0555,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
DIMT1,4,"hepg2,jurkat,k562,rpe1",0.930797182341418,14,0.8695,Other cytosolic protein,1.0,RPS7;RPS13;RPS12,-0.1585,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
RCL1,4,"hepg2,jurkat,k562,rpe1",0.928966448418208,4,0.8952333333333332,Other cytosolic protein,1.0,RPS7;RPS13;RPS12;RPS19,-0.01,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
NOM1,4,"hepg2,jurkat,k562,rpe1",0.9263529926911764,40,0.7480333333333333,Other cytosolic protein,0.75,RPS6;RPS27;RPLP0,-0.313,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
NOC3L,4,"hepg2,jurkat,k562,rpe1",0.9143180394761,9,0.8724,Other cytosolic protein,1.0,RPL26;RPL23A,-0.0535,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
COX5A,4,"hepg2,jurkat,k562,rpe1",0.9110851045021722,3,0.4853333333333333,Enzyme; Oxidoreductase,1.0,NDUFAB1;NDUFB8,-0.55,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MIOS,4,"hepg2,jurkat,k562,rpe1",0.897987781309599,16,0.4785333333333333,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,0.75,MTOR,-0.5325,False,False,non_essential(safety-pass)
EIF2B1,4,"hepg2,jurkat,k562,rpe1",0.8817025808555257,52,0.6878000000000001,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,0.3333333333333333,NDUFA3;MTOR;NDUFA6;RPS6,-0.2625,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
GINS4,4,"hepg2,jurkat,k562,rpe1",0.8798207649477721,3,0.6661999999999999,Enzyme; Transferase,0.6666666666666666,POLA1;RBX1;POLE,-0.4545,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
NLE1,4,"hepg2,jurkat,k562,rpe1",0.8702629131016625,20,0.8426666666666667,Other cytosolic protein,1.0,RPL23A;RPL5;RPL24,-0.041,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MCM6,4,"hepg2,jurkat,k562,rpe1",0.8006691947165171,10,0.7322666666666667,Enzyme; Transferase,0.5,POLA1;RBX1;POLD1;PRIM1,0.55,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MARS,4,"hepg2,jurkat,k562,rpe1",0.7894762474752852,47,0.6695333333333333,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,0.5,PSMC5;MTOR,0.0725,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
IARS,4,"hepg2,jurkat,k562,rpe1",0.775750811805375,58,0.6341666666666667,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,0.5,PSMB5;MTOR,0.6605,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
BTF3,4,"hepg2,jurkat,k562,rpe1",0.7524091066611471,117,0.6091333333333333,Other cytosolic protein,1.0,RPL26;RPS12;RPL27A,-0.834,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
TTI1,4,"hepg2,jurkat,k562,rpe1",0.7430867582089499,2,0.5483666666666667,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,0.75,MTOR,0.0385,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
COQ4,4,"hepg2,jurkat,k562,rpe1",0.7426743554977475,117,0.5416333333333333,Enzyme; Kinase,0.25,NDUFA6;MTOR;RPS13,-0.8949999999999999,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
SMC6,4,"hepg2,jurkat,k562,rpe1",0.7383564118490845,38,0.4958,Enzyme; Isomerase,0.3333333333333333,ATR;HDAC7;POLE;TOP1,-0.003,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MMS19,4,"hepg2,jurkat,k562,rpe1",0.7353560207699176,32,0.4512,Enzyme; Transferase,0.5,POLD1;MTOR;POLD2,0.028,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
EPRS,4,"hepg2,jurkat,k562,rpe1",0.732898735357912,48,0.6942333333333334,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,0.5,PSMC5;MTOR,0.266,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
URM1,4,"hepg2,jurkat,k562,rpe1",0.7316868172747433,60,0.3940666666666666,Other cytosolic protein,0.6666666666666666,FAU;MTOR;NDUFB4,-1.187,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
ISCA2,4,"hepg2,jurkat,k562,rpe1",0.7315629259641474,83,0.3930333333333333,Enzyme; Aminoacyltransferase,0.5,NDUFB4;RBX1,1.5025,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MNAT1,4,"hepg2,jurkat,k562,rpe1",0.7277096609949941,46,0.4716333333333333,Enzyme; Aminoacyltransferase,0.6666666666666666,RBX1;FYN;POLE,-0.7444999999999999,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
UFM1,4,"hepg2,jurkat,k562,rpe1",0.7237130880419534,88,0.3874666666666666,Other cytosolic protein,1.0,FAU;RPL26,-1.115,False,False,non_essential(safety-pass)
MRPL51,4,"hepg2,jurkat,k562,rpe1",0.7168115306760413,23,0.3851333333333333,Enzyme; Oxidoreductase,1.0,NDUFAB1;NDUFB4;NDUFB10,-0.386,False,False,non_essential(safety-pass)
EXOC7,4,"hepg2,jurkat,k562,rpe1",0.7164483307820445,91,0.6685666666666666,Other cytosolic protein,0.6666666666666666,RPS4X;TYK2;POLE;RPS19,-2.694,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
DAP3,4,"hepg2,jurkat,k562,rpe1",0.7114507983546395,58,0.2028666666666666,Other cytosolic protein,0.6666666666666666,NDUFAB1;RPS20;NDUFA6;RPL23,-1.3765,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MRPL36,4,"hepg2,jurkat,k562,rpe1",0.7062279326423646,6,0.405,Enzyme; Oxidoreductase,0.6666666666666666,NDUFAB1;NDUFA6;RPL23,-1.0145,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
SEH1L,4,"hepg2,jurkat,k562,rpe1",0.7050062601253643,1,0.6613333333333333,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,0.75,MTOR,-0.5609999999999999,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
HAUS8,4,"hepg2,jurkat,k562,rpe1",0.7022494776092285,68,0.4661333333333333,Structural protein,0.75,TUBB;RPS15A;TUBA1B,0.247,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
DHX16,4,"hepg2,jurkat,k562,rpe1",0.7008864770064183,70,0.5210333333333333,Enzyme; Ligase,0.25,RPL24;NDUFV2;FNTA;GART,-0.782,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
TSR2,4,"hepg2,jurkat,k562,rpe1",0.6939856712940322,178,0.8605999999999999,Other cytosolic protein,0.6666666666666666,RPS28;RPS26;RPS12,0.012,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
WDHD1,4,"hepg2,jurkat,k562,rpe1",0.6873258682785395,28,0.5352666666666667,Enzyme; Transferase,0.75,POLA1;RBX1;POLD1,-0.463,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
EXOSC3,4,"hepg2,jurkat,k562,rpe1",0.6873066660388929,66,0.6841333333333334,Other cytosolic protein,1.0,RPS7;RPS27;RPS6,-0.3314999999999999,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
XRCC2,4,"hepg2,jurkat,k562,rpe1",0.6838812995236236,132,0.2214333333333333,NOT_FOUND,0.5,RPS27A;SEM1,0.9695,False,False,non_essential(safety-pass)
NOLC1,4,"hepg2,jurkat,k562,rpe1",0.6664848996034566,86,0.6616666666666666,Other cytosolic protein,0.75,XPO1;RPS6;RPS23,-0.0245,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
NSMCE2,4,"hepg2,jurkat,k562,rpe1",0.6615104705783026,69,0.2982666666666667,Enzyme; Isomerase,0.5,CCDC6;TOP1;MTOR,-0.0809999999999999,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
RPUSD4,4,"hepg2,jurkat,k562,rpe1",0.6575049246994447,89,0.4303666666666667,Other cytosolic protein,0.6666666666666666,RPL23;NDUFAB1;NDUFA6,-1.3239999999999998,False,False,non_essential(safety-pass)
DDX27,4,"hepg2,jurkat,k562,rpe1",0.6481434171724255,219,0.8556333333333334,Other cytosolic protein,1.0,RPL26;RPL24;RPL10A,-0.0375,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
UXS1,4,"hepg2,jurkat,k562,rpe1",0.6423883830191744,138,0.0937,Other cytosolic protein,1.0,FAU;RPS11,-1.1125,False,False,non_essential(safety-pass)
MRPS10,4,"hepg2,jurkat,k562,rpe1",0.6143318696821389,35,0.2512333333333333,Enzyme; Oxidoreductase,0.5,NDUFAB1;RPL23A;NDUFB8;FAU,-0.731,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
TMX2,4,"hepg2,jurkat,k562,rpe1",0.6085019650631107,170,0.6017,Enzyme; Isomerase,0.3333333333333333,POLA1;TYK2;POLE;TOP1,-1.879,False,False,non_essential(safety-pass)
FAM207A,4,"hepg2,jurkat,k562,rpe1",0.5918957801659167,168,-0.0686333333333333,Other cytosolic protein,1.0,RPS27;RPS15A;RPS11;FAU,-1.5595,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
EDC4,4,"hepg2,jurkat,k562,rpe1",0.5666323022870605,173,0.4385666666666667,Other cytosolic protein,0.5,RPS12;RBX1;RPS23;POLD2,0.824,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
DRG1,4,"hepg2,jurkat,k562,rpe1",0.5619472960986991,172,-0.0485666666666666,Other cytosolic protein,0.5,RPLP0;RPL8;NDUFB6;RPL23A,-1.882,False,False,non_essential(safety-pass)
CHORDC1,4,"hepg2,jurkat,k562,rpe1",0.560891984401328,158,0.3493333333333333,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,0.3333333333333333,RPS4X;MTOR;NDUFA8;HDAC7,-1.5085,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
COPS8,4,"hepg2,jurkat,k562,rpe1",0.546725254888764,135,0.3701999999999999,Enzyme; Aminoacyltransferase,0.75,RBX1;PSMD13,1.512,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
EXOSC2,4,"hepg2,jurkat,k562,rpe1",0.5452204791364197,293,0.6263333333333333,Other cytosolic protein,1.0,RPS7;RPS27;RPS6,-0.148,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
WDR83OS,4,"hepg2,jurkat,k562,rpe1",0.5409311032778266,161,0.1315333333333333,Structural protein,0.5,PLK1;TUBB2A;ATP1A1,-0.3409999999999999,False,False,non_essential(safety-pass)
TOP3A,4,"hepg2,jurkat,k562,rpe1",0.5401724532296002,231,0.3995666666666667,Enzyme,0.3333333333333333,ATR;SEM1;RPS4X;POLD2,1.226,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
EXOSC4,4,"hepg2,jurkat,k562,rpe1",0.5300844977671177,263,0.6397,Other cytosolic protein,1.0,RPS4X;RPS7;RPS27;RPS6,-0.294,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
NCAPH2,4,"hepg2,jurkat,k562,rpe1",0.5291792197399542,216,0.6671999999999999,Enzyme; Aminoacyltransferase,0.3333333333333333,RPL26;RBX1;NDUFB3;HDAC7,-0.837,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
CUL1,4,"hepg2,jurkat,k562,rpe1",0.5256907150686931,236,0.2375,Enzyme; Aminoacyltransferase,0.3333333333333333,GSK3B;PSMD4;TUBA1B;RBX1,1.4205,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
NPLOC4,4,"hepg2,jurkat,k562,rpe1",0.5092673405809627,327,0.612,Enzyme,0.3333333333333333,PSMC5;PSMD4;MTOR;RPS27A,-0.537,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
YEATS2,4,"hepg2,jurkat,k562,rpe1",0.501745909619111,313,0.3859999999999999,Enzyme; Isomerase,0.25,PLK1;TOP1;RPS21;RPL36A,0.2124999999999999,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MRPL27,4,"hepg2,jurkat,k562,rpe1",0.4884412726855082,364,0.4272333333333333,Enzyme; Oxidoreductase,0.5,NDUFAB1;MTOR;RPL23A,-1.189,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
GLRX5,4,"hepg2,jurkat,k562,rpe1",0.4747980144666609,78,0.2597,Enzyme; Kinase; Protein Kinase; Other protein kinase group; Other protein kinase PLK family,0.3333333333333333,PLK1;NDUFAB1;NDUFB4;PTK2,-0.3785,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
TBCB,4,"hepg2,jurkat,k562,rpe1",0.4710206943252727,221,0.4599333333333333,Structural protein,0.6666666666666666,TUBA1B;TYK2;POLE;TUBB2A,-0.7669999999999999,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
GFM1,4,"hepg2,jurkat,k562,rpe1",0.4697263139665626,209,0.3739,Other cytosolic protein,0.5,NDUFS3;RPS20;MTOR;FAU,-0.8594999999999999,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
LETM1,4,"hepg2,jurkat,k562,rpe1",0.4684611956676459,95,0.5617333333333333,Enzyme; Oxidoreductase,0.6666666666666666,NDUFAB1;NDUFA6;RPL23,-0.0925,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
LRR1,4,"hepg2,jurkat,k562,rpe1",0.4678340113344953,251,0.5341333333333333,Enzyme; Aminoacyltransferase,0.5,CHEK1;RBX1;POLD1,1.835,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
THAP1,4,"hepg2,jurkat,k562,rpe1",0.4474231037051812,169,0.6520666666666667,Enzyme,0.25,PSMB2;TYK2;PSMD13,0.5714999999999999,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
EIF2B2,4,"hepg2,jurkat,k562,rpe1",0.4380703385282068,355,0.6283333333333334,Unclassified protein,0.5,PSMA3;MTOR,0.0459999999999999,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
PNN,4,"hepg2,jurkat,k562,rpe1",0.4190451312917591,198,0.5821999999999999,Enzyme,0.5,FNTA;SEM1;POLD2,-0.2504999999999999,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
PRELID1,4,"hepg2,jurkat,k562,rpe1",0.4087986398088606,256,0.6954666666666666,Enzyme,0.3333333333333333,PSMC5;MTOR;NDUFA6;RPL24,-0.1475,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
TARS2,4,"hepg2,jurkat,k562,rpe1",0.4046160279001211,95,0.2207333333333333,Other cytosolic protein,0.5,NDUFA3;RPS14;NDUFB10;RPS13,-1.5795,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
IPO7,4,"hepg2,jurkat,k562,rpe1",0.3998515457593536,28,0.6552666666666667,Other cytosolic protein,0.5,XPO1;RPL23A;MTOR;FAU,-0.185,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
NKAP,4,"hepg2,jurkat,k562,rpe1",0.399411007166603,243,0.4329666666666666,Epigenetic regulator; Eraser; Histone deacetylase; HDAC class I,0.5,RPL24;HDAC3;FNTA,-0.7,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
PHB2,4,"hepg2,jurkat,k562,rpe1",0.3861509916011064,294,0.5973333333333334,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,0.5,RPL4;MTOR;RPL27A,0.0249999999999999,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
CHMP7,4,"hepg2,jurkat,k562,rpe1",0.3828871266985952,259,0.2858666666666666,Other cytosolic protein,0.5,RPS27A;TUBB2A;FNTA,-1.837,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
SUPT16H,4,"hepg2,jurkat,k562,rpe1",0.3818155819181142,203,0.5308333333333333,Enzyme; Transferase,0.6666666666666666,POLA1;TOP1;PRIM1,-1.4205,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
PMPCA,4,"hepg2,jurkat,k562,rpe1",0.3793369531187462,285,0.5031333333333333,Enzyme; Kinase,0.3333333333333333,NDUFA6;MTOR;NDUFV2,0.4815,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
TRAPPC11,4,"hepg2,jurkat,k562,rpe1",0.3752854472015601,199,0.4668333333333334,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,0.3333333333333333,NDUFB4;MTOR;POLE;RPL5,-1.1,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
COX10,4,"hepg2,jurkat,k562,rpe1",0.3726810591183501,208,0.2907666666666667,Enzyme; Oxidoreductase,1.0,NDUFS3;NDUFAB1;NDUFA6;NDUFV2,-0.772,True,False,essential_in_some_lines
MRPL39,4,"hepg2,jurkat,k562,rpe1",0.3683238600087429,370,0.3469666666666666,Enzyme; Oxidoreductase,0.6666666666666666,NDUFAB1;NDUFA6;RPS13,-1.507,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
SRF,4,"hepg2,jurkat,k562,rpe1",0.3602342814712607,353,0.1704666666666666,Epigenetic regulator; Eraser; Histone deacetylase; HDAC class I,0.6666666666666666,GSK3B;HDAC3;NDUFAF3,1.6735,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
NAA25,4,"hepg2,jurkat,k562,rpe1",0.3586890400355337,163,0.5691999999999999,Other cytosolic protein,0.6666666666666666,RPS21;DNMT1;POLE;RPL35,-0.837,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
CD2BP2,4,"hepg2,jurkat,k562,rpe1",0.3485069954412226,301,0.1966666666666666,Enzyme; Kinase; Protein Kinase; TK protein kinase group; Tyrosine protein kinase Src family,0.25,NDUFA6;FYN;FNTA;HDAC7,-0.996,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
YARS2,4,"hepg2,jurkat,k562,rpe1",0.3284522235069101,441,0.4124,Enzyme; Oxidoreductase,0.75,NDUFAB1;NDUFB10;RPS3,-0.82,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
PPRC1,4,"hepg2,jurkat,k562,rpe1",0.326646496880058,479,0.3728333333333333,Other cytosolic protein,0.75,RPS4X;TOP1;RPS21;RPS13,-0.564,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MANF,4,"hepg2,jurkat,k562,rpe1",0.3157210979857025,260,0.1339666666666666,Enzyme,0.25,PSMC1;PPIA;HDAC3;GART,-1.421,False,False,non_essential(safety-pass)
FNBP4,4,"hepg2,jurkat,k562,rpe1",0.3113631051253804,391,0.4714666666666667,Enzyme,0.3333333333333333,PLK1;SEM1;FNTA;POLD2,0.6479999999999999,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
GSPT1,4,"hepg2,jurkat,k562,rpe1",0.3112058156693155,322,0.5614666666666667,Other cytosolic protein,0.75,RPL24;RPS20;MTOR,-0.5045,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
GRPEL1,4,"hepg2,jurkat,k562,rpe1",0.3101377284553627,464,0.5542666666666666,Enzyme; Ligase,0.3333333333333333,NDUFB8;NDUFA11;RPL24;GART,0.385,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
SPCS3,4,"hepg2,jurkat,k562,rpe1",0.3051362990919679,237,0.1746666666666666,Other cytosolic protein,0.75,RPS21;RPS7;NDUFS3;RPL5,-0.272,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
CCNH,4,"hepg2,jurkat,k562,rpe1",0.2737092903573875,401,0.5295666666666666,Enzyme; Aminoacyltransferase,0.3333333333333333,CHEK1;TYK2;POLE;RBX1,-0.3239999999999998,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
PMF1,4,"hepg2,jurkat,k562,rpe1",0.2684991031989713,474,0.7286666666666667,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family,0.3333333333333333,ATR;DNMT1;POLE;PRIM1,-0.5045,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
EIF2B3,4,"hepg2,jurkat,k562,rpe1",0.2635051663628075,480,0.7075333333333332,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,0.5,PSMC5;MTOR,0.3,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
TRNT1,4,"hepg2,jurkat,k562,rpe1",0.2559460396466229,349,0.5214,Enzyme,0.3333333333333333,PSMC5;MTOR;NDUFB4;RPL24,-0.7475,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
NRBP1,4,"hepg2,jurkat,k562,rpe1",0.2020817140148285,488,0.5109333333333334,Other cytosolic protein,0.5,XPO1;TYK2;RPS27;RPS19,-0.8664999999999999,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
ZFC3H1,4,"hepg2,jurkat,k562,rpe1",0.1997261712728351,339,0.2188,Enzyme; Kinase,0.25,PPP2CA;RPS7;MTOR;POLD1,-0.5215,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
DCTN6,4,"hepg2,jurkat,k562,rpe1",0.1660227695752393,475,0.5811000000000001,Enzyme,0.6666666666666666,POLA1;RPL41;PSMD13;POLD2,0.687,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
PET117,4,"hepg2,jurkat,k562,rpe1",0.1609965083199933,540,0.3865333333333333,Other cytosolic protein,0.75,RPS4X;TOP1;RPS21;RPS13,-1.0135,True,False,essential_in_some_lines
ALG13,4,"hepg2,jurkat,k562,rpe1",0.1493092272026168,376,0.3924333333333332,Enzyme; Oxidoreductase,0.5,ATR;MTOR;NDUFB8;NDUFB10,0.047,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MAX,4,"hepg2,jurkat,k562,rpe1",0.1491802970003914,461,0.3406666666666667,Enzyme; Kinase; Protein Kinase; TK protein kinase group; Tyrosine protein kinase JakA family,0.3333333333333333,E2F6;TYK2;POLE;RPS13,-0.0895,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
PGS1,4,"hepg2,jurkat,k562,rpe1",0.120604202131648,449,0.2694666666666667,Enzyme; Aminoacyltransferase,0.5,ATR;CCDC6;NDUFB4;RBX1,0.8009999999999999,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
RBMXL1,4,"hepg2,jurkat,k562,rpe1",0.0943262069278179,400,0.0577999999999999,Other cytosolic protein,0.5,NDUFB4;NISCH;MTOR;FAU,-1.003,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
TRAPPC8,4,"hepg2,jurkat,k562,rpe1",0.0599962578178567,570,0.4197666666666667,Enzyme; Kinase,0.25,XPO1;MTOR;PSMB5,-0.954,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
RRP7A,3,"hepg2,jurkat,k562",0.9875557805972236,4,0.83975,Other cytosolic protein,1.0,RPS4X;RPS13;RPS12,-0.14,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MCM3,3,"hepg2,jurkat,rpe1",0.9805088816146648,6,0.7200333333333333,Enzyme,0.3333333333333333,POLA1;RBX1;POLD3,0.522,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
RPP14,3,"hepg2,jurkat,rpe1",0.978151421498632,12,0.8239666666666666,Other cytosolic protein,1.0,RPS7;RPS6,-0.467,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
RPP30,3,"hepg2,jurkat,k562",0.9663905660880202,16,0.81555,Other cytosolic protein,1.0,RPS7;RPS12,-0.187,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
LTV1,3,"hepg2,jurkat,k562",0.9660285928124722,6,0.9013,Other cytosolic protein,1.0,RPS7;RPS13;RPS12,-0.159,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
UTP23,3,"hepg2,jurkat,rpe1",0.96374014439496,22,0.8269333333333333,Other cytosolic protein,1.0,RPS7;RPS6,-0.373,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
UQCRQ,3,"jurkat,k562,rpe1",0.9550782488820808,4,0.5580499999999999,Enzyme; Oxidoreductase,1.0,NDUFAB1;NDUFB4;NDUFB10,-0.798,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
CENPJ,3,"hepg2,jurkat,rpe1",0.9511383061444566,25,0.7791666666666667,Other cytosolic protein,0.6666666666666666,RPL26;TUBB2A,0.6829999999999999,False,False,non_essential(safety-pass)
MPHOSPH6,3,"hepg2,jurkat,rpe1",0.9497637163637332,15,0.7003,Other cytosolic protein,1.0,RPL26;RPS14;RPL35,-0.188,False,False,non_essential(safety-pass)
MPHOSPH10,3,"hepg2,jurkat,k562",0.9372234905686212,3,0.89445,Other cytosolic protein,1.0,RPS7;RPS13;RPS12,-0.132,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
