candidate,n_lines,lines,mean_score_pct,best_rank,mean_response_cosine,anchor_class_mode,anchor_class_consistency,anchors,mean_delta_E_N,any_tox_essential,all_tox_essential,recurrence_note
CRKL,2,"jurkat,k562",0.0753701287866146,506,-0.0222,Enzyme; Kinase; Protein Kinase; TK protein kinase group; Tyrosine protein kinase Fak family,0.5,PTK2;NDUFB6,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
XRN2,2,"hepg2,jurkat",0.0751227309053544,757,0.2602,Other cytosolic protein,1.0,RPS7;RPS14,-0.305,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
SRSF1,2,"hepg2,k562",0.0665321520584678,568,0.4271,Other cytosolic protein,1.0,RPL4;POLE,-3.677,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
UBE2Z,2,"jurkat,k562",0.0645317264080821,555,0.0298,Other cytosolic protein,1.0,NISCH;RPS27A,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
WDR82,2,"jurkat,k562",0.0579198458808003,524,0.0352,Unclassified protein,1.0,MEN1;POLE,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
TRAPPC3,2,"hepg2,jurkat",0.0490230456836233,790,0.1227,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,0.5,NDUFA3;MTOR,-0.671,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
HLA-C,2,"jurkat,rpe1",0.0485021275762279,827,-0.0652,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,0.5,MTOR;PSMB5,-0.347,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
SKP1,2,"hepg2,k562",0.0454304467462362,543,0.1213,Enzyme; Kinase; Protein Kinase; CMGC protein kinase group; CMGC protein kinase GSK family,1.0,GSK3B;POLE,1.293,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MASTL,2,"hepg2,jurkat",0.0444060259107638,774,0.08555,Enzyme; Aminoacyltransferase,0.5,PPP2CA;RBX1,-0.151,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
SAMD4B,2,"jurkat,rpe1",0.0397371990422234,831,0.1889,Other cytosolic protein,1.0,NDUFA3;RPS13,-1.11,False,False,non_essential(safety-pass)
CAP1,2,"jurkat,rpe1",0.0315127336294148,872,0.1144,Epigenetic regulator; Writer; DNA methyltransferase,0.5,DNMT1;RPL36A,-1.533,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
ZRSR2,2,"jurkat,rpe1",0.0274320228377802,848,0.1163999999999999,Membrane receptor,0.5,NPM1;TFRC,-0.488,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
NAA15,2,"hepg2,k562",0.0231369507685297,548,0.1725,Other cytosolic protein,1.0,RPL23A;POLE,-2.178,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
REXO2,2,"jurkat,rpe1",0.0177722391699269,868,0.15105,Membrane receptor,0.5,BCR;TFRC,-3.336,False,False,non_essential(safety-pass)
WDR54,2,"jurkat,rpe1",0.0142693281363998,867,0.06505,Enzyme; Kinase; Protein Kinase; CMGC protein kinase group; CMGC protein kinase GSK family,0.5,RPS20;GSK3B,1.358,False,False,non_essential(safety-pass)
AATF,1,k562,0.9982517482517482,19,,Other cytosolic protein,1.0,RPS12,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
ORC1,1,rpe1,0.9954853273137696,5,0.7979,NOT_FOUND,1.0,PRIM2,0.23,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MAD2L2,1,rpe1,0.9920993227990972,8,0.7169,Enzyme,1.0,POLD2,0.962,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
EEFSEC,1,rpe1,0.9864559819413092,13,0.7135,Other cytosolic protein,1.0,RPL26,-0.738,False,False,non_essential(safety-pass)
RPL7L1,1,jurkat,0.980477223427332,19,0.7736,Other cytosolic protein,1.0,RPL8,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
RIOK2,1,jurkat,0.9772234273318872,22,0.7596,Other cytosolic protein,1.0,RPS13,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
POLR1D,1,jurkat,0.9707158351409978,28,0.7207,Other cytosolic protein,1.0,RPS3A,,False,False,non_essential(safety-pass)
TIMM22,1,rpe1,0.9706546275395034,27,0.7369,Enzyme; Oxidoreductase,1.0,NDUFB10,0.123,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MRPL9,1,hepg2,0.962406015037594,30,0.5929,Enzyme; Oxidoreductase,1.0,NDUFAB1,-0.298,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
NUBP1,1,rpe1,0.9616252821670428,35,0.8135,Enzyme; Transferase,1.0,POLD1,2.773,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
C12orf45,1,hepg2,0.9573934837092732,34,0.8473,Other cytosolic protein,1.0,RPS21,0.061,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
SDHC,1,rpe1,0.9571106094808126,39,0.4846,Enzyme; Oxidoreductase,1.0,NDUFV2,0.47,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
FBL,1,k562,0.9562937062937062,50,,Other cytosolic protein,1.0,RPS11,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
E4F1,1,hepg2,0.949874686716792,40,0.6783,Other cytosolic protein,1.0,RPL26,-1.721,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
EIF3J,1,rpe1,0.948081264108352,47,0.4423,Other cytosolic protein,1.0,RPS3,-0.964,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
DDX24,1,jurkat,0.9414316702819956,55,0.6713,Other cytosolic protein,1.0,RPL8,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
NOP10,1,k562,0.9388111888111887,61,,Other cytosolic protein,1.0,RPS12,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
CCDC137,1,rpe1,0.9311512415349888,62,0.6547,Other cytosolic protein,1.0,RPL8,-0.107,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
TTF2,1,rpe1,0.9255079006772008,67,0.6032,Enzyme; Ligase,1.0,GART,0.019,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
EXOSC9,1,jurkat,0.9240780911062908,71,0.529,Other cytosolic protein,1.0,RPS7,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
ATP5PD,1,jurkat,0.915401301518438,79,0.4967,,,NDUFA6,,False,False,non_essential(safety-pass)
CHTF18,1,jurkat,0.9143167028199566,80,0.343,Enzyme,1.0,POLD3,,False,False,non_essential(safety-pass)
RAD17,1,rpe1,0.9142212189616252,77,0.6717,Enzyme; Transferase,1.0,POLD1,1.151,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
ATP6V1D,1,rpe1,0.9130925507900676,78,0.6126,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,1.0,MTOR,0.515,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
UQCRB,1,jurkat,0.903470715835141,90,0.4532,Enzyme; Oxidoreductase,1.0,NDUFAB1,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
WDR25,1,jurkat,0.8964208242950108,96,0.6006,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,1.0,MTOR,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
ENY2,1,rpe1,0.8950338600451467,94,0.3884,NOT_FOUND,1.0,SEM1,2.384,False,False,non_essential(safety-pass)
USF2,1,jurkat,0.8937093275488069,99,0.5787,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,1.0,MTOR,,False,False,non_essential(safety-pass)
TIMM23B,1,hepg2,0.8909774436090225,82,0.6031,Enzyme,1.0,PSMC5,-0.782,False,False,non_essential(safety-pass)
DIS3,1,jurkat,0.8893709327548807,103,0.4335,Other cytosolic protein,1.0,RPS13,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
GTF2H2,1,rpe1,0.886568848758465,102,0.6659,Other cytosolic protein,1.0,RPS27A,-1.651,False,False,non_essential(safety-pass)
LARS2,1,jurkat,0.8806941431670282,111,0.4271,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,1.0,MTOR,,False,False,non_essential(safety-pass)
PWP1,1,jurkat,0.8796095444685467,112,0.471,Other cytosolic protein,1.0,RPL5,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
POLR3D,1,jurkat,0.8373101952277657,151,0.4523,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,1.0,MTOR,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MRPS28,1,jurkat,0.8232104121475055,164,0.2958,Other cytosolic protein,1.0,RPS20,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
BORA,1,hepg2,0.8208020050125313,112,0.3098,Enzyme; Kinase; Protein Kinase; Other protein kinase group; Other protein kinase AUR family,1.0,AURKA,0.506,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
SDR39U1,1,jurkat,0.8112798264642083,175,0.5267,Other cytosolic protein,1.0,RPS14,,False,False,non_essential(safety-pass)
POLR1B,1,k562,0.8094405594405595,236,,Other cytosolic protein,1.0,RPL30,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MED19,1,jurkat,0.8080260303687635,178,0.6369,Enzyme; Kinase; Protein Kinase; TK protein kinase group; Tyrosine protein kinase JakA family,1.0,TYK2,,False,False,non_essential(safety-pass)
PRPF18,1,k562,0.8076923076923077,63,,Enzyme; Transferase,1.0,FNTA,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
REV3L,1,rpe1,0.801354401805869,177,0.3826,Enzyme,1.0,POLD2,2.397,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
TMSB10,1,hepg2,0.7957393483709273,122,0.3251,Other cytosolic protein,1.0,RPS3,-1.276,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MED24,1,jurkat,0.7950108459869848,190,0.131,Epigenetic regulator; Eraser; Histone deacetylase; HDAC class I,1.0,HDAC3,,False,False,non_essential(safety-pass)
TAF1B,1,hepg2,0.7832080200501254,128,0.4563,Other cytosolic protein,1.0,RPS4X,-1.727,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
LAMTOR4,1,rpe1,0.781038374717833,195,0.1533,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,1.0,MTOR,0.529,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
DESI1,1,jurkat,0.7809110629067245,203,0.2888,,,PSMD4,,False,False,non_essential(safety-pass)
DDX18,1,k562,0.7797202797202797,285,,Other cytosolic protein,1.0,RPS11,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
CWF19L2,1,k562,0.777972027972028,76,,Enzyme; Transferase,1.0,FNTA,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MRPS22,1,jurkat,0.7776572668112798,206,0.2211,Other cytosolic protein,1.0,RPS20,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
WDR92,1,jurkat,0.7689804772234273,214,0.4887,Other cytosolic protein,1.0,RPS14,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
SLC39A7,1,hepg2,0.7644110275689223,135,0.4017,Enzyme; Protease; Threonine protease; Threonine protease PBT clan; Threonine protease T1A subfamily,1.0,PSMB2,-0.392,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
PPP1R11,1,jurkat,0.7603036876355749,222,0.3888,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,1.0,MTOR,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
PRPF31,1,hepg2,0.7581453634085213,379,0.5561,NOT_FOUND,1.0,NDUFA3,0.068,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
TRAIP,1,hepg2,0.7506265664160401,139,0.3839,Enzyme; Transferase,1.0,POLA1,-0.942,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
TBCD,1,rpe1,0.7505643340857788,222,0.2348,Structural protein,1.0,TUBB2A,1.083,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
DKC1,1,k562,0.7465034965034965,326,,Other cytosolic protein,1.0,RPS12,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
CHAF1B,1,k562,0.743006993006993,94,,,,POLE,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
C18orf21,1,jurkat,0.7418655097613883,239,0.734,Other cytosolic protein,1.0,RPS13,,False,False,non_essential(safety-pass)
THOC5,1,hepg2,0.7418546365914787,145,0.5647,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family,1.0,ATR,0.234,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
METTL21A,1,jurkat,0.7396963123644251,241,0.4947,Enzyme; Aminoacyltransferase,1.0,RBX1,,False,False,non_essential(safety-pass)
POLR2B,1,rpe1,0.7381489841986456,233,0.7447,Other cytosolic protein,1.0,RPS3,-2.689,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
TUBD1,1,hepg2,0.731829573934837,153,0.4536,Other cytosolic protein,1.0,RPL4,-1.416,False,False,non_essential(safety-pass)
SNIP1,1,jurkat,0.7299349240780911,250,0.2858,Other cytosolic protein,1.0,RPL5,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
QARS,1,k562,0.722027972027972,104,,Enzyme; Kinase,1.0,MTOR,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
CPSF1,1,jurkat,0.7093275488069414,269,0.4365,Enzyme; Kinase; Protein Kinase; TK protein kinase group; Tyrosine protein kinase Src family,1.0,FYN,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
CDC45,1,hepg2,0.7080200501253133,393,0.6309,Enzyme; Transferase,1.0,POLA1,-1.323,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
NELFCD,1,jurkat,0.7017353579175705,276,0.2839,Enzyme; Kinase; Protein Kinase; TK protein kinase group; Tyrosine protein kinase JakA family,1.0,TYK2,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
XRCC3,1,k562,0.6975524475524476,122,,,,POLE,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MED7,1,k562,0.6958041958041958,123,,,,POLE,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
PGPEP1,1,hepg2,0.6867167919799498,172,0.4031,Enzyme,1.0,PSMC5,-1.248,False,False,non_essential(safety-pass)
SMUG1,1,jurkat,0.6843817787418656,292,0.4493,Other cytosolic protein,1.0,RPL36,,False,False,non_essential(safety-pass)
SERF2,1,jurkat,0.6811279826464208,295,0.2963,Other cytosolic protein,1.0,RPS27,,False,False,non_essential(safety-pass)
NPM3,1,jurkat,0.675704989154013,300,0.0811,Other nuclear protein,1.0,NPM1,,False,False,non_essential(safety-pass)
SNRPE,1,rpe1,0.672686230248307,291,0.7396,Other cytosolic protein,1.0,RPL30,-1.453,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
PDCD7,1,rpe1,0.6681715575620768,295,0.773,Epigenetic regulator; Eraser; Histone deacetylase; HDAC class IIa,1.0,HDAC7,-1.134,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
PGAM5,1,rpe1,0.6670428893905191,296,0.0358,Unclassified protein,1.0,KEAP1,-0.596,False,False,non_essential(safety-pass)
MAD2L1,1,rpe1,0.6659142212189616,297,0.8493,NOT_FOUND,1.0,PRIM1,2.739,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
EMC1,1,hepg2,0.6616541353383458,181,0.3701,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family,1.0,ATR,0.682,False,False,non_essential(safety-pass)
CHMP3,1,k562,0.6590909090909091,150,,Enzyme,1.0,PSMD13,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
COTL1,1,hepg2,0.6541353383458647,184,0.1338,Structural protein,1.0,TUBB,0.014,False,False,non_essential(safety-pass)
PRPF4B,1,hepg2,0.6522556390977443,416,0.4291,Other cytosolic protein,1.0,RPL18A,-1.786,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
FBXO42,1,hepg2,0.6491228070175439,418,0.4568,NOT_FOUND,1.0,CCDC6,0.606,False,False,non_essential(safety-pass)
PPP4R2,1,rpe1,0.6439051918735892,316,0.6873,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,1.0,MTOR,0.22,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
FGFR1OP,1,jurkat,0.6431670281995662,330,0.3846,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,1.0,MTOR,,False,False,non_essential(safety-pass)
HSPE1,1,rpe1,0.6410835214446953,319,0.7345,NOT_FOUND,1.0,RPLP0,-0.192,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
HINFP,1,k562,0.6381118881118881,165,,,,POLE,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
HEATR1,1,jurkat,0.6279826464208242,344,0.8164,Other cytosolic protein,1.0,RPS13,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
GEMIN8,1,rpe1,0.6230248306997742,335,0.6743,Epigenetic regulator; Eraser; Histone deacetylase; HDAC class IIa,1.0,HDAC7,-0.348,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
LPIN1,1,hepg2,0.6228070175438597,197,0.047,Enzyme; Kinase; Protein Kinase; AGC protein kinase group; AGC protein kinase PKC family; AGC protein kinase PKC alpha subfamily,1.0,PRKCA,0.028,False,False,non_essential(safety-pass)
CEP152,1,rpe1,0.6202031602708804,337,0.6739,Other cytosolic protein,1.0,RPL28,-0.98,False,False,non_essential(safety-pass)
CCNL1,1,jurkat,0.6079175704989154,363,0.4514,Enzyme; Kinase; Protein Kinase; TK protein kinase group; Tyrosine protein kinase JakA family,1.0,TYK2,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
ESYT2,1,rpe1,0.6060948081264108,349,0.7326,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,1.0,MTOR,-1.007,False,False,non_essential(safety-pass)
CARS,1,rpe1,0.600451467268623,355,0.6635,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,1.0,MTOR,0.455,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
ELOF1,1,rpe1,0.5993227990970654,356,0.3711,Enzyme,1.0,PSMD13,1.103,False,False,non_essential(safety-pass)
RPL36AL,1,jurkat,0.5921908893709328,378,0.1207,Other cytosolic protein,1.0,RPL5,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
EFR3A,1,jurkat,0.5900216919739696,379,0.3762,Epigenetic regulator; Writer; DNA methyltransferase,1.0,DNMT1,,False,False,non_essential(safety-pass)
BCS1L,1,k562,0.5891608391608392,193,,,,NDUFA6,,False,False,non_essential(safety-pass)
ZNHIT3,1,jurkat,0.5856832971800434,383,0.3657,Other cytosolic protein,1.0,FAU,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
TFB2M,1,jurkat,0.5808026030368764,386,0.25,,,CCDC6,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
GET3,1,rpe1,0.5761851015801355,376,0.2597,Enzyme; Protease; Metallo protease; Metallo protease MP clan; Metallo protease M67 family; Metallo protease M67A subfamily,1.0,PSMD14,1.884,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
N6AMT1,1,jurkat,0.5759219088937093,392,0.0677,Epigenetic regulator; Writer; DNA methyltransferase,1.0,DNMT1,,False,False,non_essential(safety-pass)
TRMT112,1,jurkat,0.5732104121475055,394,0.7788,Other cytosolic protein,1.0,FAU,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
CAPZB,1,rpe1,0.572234762979684,380,0.417,NOT_FOUND,1.0,RPL32,-0.744,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
PPP2R1A,1,hepg2,0.5714285714285714,439,0.2997,Enzyme; Phosphatase; Protein Phosphatase; Serine/threonine protein phosphatase,1.0,PPP2CA,-0.258,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
CPNE7,1,rpe1,0.5705417607223476,381,0.6395,Other cytosolic protein,1.0,RPL28,-0.478,False,False,non_essential(safety-pass)
TIMELESS,1,jurkat,0.56941431670282,398,0.5466,Enzyme; Aminoacyltransferase,1.0,RBX1,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
GTF3C5,1,rpe1,0.5677200902934537,384,0.639,Other cytosolic protein,1.0,RPL24,-0.451,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
TAF6L,1,jurkat,0.5650759219088937,402,0.2622,Epigenetic regulator; Writer; DNA methyltransferase,1.0,DNMT1,,False,False,non_essential(safety-pass)
RAB4A,1,hepg2,0.5576441102756893,229,0.0749,Membrane receptor,1.0,TFRC,0.798,False,False,non_essential(safety-pass)
ZNF24,1,jurkat,0.5563991323210412,410,0.3837,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,1.0,MTOR,,False,False,non_essential(safety-pass)
DDX49,1,k562,0.5541958041958042,447,,Other cytosolic protein,1.0,RPS21,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
PTPN23,1,rpe1,0.554176072234763,396,0.756,Other cytosolic protein,1.0,RPS27A,-0.796,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
EMC4,1,hepg2,0.5476190476190477,234,0.126,Other cytosolic protein,1.0,RPS7,-1.043,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
PRDM4,1,hepg2,0.5426065162907269,238,0.0793,Epigenetic regulator; Eraser; Histone deacetylase; HDAC class I,1.0,HDAC3,-0.832,False,False,non_essential(safety-pass)
PEF1,1,rpe1,0.5372460496613995,411,0.1743,Enzyme; Aminoacyltransferase,1.0,RBX1,1.357,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
SAP18,1,k562,0.534965034965035,455,,Other cytosolic protein,1.0,RPS27,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
TM7SF2,1,hepg2,0.5288220551378446,247,0.0507,Enzyme; Transferase,1.0,FDPS,-0.094,False,False,non_essential(safety-pass)
CPOX,1,rpe1,0.5259593679458239,421,0.2603,Enzyme; Ligase,1.0,GART,-0.484,False,False,non_essential(safety-pass)
NELFE,1,hepg2,0.5238095238095238,250,0.2374,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family,1.0,ATR,-3.595,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
PFDN5,1,jurkat,0.5206073752711496,443,0.1192,Other cytosolic protein,1.0,RPS3A,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MRPL11,1,rpe1,0.5191873589164786,427,-0.261,Other cytosolic protein,1.0,RPL23,-1.816,False,False,non_essential(safety-pass)
MRPL1,1,rpe1,0.5174943566591422,428,-0.1404,Other cytosolic protein,1.0,FAU,-3.295,False,False,non_essential(safety-pass)
HAUS6,1,k562,0.5122377622377622,229,,,,SEM1,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
DHX9,1,jurkat,0.5119305856832972,451,0.2729,Other cytosolic protein,1.0,RPS23,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
RBM48,1,hepg2,0.5100250626566416,256,0.1423,Enzyme; Isomerase,1.0,PPIA,0.567,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
RRP15,1,jurkat,0.5075921908893709,455,0.6873,Other cytosolic protein,1.0,RPL26,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
RTEL1,1,hepg2,0.5050125313283208,257,-0.0733,Enzyme; Transferase,1.0,POLD1,-1.352,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
ASCC3,1,jurkat,0.504880694143167,458,0.175,Other cytosolic protein,1.0,RPS20,,False,False,non_essential(safety-pass)
C9orf78,1,hepg2,0.5025062656641605,259,0.2425,Other cytosolic protein,1.0,RPL7,-1.255,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
PIAS1,1,rpe1,0.5011286681715575,443,0.181,Enzyme; Kinase; Protein Kinase; TK protein kinase group; Tyrosine protein kinase Fak family,1.0,PTK2,0.965,False,False,non_essential(safety-pass)
MRPL46,1,rpe1,0.5,444,-0.1921,Other cytosolic protein,1.0,RPL23,-2.214,False,False,non_essential(safety-pass)
ORC3,1,jurkat,0.4989154013015184,463,0.1872,Enzyme; Aminoacyltransferase,1.0,RBX1,,False,False,non_essential(safety-pass)
HAUS1,1,rpe1,0.4988713318284424,445,0.7998,NOT_FOUND,1.0,PRIM1,2.179,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
CDIPT,1,rpe1,0.4977426636568848,446,0.279,Enzyme; Ligase,1.0,GART,-1.267,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
MED16,1,hepg2,0.4974937343358396,262,0.2383,Enzyme; Transferase,1.0,POLA1,-1.121,False,False,non_essential(safety-pass)
CLASRP,1,jurkat,0.4967462039045553,465,0.3162,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,1.0,MTOR,,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
ATP6V1C1,1,rpe1,0.4954853273137697,448,0.1983,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,1.0,MTOR,0.438,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
DOLK,1,hepg2,0.4937343358395989,265,0.127,Enzyme; Ligase,1.0,GART,0.314,False,False,non_essential(safety-pass)
XRN1,1,rpe1,0.4887133182844244,454,0.0576,Other cytosolic protein,1.0,FAU,-0.8,True,True,essential_in_all_lines(likely-toxic;recurrence driven by core-essentiality)
